question,answers
what is harvesting,It involves removing the mature crops from the field and preparing them for storage or transport
when are the African armyworms noticed by farmers., until the caterpillars are ten days old and start exhibiting the gregaria phase.
What maize variety is drought resistant?,DroughtGard: This is a genetically modified maize variety that has been engineered to be resistant to drought.
how does dormancy affects seed germination., allows the seed to delay germination until conditions are more favorable for seedling growth and survival.
"give examples of macronutrients?
","nitrogen, phosphorus, and potassium,"
Are there some CBB resistant crops?, Some cassava varieties have been developed that are resistant to CBB
how can farmers benefit from farmers organization,"Knowledge and information sharing: Farming organizations often serve as platforms for knowledge and information exchange among farmers. They provide access to training programs, workshops, seminars, and demonstrations on various agricultural practices, technologies, and market trends. This helps farmers stay updated on the latest farming techniques, best practices, and innovations, enabling them to improve their skills and productivity.

Collective bargaining power: By joining together in a farming organization, farmers can collectively negotiate better prices for their produce and access to inputs, such as seeds, fertilizers, and machinery. The organization can act as a unified voice, representing the interests and concerns of farmers to government authorities, agribusinesses, and other stakeholders, leading to improved market access and fairer trade terms.

Access to financial resources: Farming organizations can facilitate access to credit and financial resources for farmers. They may partner with financial institutions or develop their own revolving funds to provide affordable loans, savings schemes, and insurance products tailored to farmers' needs. This helps farmers overcome financial constraints, invest in their farms, and manage risks associated with farming.

Market linkages and value addition: Farming organizations can establish market linkages and connect farmers with potential buyers, processors, and exporters. They may engage in collective marketing initiatives, bulk sales, or value addition activities, such as processing and packaging, to enhance the marketability and profitability of farmers' produce. This can lead to better market prices, increased income, and improved market access for farmers.

Advocacy and representation: Farming organizations often engage in advocacy and policy dialogue on behalf of farmers. They can influence agricultural policies, regulations, and practices to create a favorable enabling environment for farming. By representing farmers' interests, they can address challenges, promote sustainable farming practices, and advocate for policies that support the growth and development of the agricultural sector.

Networking and collaboration: Being part of a farming organization allows farmers to network and collaborate with peers, experts, researchers, and other stakeholders in the agricultural sector. This fosters learning, collaboration, and innovation, as farmers can share experiences, exchange ideas, and collaborate on research, projects, and initiatives that benefit the farming community as a whole."
what is the use of cow's special stomach,to store food for later chewing and digestion once they were hidden and out of danger
what is the required depth of planting cassava.,about 5 to 7 centimeters
what is pest control.,"is the regulation or management of a species defined as a pest; such as any animal, plant or fungus that impacts adversely on human activities or environment"
how can a farmer regularly monitor for cassava beetles.,"regularly monitor the crop for signs of infestation, such as wilting or yellowing of leaves, and take appropriate measures to prevent or control the pests"
Can cassava stems be planted immediately after cutting or they can wait for sometime?,"Cassava stems can be planted immediately after cutting, but it is recommended to allow the cuttings to dry for a few hours in a shaded area before planting. This will help to reduce the risk of fungal infection and other diseases."
what factors should be considered when a applying NPK fertilizers on maize plants.,"soil fertility, crop growth stage, and local recommendations"
how were the primitive milking machine used?,used hollow wheat stems inserted in the teats to milk cows
name one open-pollinated maize variety that was developed in West Africa and is well-suited to drought-prone regions.,SAWAH
"apart from suppressing weeds, what are other properties of allelopathic cover crops."," they can also break disease cycles and reduce populations of bacterial and fungal diseases, and parasitic nematodes"
what are used to mark rows when planting cassava., stakes and a string 
what other reasons makes cassava a staple food crop.,"Cassava is a hardy crop that can tolerate drought and poor soil conditions. This makes it an important crop for smallholder farmers who may have limited access to water and resources.
"
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
What facilitates farm yard manure to loosen upper soil layers? ," Farm yard manure is rich in organic matter, which improves soil structure and promotes aggregation. Organic matter helps to bind soil particles together, creating pore spaces and improving soil porosity. This allows for better air and water movement in the soil, leading to improved soil structure and less compacted soil.
"
how can planting Green manure cover crops helps increase soil fertility.,"Planting leguminous crops such as clover, alfalfa or beans, can help fix nitrogen into the soil and add organic matter, thus improving soil fertility."
What is the recommended seed rate of maize in an acre garden?,"The recommended seed rate for maize can vary depending on various factors such as the maize variety, soil fertility, planting method, and desired plant population. However, as a general guideline, the recommended seed rate for maize in an acre garden is typically between 25,000 to 40,000 seeds per acre"
"White flies have become resistant to pesticides, what else can farmers do eradicate them?","Integrated pest management (IPM): IPM is a holistic approach to pest management that involves a combination of techniques to control pests, including cultural, biological, and chemical methods. IPM can help to reduce the reliance on pesticides and prevent the development of pesticide resistance."
which vitamins helps blood cell and DNA development,B12 
cam maize grow in clay soil,"es, maize can grow in clay soil. However, clay soil has certain characteristics that can affect maize growth and productivity. Clay soil tends to retain water and drain poorly, which can lead to waterlogged conditions and root suffocation if not properly managed. Additionally, clay soil can be compacted, making it harder for roots to penetrate and access nutrients."
how can the nutritional value of maize flour obtained after starch extraction be increased.,"it can be fortified with vitamins and minerals such as iron, folic acid, and vitamin A"
which phase in polyphenism in which the larvae raised in groups turns black.,gregaria
name traditional methods that can be used to control pests in beans.,mixing wood ash or ash from cooking fires
how does mulching help in soil nutrients retension., help retain moisture by reducing evaporation and keeping the soil cool. Mulch also helps suppress weed growth and adds nutrients to the soil as it decomposes.
what is the other name of Couch grass.,Bermuda grass
Which agricultural method can be used to improve on soil fertility,fertilizer applications
can crop rotation be used to control couch grass?,Crop rotation is another effective way to control couch grass. This involves planting a different crop in the cassava garden after harvesting the cassava. This can help to break the life cycle of the couch grass and prevent it from establishing a strong presence in the soil.
how many farms were there in United States in 1935,6.8 million farms in the United States
what is the long term control measures for the cassava diseases.,using disease-resistant cassava varieties
which cassava variety was developed by the International Institute of Tropical Agriculture (IITA) and is popular in many African countries.,TME 419
what are liquid fertilizers used for?,"iquid fertilizers are often used for foliar feeding, where the fertilizer is sprayed onto the leaves of plants."
Is agriculture a necessary industry?,Agriculture is a necessity!
