question,answers
What is the effect of Cassava Mosaic Disease (CMD) in severe condition.,yield losses of up to 100%
why is crop rotation important?, help to maintain soil health and improve crop yields over time
"what are some potential advantages of intercropping maize with groundnuts:
","Nutrient complementarity: Maize and groundnuts have different nutrient requirements, and by intercropping them, you can maximize the use of available nutrients in the soil. Groundnuts fix atmospheric nitrogen, enriching the soil with this essential nutrient, which can benefit the maize crop.

Pest and disease management: Intercropping can help reduce pest and disease pressure. For example, maize can act as a ""trap crop"" for certain pests, diverting them away from groundnuts. Additionally, groundnuts release certain compounds into the soil that can suppress certain soil-borne diseases, benefiting both crops.

Efficient land use: Intercropping allows for the efficient use of limited land resources, as you can cultivate two different crops in the same area. This can be especially beneficial for small-scale farmers with limited land availability."
What are the ideal conditions for planting maize?,Maize requires well-draining soils with a pH level between 5.5 and 7.5. The site should also receive full sunlight to promote optimal growth
What maize variety is drought resistant?,DroughtGard: This is a genetically modified maize variety that has been engineered to be resistant to drought.
does harvesting maize early before its dried causes mycotoxin contamination?,"Maize that is harvested before it is fully dried is at a higher risk of mycotoxin contamination, which can pose health risks to both humans and animals if consumed."
which nutrients do beans require for their growth.,"Beans require adequate levels of nitrogen, phosphorus, and potassium"
define field capacity?,"This refers to the maximum amount of water the soil can hold after it has been thoroughly wetted and excess water has drained away. At field capacity, there is enough water in the soil for plants to use, but excess water has drained away, leaving air spaces in the soil."
name the pre-cultivation requirements are important for ensuring a healthy and high-yielding cassava crop.,"Proper land preparation, seed selection, and pest and disease control are critical for successful cassava production"
"in order to guard against drought, farmers should invest in soil conservation measures to improve soil health and water-holding capacity. They can use techniques such as?","conservation tillage practices, crop rotation, cover cropping, and mulching to reduce soil erosion, increase organic matter, and improve water infiltration"
Why do cows stand around in fields eating all day?, to produce four or more gallons of milk
what are some of the symptoms  and signs of CAD,"small, circular, water-soaked spots on leaves that expand into larger, dark brown or black lesions. Infected leaves may become distorted and dry up"
which genetical method are researchers are exploring to control whitefly., RNA interference (RNAi)
Where does our food come from?,People in developed countries such as the United States eat food that comes from all over the world.
what is Integrated Pest Management?,"IPM is a holistic approach to pest management that emphasizes the use of multiple methods to control pests, including biological control, cultural control, and chemical control"
Are genetically modified organisms (GMOs) the only organisms with genes?,"No. Living or once living things contain genes, whether they are genetically modified or not. �Gene� is the root word for genetics. Genes are located on chromosomes"
what water managing techniques can a farmer user to guard against drought?,mulching
what is the required depth of planting cassava.,about 5 to 7 centimeters
"Any maize markets out there?
",Nakasero Market
"In growing Irish potatoes,row planting and use of holes, which one conserves fertilizers?",Row planting
name any Environmental issues.,"depletion of aquifers, deforestation, antibiotic resistance"
what is hay,"(dried grasses) to feed livestock (horses, cattle, sheep) during the winter when they cannot feed in green pastures"
which variety of maize has a hard outer layer and is typically used for animal feed.,Flint maize
"which pest feed on the sap of the bean plant, causing stunting and distortion of the leaves",Bean aphids (Aphis fabae)
How effective is single super phosphate and  sulphate of ammonia when applied to crops,"The application of CAS can positively impact crop yield, especially when applied at the right time and in appropriate amounts.
"
why do beans need to be intercropped with groundnuts and other legumes.,"roundnuts fix nitrogen in the soil, which can benefit the growth of other crops. Groundnuts can also provide a support structure for climbing beans."
What farming practices destroy soil nutrient,"Overuse of synthetic fertilizers: Excessive use of synthetic fertilizers can result in soil acidification and nutrient imbalances, which can reduce soil fertility and productivity over time."
what is the importance of chlorophyll.,is necessary for photosynthesis and plant growth.
name the various forms in which fertilizers can be applied?,"granular, liquid, and foliar applications."
which people used small windmills to generate electricity in rural areas,Americans 
Which cassava disease is the most devastation in Uganda?,Cassava Brown Streak Disease (CBSD)
"Adjumani district, what are the necessary conditions for cassava germination",Cassava seeds germinate best in warm soil with temperatures between 25�C to 30�C.
How can agronomist overcome problems due to persistent use of fertilizers? ,"Regular soil testing helps determine the nutrient levels in the soil and allows for tailored fertilizer recommendations. Agronomists can assess the nutrient needs of specific crops and apply fertilizers accordingly, avoiding over-application. This helps maintain nutrient balance and prevents nutrient imbalances or excesses."
any maize market out there?,There are several markets available but all depends on where you are based.Where are you based
why is sit recommended to conduct soil test?,to determine the nutrient status of your soil and to consult with local agricultural extension services or agronomists for precise fertilizer recommendations based on your specific location.
