question,answers
what is the importance of chlorophyll.,is necessary for photosynthesis and plant growth.
What is the best time of year to plant soybeans in the Midwest?, between late April and mid-May
What is the process of field drying and threshing maize?,Post-harvest management
when are the African armyworms noticed by farmers., until the caterpillars are ten days old and start exhibiting the gregaria phase.
Which variety of dk maize is good in amolatar?,"DK 8033 is a maize variety that has been widely grown in Uganda, including in the Amolatar region"
why do crops require regular maintainance after planting,to ensure healthy growth and yield
"which pest feeds on the leaves and stems of cassava, causing defoliation and reduced yield",Cassava beetle
what is the basic principle of organic farming,keeping the soil rich with nutrients by feeding it natural fertilizers such as cow manure
what is the impact of using old seeds.,"Using old seeds may also increase the risk of seed-borne diseases and pests, which can cause further damage to the crop and reduce yields"
which teso region districts are affected by drought.,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Ngora, Serere, and Soroti"
what causes blight?,blight 
how can you control whiteflies,Whiteflies can be controlled using insecticides or by using sticky traps that attract and trap the insects.
Testing Cassava?,There are various tests that can be done on cassava like testing for viruses.
what are symptoms of Cassava Brown Streak Disease.," brown streaks on the stem and root, as well as yellowing and distortion of the leaves"
how does seed drying prevent spoilage.," Drying seeds effectively reduces the risk of spoilage during storage. Moisture provides a favorable environment for the growth of microorganisms, such as fungi and bacteria, which can attack and damage seeds. By reducing moisture content through drying, farmers can inhibit the growth of these organisms and minimize the risk of seed spoilage and loss."
name examples of fungicide that can be used to spray beans affected by hailstorm?,"Mancozeb, Copper oxychloride, and Propiconazole."
Which type of fertilizer can you use in soil before planting maize?,phosphorus fertilizer
how does reliable rainfall improve crop yield.,"Reliable rainfall can provide the necessary moisture for crops to grow and thrive, leading to higher yields and better quality crops. This is especially important in areas where irrigation is not available or is limited"
which human activities causes drought.," over-extraction of groundwater, water pollution, and inefficient water use can exacerbate drought conditions and reduce the availability of water for agriculture, industry, and domestic use"
I planted maize the past season and had used cow dung while sowing the drought  affected the maize i intend to plant maize again in the same place do i need to apply cow dung again or i plant with out.,"If you intend to plant maize again in the same place where you had previously used cow dung and experienced drought, you can still apply cow dung to the soil to improve its fertility. Cow dung is a good source of organic matter and nutrients that can improve soil health and provide the necessary nutrients for plant growth.

However, if you had applied a large amount of cow dung in the previous season and the soil is still rich in organic matter, you may not need to apply more cow dung. Over-application of organic matter can lead to nutrient imbalances and other soil problems. Therefore, it is important to consider the current nutrient status of the soil before adding more organic matter."
why should you use mound planting.,"method ensures good soil drainage, which is essential for cassava growth. It also helps to reduce soil erosion and increases yields"
can educating farmers help improve productivity?,Educating farmers on the best practices for growing maize can help to improve their productivity and increase the yield of local maize breeds.
what irrigation techniques can farmers use to provide water during drought.,drip or sprinkler irrigation
what factors should be considered to determine the exact number of cuttings needed for your specific planting,"The spacing between cassava plants can vary depending on the desired plant density and the specific variety being grown. Common spacing ranges from 1 meter by 1 meter to 1.2 meters by 1.2 meters. Calculate the number of plants per hectare based on the chosen spacing.

Planting method: Cassava can be planted directly in the field using single-stem cuttings or multiple-node stem cuttings. The number of cuttings required may vary depending on the planting method and the length of the cuttings."
which part of cassava is affected by CBSD,roots
what is strip cropping.,Planting different crops in alternating strips across the slope helps to reduce erosion by breaking up the flow of water. The alternating strips of different crops create barriers that trap sediment and prevent it from being washed away.
What is the best chemical for the treatment of bean seeds?,"Thiram: This is a fungicide that is used to protect bean seeds against various soil-borne diseases, including Fusarium and Rhizoctonia"
how is biological pest control done?,involves the introduction of natural enemies of the pest that are bred in the laboratory and released into the environment.
what transmits cassava mosaic disease.,Bemisia tabaci
"During  Food Supply Continuum, what processes are included inside pre-harvest phase.","the producer or farmer, transportation of the product, and marketing of the product"
"which  social insects live in large colonies in the soil and feed on wood, plant matter, and other cellulose-containing materials.",Termites 
what are organic fertilizers?,"organic fertilizers, which are made from natural materials such as manure and compost"
Which places should be avoided when collecting soil sample,"Near buildings or infrastructure: Soil near buildings, roads, driveways, or other structures may contain contaminants such as chemicals, heavy metals, or pollutants that can affect the soil composition and fertility.
"
Name regions in which Pastoralism is practised.,"arid and semi-arid regions of Sahara, Central Asia and some parts of India."
what does Cassava Anthracnose Disease: causes.,"dark spots on the leaves, stem, and root"
What maize variety is drought resistant?,DroughtGard: This is a genetically modified maize variety that has been engineered to be resistant to drought.
what are some of the consideration to be done during ban placement of fertilizers.," specific crop, soil conditions, and nutrient requirements"
does NAROCASS 1 grow in northern Uganda?,"This variety is recommended for the northern regions of Uganda, such as Gulu and Kitgum"
what causes Pythium Root Rot disease.,soil-borne fungus that thrives in wet and poorly drained soil
what transmits cassava mosaic disease.,Bemisia tabaci
how can you tell a cassava plant is mature.,"The leaves of mature cassava plants begin to yellow and fall off, and the lower stems of the plant become woody."
what is the ideal spacing between cassava stems.,about 75-100 cm
"which beetle feed on the leaves of bean plants, causing holes and defoliation, which can reduce yields.",Bean leaf beetles (Cerotoma trifurcata)
how did seed drill helped farmres,allowed farmers to sow seeds in well-spaced rows at specific depths at a specific rate
why should farmers intercrop maize with beans.,"Maize and beans are commonly intercropped in Kiboga because they have complementary nutrient requirements and growth habits. Beans can fix nitrogen from the atmosphere, which can benefit the maize crop."
what is the effect of applying too much fertilizers.,"can lead to reduced phosphorus and potassium uptake by crops, while applying too little can lead to nutrient deficiencies and reduced crop yields"
which cassava variety was developed by the International Institute of Tropical Agriculture (IITA) and is popular in many African countries.,TME 419
What fertilizer is recommended for maize at planting stage?,"For maize at the planting stage, a fertilizer high in phosphorus (P) is recommended. Phosphorus plays a crucial role in promoting root development and early plant establishment. One commonly used fertilizer for maize at planting is diammonium phosphate (DAP), which typically has a ratio of 18-46-0, indicating 18% nitrogen (N), 46% phosphorus (P), and no potassium (K). This fertilizer provides a readily available source of phosphorus for the young maize plants.
"
What are the measures farmers can take minimize crop losses during storage," Harvesting crops at the right time and in the right way is important to ensure that they are not damaged during the process. The crops should be harvested when they are mature but not overripe, and the tools used should be in good condition to prevent damage to the crops."
can crop rotation control CAD in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
Which common chemical is used for seed dressing,Phenylmercuric acetate
why DK maize variety widely grown in Uganda. ,"It is known for its high yield potential, good disease resistance, and adaptability to various growing conditions"
what is manual weeding., involves using hand tools such as hoes or machetes to manually remove weeds around the cassava plants.
Suggest the advantages of clay soil,"Poor drainage: Clay soils have small pore spaces, which can lead to slow drainage and waterlogging in areas with heavy rainfall. This can reduce soil aeration and lead to root rot in some crops.
Heavy and difficult to work: Clay soils are heavy and can be difficult to till and cultivate with farming equipment.
Slow to warm up: Clay soils can be slow to warm up in the spring, which can delay planting and crop growth.
Prone to compaction: Clay soils are prone to compaction, which can reduce soil aeration and root growth."
The major agricultural products can be broadly grouped into ?,"foods, fibers, fuels, and raw materials (such as rubber)"
how can distinguish female from male,Females and males can be distinguished by the number of bristles on their frenulum
Which type of fertilizer is good to apply for beans,"Regarding the best fertilizers for beans, it is important to consider the nutrient status of the soil and to follow soil test recommendations"
what is the approximate Global agricultural production,32 million tonnes of natural fibres
What is the ideal planting density for maize?,"The ideal planting density for maize can vary depending on the specific climate and soil conditions. In general, a planting density of around 70,000 to 80,000 plants per hectare is recommended for optimal yield. However, the ideal density may vary depending on factors such as the variety of maize being planted and the availability of water and nutrients"
which species of leafhoppers spread maize streak disease.,Cicadulina mbila and Cicadulina storeyi
what is the importance of Post-harvest handling.,"help to reduce losses and maintain the quality of the maize, which can in turn increase productivity.
"
Why  does cassava doesn't yield better in wetlands,"Cassava roots require well-drained soils with good aeration. In wetland areas, the soil is often waterlogged, which leads to poor oxygen availability in the root zone. Insufficient oxygen can inhibit root development and restrict nutrient uptake, resulting in stunted growth and reduced yields."
which plants prefer acidic soils with a pH range between 4.5 and 6.0.,Rhododendrons and Azaleas
Is sandy soil better than clay soil  when growing beans?, neither soil type is inherently better or worse for growing beans
how long does TZECOMP 3 takes to mature., 90 days
How can i store beans safely?,"Clean and dry the beans: Remove any debris, dirt or broken beans. Then, spread them out on a clean, dry surface, like a tarp or a concrete floor, to dry. Make sure they are completely dry before storing them."
what median age of farmers in the US,57.5 years
what does the beetle feeds on?,"Both types of beetles feed on the leaves and stems of cassava plants, causing them to wilt, yellow and eventually die."
 can delaying weeding cassava cause cassava mosaic,"Delaying weeding in cassava fields can create favorable conditions for the spread of Cassava Mosaic Disease (CMD). Weeds can act as alternative hosts for the whiteflies that transmit the virus responsible for CMD. When weeds are left to grow and multiply in the cassava field, they can attract whiteflies and serve as a reservoir for the virus. These whiteflies can then spread the virus to the cassava plants, leading to infection and the development of mosaic symptoms."
"What is the difference between cloning and genetic modification (GM)?
",Genetic modification and cloning are not the same. Cloning provides an exact copy. Cloned genes can only be copied in the same species. Genetic modification (genetic engineering) something scientists do to pick out a specific set of genes and place these genes in an organism where the traits would be helpful
How can Tillage improve productivity.,"warming the soil, incorporating fertilizer and controlling weeds, but also renders soil more prone to erosion, triggers the decomposition of organic matter releasing CO2, and reduces the abundance and diversity of soil organisms."
how do define Field count.,A count of contaminating factors as specified in the field production standards for seed
which other method is used to improve clay soil for maize production.,"Use cover crops: Growing cover crops, such as clover or rye, can help improve soil health and structure by adding organic matter, breaking up soil compaction, and reducing erosion. Cover crops can also help reduce weed pressure and increase soil moisture retention.
"
what is the long term control measures for the cassava diseases.,using disease-resistant cassava varieties
Which method of fertilizer application do we use during weeding beans?,"The type of fertilizer recommended for top-dressing maize depends on the soil nutrient status and the crop's nutrient requirements. However, generally, a nitrogen-rich fertilizer is recommended for top-dressing maize because nitrogen is one of the primary nutrients required for maize growth and development."
which body oversees organic certification>,USDA National Organic Program (NOP)
how can crop rotation improves clay soil.," Rotating maize with other crops, such as legumes or grasses, can help improve soil health and fertility by adding organic matter and breaking up soil compaction. It can also help reduce pest and disease pressure.Add lime and humus which clamp tinny particles to form a larger one hence improving aeration"
What maize variety has early maturity and how  many days?,H624
