question,answers
Name regions in which Pastoralism is practised.,"arid and semi-arid regions of Sahara, Central Asia and some parts of India."
What other crops can be intercropped with beans?,"Maize is a common intercrop with beans, and the two crops complement each other well. Maize provides a support structure for climbing beans, while beans fix nitrogen in the soil, which benefits maize growth."
what method is used to overcome embryo dormancy.,stratification
what type of fertilizers are made from chemical?,synthetic fertilizers
what are Synthetic fertilizers?,are typically made from chemicals and minerals and are designed to provide plants with specific nutrients
What is crop cultivation?," is the practice of growing crops for food, fiber, or fuel"
what is crop rotation in soil management?,a technique used in soil management to reduce soil-borne diseases and pests and improve soil fertility
"To ensure the longevity and effectiveness of pesticides, what guidelines should be followed by farmers.","Keep containers tightly sealed: Properly seal the containers to prevent leakage and evaporation of the pesticide.

Separate from food and feed: Store pesticides away from areas where food, animal feed, or drinking water are stored to prevent contamination.

Follow expiration dates: Pesticides have an expiration date indicated on the label. Use them before the expiration date to ensure their effectiveness.

Handle with care: When handling pesticides, follow the safety instructions on the label, wear appropriate protective gear, and avoid inhaling or contacting the chemicals."
How can farmers ensure the best farming practices,"Conducting soil tests to determine the soil's nutrient content, pH levels, and other factors that could impact plant growth.

Using high-quality seeds and planting at the appropriate time of year.

Applying fertilizers and other soil amendments in the correct amounts and at the right time.

Practicing crop rotation to prevent soil depletion and reduce the buildup of pests and diseases.

Using integrated pest management (IPM) techniques to minimize the use of chemical pesticides.

Maintaining proper irrigation and drainage systems to ensure the plants receive the right amount of water.

Implementing sustainable farming practices, such as conservation tillage and cover cropping, to promote soil health and reduce erosion.

Monitoring crops regularly for signs of disease, pests, and nutrient deficiencies, and taking appropriate actions to address any issues.

Seeking advice from agricultural extension officers or other experts when necessary."
what is Payment for ecosystem services., is a method of providing additional incentives to encourage farmers to conserve some aspects of the environment
which other field is RFID being used?,hay
what are the benefits of crop domestication.," increased yield, improved disease resistance and drought tolerance, eased harvest and improved the taste and nutritional value of crop plants"
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
what is Agroforestry.,"Agroforestry involves the integration of trees with crops and/or livestock, which can help to increase soil organic matter, reduce erosion, and improve soil structure."
Name cultural  techniques for managing crop nutrients use.,crop rotation or a fallow period
what is crop rotation in soil management?,a technique used in soil management to reduce soil-borne diseases and pests and improve soil fertility
why has Food and Drug Administration has approved  the use of antibiotics in treating animals?,"to treat disease in animals that are sick, control disease for a group of animals when some of the animals are sick and to prevent disease in animals that are at risk for becoming sick"
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
How has farming changed in the United States?,"The growth of farming brought many laborsaving devices to 19th- and early 20th-century farm life, including reaping and threshing machines, which replaced work done by hand. Today, with modern methods of agriculture that include complex machinery, scientific breeding, and chemical pesticides, farms require far fewer workers."
what is the WHO death estimates from pesticides poisonings.," 220,000 deaths"
why should you cassava plant regularly.,to ensure that the cassava plants have enough nutrients and sunlight to grow
what is chlorosis., a condition characterized by yellowing or pale leaves due to a lack of chlorophyll production
what advise has been to farmers in uganda about CBSD.,"Farmers in Uganda have been advised to use clean and disease-free planting materials, adopt good agronomic practices, and plant resistant varieties to control CBSD."
which caterpillar pests  can cause significant damage to cassava crops.,Armyworms 
What is the best time of year to plant soybeans in the Midwest?, between late April and mid-May
"If it says locally grown, does that mean it is from my community?","Not necessarily. This may come as a surprise, but if you�re buying or eating locally grown food, it may not be food grown in your community."
what is Spinosad pesticide.,"Spinosad is a natural pesticide derived from the fermentation of a soil bacterium. It is effective against a wide range of insect pests, including bean beetles, leafminers, and thrips. Spinosad works by disrupting the nervous system of insect pests, leading to paralysis and death."
explain how over grazing destroy soil nutrients.,"Overgrazing by livestock can lead to soil compaction, erosion, and loss of soil organic matter, which are all detrimental to soil fertility."
what are some of the factors to consider while applying liquid fertilizer.,"type of crops, soil type, and weather conditions"
what is the importance of Post-harvest handling.,"help to reduce losses and maintain the quality of the maize, which can in turn increase productivity.
"
what are other benefits of cover crops to habitat.,improve farm habitat for wildlife
What pesticide can i apply when beans flower.,"When beans are flowering, it is important to be careful when applying pesticides as it can harm pollinators such as bees that help in the fertilization process. If you need to apply a pesticide during this time, it is recommended to use an insecticide that is safe for bees, such as those based on Bacillus thuringiensis (Bt), spinosad, or neem oil."
What is the importance of the storage organs to plants,"Storage organs, such as tubers, bulbs, and rhizomes, act as reservoirs for storing nutrients. These organs accumulate and store carbohydrates, proteins, and other essential nutrients during periods of active growth. The stored nutrients can be utilized by the plant during periods of dormancy, unfavorable conditions, or for supporting new growth."
How often can i sprinkle liquid manure?,"Generally, liquid manure can be applied every 2-4 weeks during the growing season for most crops. However, it is important to avoid over-application, which can lead to nutrient imbalances, water pollution, and plant damage."
which fertilizer can i use for beans.,"Beans have lower nitrogen requirements than maize, but still require sufficient levels of phosphorus and potassium for good growth. Therefore, a balanced fertilizer that provides all three nutrients may be suitable for beans."
which human activities causes drought.," over-extraction of groundwater, water pollution, and inefficient water use can exacerbate drought conditions and reduce the availability of water for agriculture, industry, and domestic use"
what is Composting?,"Composting involves decomposing organic materials such as animal manure, food waste, and yard trimmings to create a nutrient-rich soil amendment that can be added back to the soil."
how doses cover crops reduce soil loss?,"by improving soil structure and increasing infiltration, protecting the soil surface, scattering raindrop energy and reducing the velocity of the movement of water over the soil surface"
at what stage does cassava requires about 500 to 750 mm of rainfall.,maturation stage
"in order to guard against drought, farmers should invest in soil conservation measures to improve soil health and water-holding capacity. They can use techniques such as?","conservation tillage practices, crop rotation, cover cropping, and mulching to reduce soil erosion, increase organic matter, and improve water infiltration"
how does deforestation causes drought.,"reduce the amount of water vapor that is released into the atmosphere, leading to reduced rainfall in the surrounding areas."
how is biological pest control done?,involves the introduction of natural enemies of the pest that are bred in the laboratory and released into the environment.
which teso region districts are affected by drought.,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Ngora, Serere, and Soroti"
how can farmers prevent livestock diseases.,"implement measures such as regular vaccinations, quarantine of new animals, and good hygiene practices."
name one pest that can cause beans to wither immediately after germination.,Bean Seed Maggot
