question,answers
what is milled maize?,milled maize (also known as maize flour) is made by grinding the kernels of the maize plant into a fine powder
why should cassava be protected from direct sunlight.,exposure to sunlight can cause the tubers to become discolored and reduce their quality.
how can you improve red soil for maize growing.,"Incorporate organic matter into the soil, such as farm yard manure, compost, or cover crops. Organic matter improves soil structure, enhances water retention, and provides essential nutrients for plant growth."
how are fungi beneficial to soil.,"hese fungi can form symbiotic relationships with plant roots, helping to improve nutrient uptake and plant growth.
"
how can distinguish female from male,Females and males can be distinguished by the number of bristles on their frenulum
What is the recommended dosage of fertilizer for growing strawberries in sandy soil?,"Generally, a balanced fertilizer with an NPK ratio of 10-10-10 is recommended for sandy soil. However, the exact dosage may vary depending on the specific soil conditions and the age of the plants"
Do the use of artificial fertilizers degrade the soil? ," Artificial fertilizers primarily provide nutrients without adding organic matter to the soil. This can lead to a decrease in organic matter content over time, affecting soil structure, water-holding capacity, and nutrient cycling."
which countries do we find african armyworm,"Tanzania, Kenya, Uganda, Ethiopia, Somalia, Malawi, Zimbabwe, Zambia, and South Africa"
name the components of nitrogen fertilizers.,"ammonium nitrate, urea, and ammonium sulphate"
why should we have more livestock on the grazzing ground?,their movement and their waste and their relentless chomping stimulate grasses to grow
what is the required depth of planting cassava.,about 5 to 7 centimeters
how do define Field count.,A count of contaminating factors as specified in the field production standards for seed
"which crop can be grown at elevations up to 2,000 meters above sea level, but it grows best at lower elevations.",Cassava 
what is the approximate Global agricultural production of food.,11 billion tonnes
what is soil?,"Soil is a complex mixture of minerals, organic matter, water, air, and living organisms."
what is the approximate Global agricultural production of food.,11 billion tonnes
"What is field curing, and why is it important for bean crops?","the beans are left to dry further in the sun, a process known as field curing"
How can Tillage improve productivity.,"warming the soil, incorporating fertilizer and controlling weeds, but also renders soil more prone to erosion, triggers the decomposition of organic matter releasing CO2, and reduces the abundance and diversity of soil organisms."
what other measures can a farmer use to control root rot.,Use of fungicides
Do cows cause global warming? ,cattle production is not a top contributor to greenhouse gasses
Which crop is the major source of food in africa?,Cassava 
what is the maturity age of DKC 9098 maize variety.,85 days
how can sandy soil be improved.,"sandy soil can be improved by adding organic matter such as compost or manure, which can help to retain moisture and nutrients."
"What is the fall armyworm, and why is it a concern for farmers in Uganda?","The fall armyworm, in particular, is a major concern for farmers as it is highly invasive, can reproduce quickly, and can cause significant crop losses"
What is the best way to store harvested wheat to prevent spoilage?,Harvested wheat should be stored carefully to prevent spoilage and maintain quality
how does climate change affects agriculture.,"through changes in average temperatures, rainfall, and weather extremes (like storms and heat waves); changes in pests and diseases; changes in atmospheric carbon dioxide and ground-level ozone concentrations; changes in the nutritional quality of some foods; and changes in sea level"
Why do cows stand around in fields eating all day?, to produce four or more gallons of milk
How can i know that soil lacks air as a major nutrient,"To determine whether soil lacks air, you can perform a simple test called the squeeze test. Take a handful of soil and squeeze it tightly in your hand. If the soil remains in a tight ball and does not crumble, it may indicate that the soil is too compacted and lacks adequate air. Another indicator of soil lacking air is the presence of waterlogged areas or standing water after rain or irrigation."
Does organic farming contribute to less pollution?,Yes
what is top side dressing?, refers to the application of fertilizers on the soil surface around the base of the plants after they have been established
