question,answers
How does neck rot spread and survive in onion and garlic crops?,"The fungi that cause neck rot survive the winter on previously infected onion debris in the soil, in cull piles and refuse dumps, and in trash in storage sheds."
"What are growth regulators, and how are they used in citrus cultivation?","Growth regulators are chemicals used to manipulate plant growth and development. In citrus cultivation, they can be used to regulate fruit size, promote flowering, or manage tree vigor."
How do I know when mangoes are ripe and ready to pick?,"Ripe mangoes usually exhibit color changes, a slight softness to touch, and a fruity aroma at the stem end. Varieties also have specific color indicators for ripeness."
What is the best way to store harvested mangoes?,"Mangoes should be stored at cool temperatures (around 10°C) and high humidity to slow ripening. Wrapping them individually in paper can prevent bruising, extending shelf life."
What are the symptoms of Sigatoka disease on banana leaves?,"Small light yellow or brownish green narrow streaks enlarging into linear, oblong, brown to black spots with dark brown band and yellow halo. Rapid drying and defoliation of leaves."
How can Infectious chlorosis caused by Cucumber Mosaic Virus (CMV) be managed?,Management involves destroying infected plants and using disease-free suckers. Control the vector by spraying systemic insecticide at 0.1%.
"How much water do banana plants need, and how often should I irrigate them?","Banana plants need consistent moisture, with young plants requiring more frequent watering than mature ones. Deep, infrequent irrigation is preferred to encourage healthy root development."
How do I know when bananas are ready to harvest?,"Bananas are typically harvested when they reach maturity, indicated by a change in fruit color (from green to yellow) and slightly rounded edges. Individual fruits can be harvested as they ripen."
"What's the disease that affects guava foliage, young shoots, and fruit?","Guava rust, caused by Puccinia psidii, is the disease that affects guava foliage, young shoots, inflorescences, and fruit."
How can Fire blight in Apple trees be effectively managed?,"Effective management of Fire blight in Apple trees involves removal and destruction of affected parts, including blighted twigs. Additionally, spraying with Streptomycin 500 ppm is recommended for control."
What management practices can be implemented to control powdery mildew in chilli plants caused by Leveillula taurica?,Spray Wettable sulphur at 0.25% or Dinocap (Karathane) at 0.05%.
How does Sooty mould spread in mango orchards?,"Sooty mould spreads within mango orchards by growing on the leaf surface, fueled by the sugary secretions of plant hoppers such as jassids, aphids, and scale insects."
How can I improve the profitability of my mango farm?,"Diversifying products (e.g., dried mango, mango puree), adopting efficient farming practices, and exploring value-added processing can enhance the profitability of mango cultivation."
"How can I market grapes effectively, especially for winemaking?","Effective marketing strategies for grapes include establishing relationships with wineries, highlighting the quality and unique characteristics of your grapes, and participating in wine industry events and competitions."
How can Leaf spot disease be controlled in Sapota trees?,Leaf spot disease in Sapota trees can be controlled by spraying Mancozeb at a concentration of 0.25% or Copper oxychloride at 0.2%.
What is the causal agent of Powdery mildew in Apple trees?,"Powdery mildew in Apple trees is caused by the fungus Podosphaera leucotricha, which is an ascomycetous heterothallic fungus."
