question,answers
how can Cassava mosaic disease spread ,Whitefly infestations
why should the housing be kept well ventilated and clean.,to prevent the spread of disease.
What is the recommended spacing for cassava?,spacing of 1.0 m x 1.0 m (3 ft x 3 ft) is commonly used for cassava planting
in which areas are irrigation done.,areas with low rainfall or unreliable water sources.
any other way soil nutrients can be lost?,Monoculture
which cassava variety is grown in Brasil?,BRS Kiriris
which cassava variety is grown in Brasil?,BRS Kiriris
why should  cassava be processed or sold quickly after harvesting.," to prevent spoilage and maintain quality.
"
what the several challenges facing cassava production.,"pests and diseases, low yields, and limited access to markets and processing facilities"
What are the benefits of processing and packaging low crops,"Value addition: Processing and packaging add value to the crops, making them more marketable and increasing their economic value. Processed products, such as cassava flour, starch, chips, or other derived products, often have higher market demand and can fetch higher prices than raw crops.

Longer shelf life: Proper processing and packaging techniques can help extend the shelf life of low crops. By reducing moisture content, controlling microbial growth, and protecting against pests and spoilage, processed and packaged products can be stored for longer periods, reducing post-harvest losses.

Market access and diversification: Processed and packaged products have better market access compared to raw crops. They can be transported more easily, reach distant markets, and cater to specific consumer demands. This diversification allows farmers to explore different market channels and potentially increase their income.

Convenience and consumer appeal: Processed and packaged products offer convenience and ease of use for consumers. They are often ready-to-use or require minimal preparation, making them more attractive to busy consumers. Additionally, attractive packaging and labeling can enhance product appeal and create brand recognition.

Value chain development: Processing and packaging low crops can contribute to the development of the agricultural value chain. It creates opportunities for agro-processing industries, job creation, and skills development. This can have positive socio-economic impacts on rural communities and contribute to overall agricultural development."
what is harvesting,It involves removing the mature crops from the field and preparing them for storage or transport
which species of armyworms are the most common.,fall armyworm 
How is technology in agriculture changing?,Tractor technology is changing! Auto?steer and GPS (global positioning systems) help make farming more efficient. Tractor technology is also helping the environment. 
in which way is climate change affecting agriculture?,"changes in temperature, rainfall, and weather patterns"
name any other disease that causes bean to wither and die after germination.,Fusarium Wilt
How has agricultural automation stimulated employment.,by allowing producers to expand production and by creating other agrifood systems jobs
what is the use of vitamin B6?,B6 is related to metabolism and immune function as well as brain development during pregnancy
what is plant nutrition?,refers to the process by which plants obtain and utilize essential nutrients for growth and development. 
what are some of the symptoms  and signs of CAD,"small, circular, water-soaked spots on leaves that expand into larger, dark brown or black lesions. Infected leaves may become distorted and dry up"
what are the negative consequences of fertilizers for the environment.,pollution of waterways and harm to aquatic ecosystems.
which fungal disease affects cassava,Root rot
which countries do we find african armyworm,"Tanzania, Kenya, Uganda, Ethiopia, Somalia, Malawi, Zimbabwe, Zambia, and South Africa"
what other methods can be used to control apple tree pests?,"using pheromone traps, applying insecticides, or using natural predators such as ladybugs"
why is crop rotation important?, help to maintain soil health and improve crop yields over time
what is the use  autonomous crop robots.,harvest and seed crops
what is the basic principle of organic farming,keeping the soil rich with nutrients by feeding it natural fertilizers such as cow manure
what food nutrients do we get from milled maize.," dietary fiber, protein, and essential nutrients such as thiamine, niacin, and folate."
Do farmers waste water?,"Water is necessary to grow plants that provide food, fiber and shelter for the world"
define field capacity?,"This refers to the maximum amount of water the soil can hold after it has been thoroughly wetted and excess water has drained away. At field capacity, there is enough water in the soil for plants to use, but excess water has drained away, leaving air spaces in the soil."
What is gene editing? How is it different from genetic engineering?,Gene editing allows scientists to make changes to a specific target sequence of DNA within a gene. It modifies the gene in a precise and predictable manner
which technical allows for water status monitoring and automate water usage.,precision agriculture
What spacing is recommended for cassava planting?,"The recommended spacing for cassava planting can vary depending on several factors, including the variety of cassava, soil fertility, and intended use of the crop. However, a common spacing for cassava is between 1 meter to 1.5 meters between rows and 0.8 meters to 1 meter between plants within a row."
which beneficial microorganisms are contained in microbial fertilizers.,bacteria and fungi
how can farmers harvest rain water.,"They can construct catchment basins, dig small ponds or cisterns, or even collect runoff from roofs and other surfaces to conserve water."
How can local farmers determine the acidity of the soil? ,"Farmers can determine the acidity of the soil by conducting a soil pH test. There are various ways to do this, but one common method is to use a soil pH test kit, which can be purchased at agricultural supply stores or online. The kit typically includes a test tube, pH indicator solution, and a color chart."
name two fertilizers used to grow cassava.,compound fertilizers that provide several nutrients together and single-nutrient fertilizers.
why should farmers ensure proper land preparation before planting cassava.,for ensuring a healthy and high-yielding cassava crop
What is post-harvest management?,Proper storage conditions
name the activities of crop maintanance.,"weed and pest control, fertilization, and irrigation."
Does my food price go up because farmers want to make more money?,"When you see an increase in price at the grocery story, don�t assume it�s going into the pocket of your local farmers"
How can Tillage improve productivity.,"warming the soil, incorporating fertilizer and controlling weeds, but also renders soil more prone to erosion, triggers the decomposition of organic matter releasing CO2, and reduces the abundance and diversity of soil organisms."
name the symptoms of cassava whitefly.,"wilting, yellowing of leaves, and stunted growth"
Which type of fertilizer is good to apply for beans,"Regarding the best fertilizers for beans, it is important to consider the nutrient status of the soil and to follow soil test recommendations"
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
what are organic fertilizers.,"Organic fertilizers are made from natural materials such as compost, manure, and bone meal. They can provide a range of nutrients and help to improve soil structure and fertility over time."
how long does the adult live.,up to 14 days.
what is the taste of fresh maize.,"Fresh maize has a sweet, juicy flavor and a soft, tender texture,"
