question,answers
why are maize varieties genetically modified., to tolerate glyphosate or to provide protection against natural pests
name agricultural products that belong to food classes.,"cereals (grains), vegetables, fruits, cooking oils, meat, milk, eggs, and fungi"
which environmental condition does the Cassava green mite have.,hot and dry conditions
what is other use of farmyard manure.,"help to increase the porosity of the soil, allowing for better infiltration of water and air into the soil. This can also help to prevent soil compaction, which can reduce the amount of water that is able to infiltrate the soil and stay there."
What are the roles of mineral matter/particles in the soil,"The mineral particles are primary determinants of soil structure. The smaller the particle, the greater the surface area per unit volume. Bonding and aggregation is much more significant with the availability of large surface areas. Clay sized materials (when moist) impart a ""plastic"" feel to kneaded soil samples"
what are some of the ways of managing armyworms.,"use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
how effective is hand-pulling as way of controlling Couch grass.,it can be effective in small gardens or in areas where couch grass is not too widespread
During which phases are the S. exempta species susceptible to a cytoplasmic virus.,During the pupal and pre-pupal stages
What are some of the methods that farmers in Uganda use to control armyworms?,"early detection, biological control, chemical control, crop rotation, and cultural control"
why do farmers apply manure.,to improve soil fertility and moisture retention.
name the pre-cultivation requirements are important for ensuring a healthy and high-yielding cassava crop.,"Proper land preparation, seed selection, and pest and disease control are critical for successful cassava production"
why should farmers intercrop maize with beans.,"Maize and beans are commonly intercropped in Kiboga because they have complementary nutrient requirements and growth habits. Beans can fix nitrogen from the atmosphere, which can benefit the maize crop."
what is the right spacing for beans when plantimg?,about 2-4 inches apart
what is Intensive farming.,"is cultivation to maximise productivity, with a low fallow ratio and a high use of inputs (water, fertilizer, pesticide and automation)"
which other field is RFID being used?,hay
what is the botanical name for Cassava green mite.,Mononychellus tanajoa
what is Composting?,"Composting involves decomposing organic materials such as animal manure, food waste, and yard trimmings to create a nutrient-rich soil amendment that can be added back to the soil."
what is a fish farm,Fish farms are businesses that produce a limited number of fish for sale in restaurants and supermarkets
how can the information collected for precision agriculture used?,make more informed decisions about planting and harvesting
Which type of maize is good for storage,The type of maize that is good for storage is one that has a high dry matter content and a hard outer layer. This helps to prevent moisture from getting into the kernel and reduces the risk of spoilage during storage
how does deforestation causes drought.,"reduce the amount of water vapor that is released into the atmosphere, leading to reduced rainfall in the surrounding areas."
name the major categories of Natural fibers.,"cotton, wool, hemp, silk and flax"
