question,answers
give examples of Potassium Fertilizers.,potassium chloride and potassium sulphate
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
what are the benefits of crop domestication.," increased yield, improved disease resistance and drought tolerance, eased harvest and improved the taste and nutritional value of crop plants"
What is the organic name for cassava.,Manihot esculenta
when are the African armyworms noticed by farmers., until the caterpillars are ten days old and start exhibiting the gregaria phase.
why is compost manure important.,"Compost enhances soil fertility, promotes microbial activity, and improves soil structure and nutrient retention."
how do farmers control soil erosion.,farmers use conservation practices like planting cover crops in the winter or using conservation tillage practices
which body oversees organic certification>,USDA National Organic Program (NOP)
where area is  shifting cultivation done.,"This type of farming is practiced mainly in areas with abundant rainfall where the forest regenerates quickly. This practice is used in Northeast India, Southeast Asia, and the Amazon Basin."
which variety of maize that is widely grown and used for both human and animal consumption.,Dent maize
what is photosynthesis.,the process by which plants convert sunlight into energy for growth.
How can i improve soil areation,"To improve soil aeration, you can add organic matter to the soil, such as compost, which can improve soil structure and create pore spaces for air and water movement. Avoid over-tilling or compacting the soil, which can reduce soil pore space and restrict air movement"
How does the combine harvester help farmers?,The combine harvester saves the farmers time and labor.
which cassava variety is recommended for karamoja region.,NASE 20
how can i differentiate sprinkler irrigation from drip irrigation.,"Sprinkler irrigation involves spraying water over the field, while drip irrigation involves applying water directly to the root zone of the crop through a system of pipes and emitters"
what are some of the  preventive measures for managing CMD,"planting virus-free or resistant cassava varieties, practicing good field sanitation, and controlling whitefly populations through integrated pest management strategies. Early detection and removal of infected plants can also help prevent the spread of the disease within a field or area."
what food products can be made from corn meal.,"tortillas, bread, porridge, and other baked goods"
what percentage o electricity does fossil fuel accounts for?, 81% of electricity
what percentage does agriculture contribute to the total greenhouse gas emissions,9% of total U.S. greenhouse gas emissions
Name the most common types of beans that are milled for human consumption.,"black beans, navy beans, and pinto beans"
which other pest management activities can be done to control termides.,"planting cassava in well-drained soil, using physical barriers such as plastic mulch or wire mesh around the plant stems to prevent termite access, and avoiding over-fertilization or excessive use of organic matter which can attract termites."
which farming tools can spread bacterial blight when contaminated.,pruning shears or machetes
What is the process of field drying and threshing maize?,Post-harvest management
what is High fructose corn syrup,is a common sweetener in sodas and drinks
why DK maize variety widely grown in Uganda. ,"It is known for its high yield potential, good disease resistance, and adaptability to various growing conditions"
How can I improve the quality of my grapes for winemaking?,"Grape quality can be improved by careful management of the vines, such as proper pruning and trellising. Additionally, thinning the grape clusters can help ensure even ripening and improve the quality of the fruit"
What is the effect of moisture on stored beans?,"Moisture is one of the key factors that affect the quality and shelf life of stored beans. Here are some of the effects of moisture on stored beans: Mold growth,Insect infestation,Sprouting,Hardening and discoloration,Nutrient loss."
what happens during biological nitrogen fixation?,convert biologically unavailable atmospheric nitrogen gas (N2) to biologically available ammonium (NH+4)
What are barns used for?,to store modern farm machinery and house farm animals
which genetical method are researchers are exploring to control whitefly., RNA interference (RNAi)
what is wilting point?,"This refers to the point at which the soil has lost so much water that plants begin to wilt and cannot recover their turgidity even when water is added. At this point, the soil is extremely dry, and the water is held tightly to the soil particles."
How can couch grass be effectively controlled from the cassava garden.,Mulching
Can beans be milled like soyabean for human consumption,"Yes, beans can be milled like soybeans for human consumption. The process of milling involves grinding the beans into a fine powder, which can then be used as a flour in various recipes."
which other can i control the buying of fake agrochemicals.,"Always check the product labels carefully to ensure that the agrochemical is registered by the relevant authorities and has the correct dosage and usage instructions. Fake products often have misspelled words, unclear labels, or no label at all."
what kind of information is collected by tools used in precision agriculture?," soil moisture, nutrient levels, and other factors"
why are maize planted in rows.,it also allows for planting of other crops between these rows to make more efficient use of land space
why is cassava versatile?,"Cassava can be processed into a variety of products, such as flour, starch, and tapioca pearls. These products can be used in a range of dishes, including bread, cakes, noodles, and dumplings."
what is Composting?,"Composting involves decomposing organic materials such as animal manure, food waste, and yard trimmings to create a nutrient-rich soil amendment that can be added back to the soil."
A large diary cows can eat up of?,150 pounds
what is final stage in crop cultivation,Harvesting
what is Aquaculture,production of fish for human consumption
which genetical method are researchers are exploring to control whitefly., RNA interference (RNAi)
name the components of nitrogen fertilizers.,"ammonium nitrate, urea, and ammonium sulphate"
How long does beans take  from planting to harvesting season?,75 days to 90 depending on the variety
what is the ideal storage temperature for beans?, between 10-15�C
