question,answers
how can pest and diseases be managed in maize plants? ,"use of chemical or organic pesticides and fungicides, as well as proper crop rotation to reduce the risk of infection"
List the Animal Care Principles for producers,"access to food and water, health and veterinary care, appropriate environmental and living conditions, implementing science?�based husbandry practices, using proper handling practices and providing comfortable and sanitary transportation to avoid stress"
Is it late to plant maize in this mid September.,"The optimal planting time for maize varies depending on the specific region and climate conditions. In general, maize is typically planted during the spring season when temperatures are warm and frost is no longer a concern.

Planting maize in mid-September may be considered late in many regions, especially if you are in a location where winters or cool temperatures arrive early. Late planting can result in several challenges, including reduced yields and increased risk of crop damage from frost or cold weather.
"
what are the negative consequences of fertilizers for the environment.,pollution of waterways and harm to aquatic ecosystems.
which other way can farmers control soil borne diseases.," Incorporate organic matter such as compost and manure into the soil to improve soil structure and reduce soilborne disease buildup.
"
which fungal disease affects cassava,Root rot
which kind of threshing is the most common in developing countries.,Manual threshing
name districts in the West Nile Region that are susceptible to drought.,"Adjumani, Arua, Koboko, Maracha, Moyo, Nebbi, Pakwach, and Yumbe"
List some of the soil management activites.,"soil testing, fertilization, irrigation, tillage, and crop rotation"
which soil organism play a critical role in nutrient cycling.,"bacteria and fungi,"
What kind of technology do farmers use in the field to help the environment?,"GPS (global positioning systems) is a common technology used by farmers. With GPS, farmers can track every location on the farm and know what the soil needs at that exact location"
how can nutrient management help in improving red soil.,"Conduct a soil test to determine the nutrient deficiencies in the soil. Based on the test results, apply the necessary fertilizers to provide adequate levels of essential nutrients, such as nitrogen, phosphorus, and potassium. This helps to optimize plant growth and yield."
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
which fertilizer can be used  once the plants are at least 45 centimeters high.,CAN 
Which type of seed is resistant to pests and diseases,"Hybrid seeds: Hybrid seeds are produced by cross-breeding two or more distinct plant varieties to create a new variety with desirable traits, such as disease and pest resistance.

Genetically modified (GM) seeds: GM seeds have been genetically altered to express certain traits, such as resistance to specific pests or diseases. For example, Bt (Bacillus thuringiensis) maize has been genetically modified to produce a protein toxic to certain insect pests.

Heirloom or heritage seeds: Heirloom or heritage seeds are non-hybrid seeds that have been passed down from generation to generation, often for centuries. These seeds have developed natural resistance to local pests and diseases over time.

Open-pollinated seeds: Open-pollinated seeds are non-hybrid seeds that have been pollinated by natural means, such as wind or insects. These seeds can be genetically diverse and may exhibit natural resistance to pests and diseases."
what is the maturity age of DKC 9098 maize variety.,85 days
"Adjumani district, why does farmers preferred cassava stem cuttings than it's seeds","Higher yield potential: Cassava propagated through stem cuttings can produce higher yields compared to seed propagation. The stem cuttings produce a clone of the parent plant, which ensures that the resulting plants will have similar characteristics and yield potential."
what is top side dressing?, refers to the application of fertilizers on the soil surface around the base of the plants after they have been established
when secondary outbreaks occur?, occur when the moths from the primary outbreak are carried downwind and the adults mate and lay eggs in same location due to wind patterns
May we farmers know the uses of water in the soil,"Water is necessary for plants to absorb nutrients from the soil. Water dissolves nutrients and makes them available to plant roots, which can then take up the nutrients they need for growth."
name any form of Motorized mechanization in agricultural autoation.,ploughing and milking
When was the fall armyworm first detected in Uganda?,2016
what other reasons are there for using diammonium phosphate put in planting hole.,"DAP is water-soluble, which means it can be quickly taken up by plant roots and used for growth. By placing DAP in the planting hole, the young plant's roots can access the nutrients immediately, promoting early growth and establishment."
name any one example of desiccants.,silica gel
what farming technique is used to supplement rainfall in areas of low rainfall.,irrigation 
how can sun drying helps control pest in beans.,"Expose the beans to direct sunlight for a few days, as pests are generally sensitive to heat. Spread the beans in thin layers and turn them regularly to ensure thorough drying."
What is the best way to store harvested wheat to prevent spoilage?,Harvested wheat should be stored carefully to prevent spoilage and maintain quality
which types of fertilizers are designed to release nutrients slowly over an extended period of time.,Slow-Release Fertilizers
how does chemical dormancy occur?,"when the embryo is surrounded by a layer of chemicals that inhibit germination, such as abscisic acid (ABA)."
What kind of technology do farmers use in the field to help the environment?,"GPS (global positioning systems) is a common technology used by farmers. With GPS, farmers can track every location on the farm and know what the soil needs at that exact location"
name the application of the cassava glue.,"paper mache, bookbinding, and woodworking"
what is animal husbandry?,"is the breeding and raising of animals for meat, milk, eggs, or wool, and for work and transport."
"If a farm is large, does that mean it is a corporate farm?","Just because a farm is large in number of acres, does not mean it is a corporate farm"
how do we prevent foodborne illness?,"cook foods to proper temperatures, use separate cutting boards for uncooked meat and ready?to?eat foods, store leftover food in shallow containers and refrigerate within two hours."
define what GMO is?,"GMOs are crops that have been genetically modified to enhance their resistance to pests and diseases, as well as to improve their nutritional value and other characteristics"
What is the best way to store harvested wheat to prevent spoilage?,Harvested wheat should be stored carefully to prevent spoilage and maintain quality
name the major categories of Natural fibers.,"cotton, wool, hemp, silk and flax"
name the land use changes that causes drought.,"urbanization, agricultural expansion, and deforestation can alter the water cycle, leading to changes in precipitation patterns and soil moisture levels."
which environmental condition does the Cassava green mite have.,hot and dry conditions
which bean variety is very adoptable to different growing conditions.,Canadian Wonder
"which  cassava variety can i plant in the high altitude regions of Uganda, such as Kabale and Kisoro.",NASE 19
what is the purpose of threshing .,The purpose of the threshing process is to detach the grain from the panicles
what irrigation techniques can farmers use to provide water during drought.,drip or sprinkler irrigation
why do farmers prefer cassava stem to cassava seeds.,Reduced risk of disease transmission
what is final stage in crop cultivation,Harvesting
What kind of technology do farmers use in the field to help the environment?,"GPS (global positioning systems) is a common technology used by farmers. With GPS, farmers can track every location on the farm and know what the soil needs at that exact location"
What is soil science and management.,"Soil science and management is the scientific study of the physical, chemical, and biological properties of soil and the ways in which it can be managed for optimal crop production."
How many cuttings of cassava should a farmer plant in one hectare?,"The number of cassava cuttings to plant per hectare can vary depending on several factors, including the cassava variety, spacing, and planting method. However, as a general guideline, farmers typically plant between 10,000 to 12,000 cassava cuttings per hectare."
what are the effects of armyworm infestation.,significant defoliation and reducing the plant's ability to produce healthy tubers
How is maize  stored after harvesting?,use of hermetic storage bags or containers 
what is being used to monitor to pest populations in the canopy.,Pheromone traps
which teso region districts are affected by drought.,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Ngora, Serere, and Soroti"
what are other pest management practices that can be used to manage mealybug infestations.,"the use of resistant varieties, maintaining proper plant nutrition and moisture levels, and minimizing weed growth around the cassava plants."
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
why do farmers prefer TME 419 variety.,It has good yield potential and is resistant to cassava mosaic disease and cassava brown streak disease.
name the steps the farmer can use to control pest after detection the garden.,"Identify the disease: Try to identify the specific disease affecting the cassava plants. Observe the symptoms, such as leaf discoloration, wilting, lesions, or any other unusual signs. You can consult local agricultural extension services, agricultural experts, or plant pathologists to help identify the disease accurately.

Isolate and remove infected plants: If the disease is confirmed, promptly isolate and remove the infected plants from the field. This prevents further spread of the disease to healthy plants. Properly dispose of the infected plants by burning, burying, or removing them from the field.

Sanitize tools and equipment: Clean and sanitize any tools, equipment, or machinery that have come into contact with the infected plants. This helps prevent the disease from spreading to other fields or areas.

Implement cultural practices: Adopt cultural practices that can help manage or control the disease. These may include adjusting planting density, optimizing nutrition and irrigation practices, and practicing crop rotation. Some diseases may be controlled by removing alternate host plants or weeds that can serve as reservoirs for the pathogens.

Seek expert advice: Consult local agricultural extension services, agricultural experts, or plant pathologists for specific recommendations on disease management strategies. They can provide guidance on appropriate fungicides or other control measures if necessary.

Monitor and scout regularly: Continuously monitor the field to track the spread and severity of the disease. Regular scouting helps identify any new infections and allows for timely intervention."
Does organic farming contribute to less pollution?,Yes
how does water regulates temperature of the soil.,"Water helps to regulate soil temperature, which can affect plant growth and development. Water has a high heat capacity, meaning it can absorb and release large amounts of heat without significant temperature changes. This can help to moderate soil temperature and prevent heat stress in plants."
how can insects spread bacterial blight.,"Insects such as whiteflies and leafhoppers can spread the disease from infected plants to healthy ones. The bacterium can live and multiply within the insect, which then transmits it to other plants when it feeds."
What pesticide can i apply when beans flower.,"When beans are flowering, it is important to be careful when applying pesticides as it can harm pollinators such as bees that help in the fertilization process. If you need to apply a pesticide during this time, it is recommended to use an insecticide that is safe for bees, such as those based on Bacillus thuringiensis (Bt), spinosad, or neem oil."
What causes cassava trees to dry before maturity?,"Pest and disease infestations: Cassava plants are susceptible to a range of pests and diseases that can cause them to wilt, dry out, and die prematurely. Common pests include cassava green mites, cassava mealybugs, and cassava brown streak virus, while common diseases include cassava mosaic virus and bacterial blight. Proper pest and disease management, including timely application of appropriate pesticides and use of disease-resistant cassava varieties, can help to prevent premature drying of cassava plants"
Why  does cassava doesn't yield better in wetlands,"Cassava roots require well-drained soils with good aeration. In wetland areas, the soil is often waterlogged, which leads to poor oxygen availability in the root zone. Insufficient oxygen can inhibit root development and restrict nutrient uptake, resulting in stunted growth and reduced yields."
name Spodoptera exempta species that have chisel-like mandibels.," S. triturata, S. m. mauritia, S. m. acronyctoides, S. umbraculata, S. cilium, Spodoptera depravata [sv], and S. pecten"
"In growing Irish potatoes,row planting and use of holes, which one conserves fertilizers?",Row planting
List inputs whose cost would lead farmers to increase prices.,"land, equipment, fertilizer, chemical, seed, buildings and facilities, maintenance, labor, fuel, heating, feed, taxes, insurance"
what are some of the challenges faced by S. exempta.,"predators, parasites, parasitoids, diseases, and viruses"
what are some of the advantages of Band placement of fertilizers.,"By placing the fertilizers in rows, you can specifically target the area around the plant roots where nutrient uptake is most active. This allows for more efficient use of the fertilizer and reduces the risk of nutrient loss through leaching or runoff."
which year was maize introduced in Uganda.,1861
what are the advantages of leaving maize stallk in the garden after harvesting,"Organic matter: Maize stalks can contribute to the organic matter content of the soil, which improves soil structure, water-holding capacity, and nutrient availability.
Nutrient recycling: The decomposition of maize stalks can release nutrients back into the soil, making them available for future crops.
Erosion control: The presence of stalks can help prevent soil erosion by reducing surface runoff and protecting the soil from wind and water erosion.
Weed suppression: Stalks left on the ground can act as a mulch, suppressing weed growth and reducing weed competition with subsequent crops."
name any insecticides that can be used on cassava beetles.,neem oil or pyrethroids
