question,answers
what considerations are needed when deciding the timing for sowing crops after a prolonged dry spell.,"Wait for the onset of the rainy season: Begin sowing when there is a reasonable expectation of consistent rainfall. The start of the rainy season can vary from year to year, so it's helpful to consult local meteorological services or agricultural extension offices for information on the typical timing of the rainy season in your region.

Soil moisture: Ensure that the soil has enough moisture to support seed germination and early plant growth. This can be assessed by checking the soil's moisture content and ensuring that it is suitable for seed establishment."
what is root rot disease.," This is a fungal disease that causes the roots of the cassava plant to rot, leading to stunted growth and reduced yield"
how can the information collected for precision agriculture used?,make more informed decisions about planting and harvesting
define what GMO is?,"GMOs are crops that have been genetically modified to enhance their resistance to pests and diseases, as well as to improve their nutritional value and other characteristics"
what does a hand represents in a horse?, 4 inches
what are some of the challenges in growing apples?,"� Apple seedlings are imported and costly
� Birds and thieves are giving many farmers sleepless nights.
� Few areas are favourable for Apple Growing
� High competition with imported apples
Market"
Some maize varieties are more adapted to greenhouse growing conditions. which one are those?,"shorter, bushier varieties"
what factors should be considered to determine the exact number of cuttings needed for your specific planting,"The spacing between cassava plants can vary depending on the desired plant density and the specific variety being grown. Common spacing ranges from 1 meter by 1 meter to 1.2 meters by 1.2 meters. Calculate the number of plants per hectare based on the chosen spacing.

Planting method: Cassava can be planted directly in the field using single-stem cuttings or multiple-node stem cuttings. The number of cuttings required may vary depending on the planting method and the length of the cuttings."
what is crop protection?," Crop protection refers to the various methods used to protect crops from pests, diseases, and other threats"
which types of crops are used to retain and recycle soil nitrogen already present.,catch crops
what important role does agriculture play?,feeding the growing population.
can educating farmers help improve productivity?,Educating farmers on the best practices for growing maize can help to improve their productivity and increase the yield of local maize breeds.
what is the recommended spacing for long 1.,spaced by 75x30cm with a seed rate of 25kg/ha
how is  shifting cultivation done?," a small area of forest is cleared by cutting and burning the trees. The cleared land is used for growing crops for a few years until the soil becomes too infertile, and the area is abandoned. Another patch of land is selected and the process is repeated"
what is FDA,Food and Drug Administration
how are pesticides applied to crops.,"by agricultural aircraft, tractor-mounted crop sprayers, aerial spray by modern aircraft or as seed dressings to control pests."
why is it important in agriculture?,It is an essential aspect of agriculture that plays a crucial role in ensuring sustainable crop yields and protecting the environment.
name different ways of planting cassava.," single stem planting, stake planting, or mounding"
how can proper sanitation be used to control root rot.,"Infected plant debris should be removed from the field, and tools and equipment should be disinfected to prevent the spread of root rot."
how is biological pest control done?,involves the introduction of natural enemies of the pest that are bred in the laboratory and released into the environment.
Why do horses sleep standing up?,"Their legs can lock in place, enabling them to fall asleep without falling over. Because they are prey animals, horses often do not feel comfortable sleeping on the ground, and most of their sleeping is done during the day rather than at night when predators are out hunting. Horses have straight backs, so they cannot get up quickly."
define genetic engineering.,This involves inserting genes from other organisms into maize plants to create new varieties with desirable traits such as resistance to pests or diseases.
how is threshing done for bean crops?,manually or by using machines such as threshers or combines
what is Field inspection.,"An inspection of a seed field for carrying out checks to ascertain correct crop rotation,
isolation, rouging, weeding or compliance to seed quality standards"
can crop rotation control CAD in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
What is Consumptive water use?,is the term that describes water used and not returned to the original source. 
does NAROCASS 1 grow in northern Uganda?,"This variety is recommended for the northern regions of Uganda, such as Gulu and Kitgum"
name one chemical pesticides that can be applied to control termides.,termiticides
"which synthetic substances allowed in organic production.
",Chlorine and hydrogen peroxide
what is the importance of chlorophyll.,is necessary for photosynthesis and plant growth.
How long does cassava takes to mature.," It takes between 8 to 18 months to mature, depending on the variety"
why is it advisable or recommended to conduct a soil test before fertilizer application.,to determine the soil nutrient levels and to calculate the appropriate fertilizer application rate
"Adjumani district, why does farmers preferred cassava stem cuttings than it's seeds","Higher yield potential: Cassava propagated through stem cuttings can produce higher yields compared to seed propagation. The stem cuttings produce a clone of the parent plant, which ensures that the resulting plants will have similar characteristics and yield potential."
how can conduct a simple test to check the authenticity of the agrochemical.,"For example, you can mix a small amount of the product with water and observe how it dissolves. Fake products often leave residues or do not dissolve properly.
"
what does Cutworms  feed on.,"These caterpillars feed on the stem of young bean plants, cutting them off at ground level and causing wilting and death of the plant."
Which disease make maize leaves to turn yellow,Maize chlorotic mottle virus:
name ways farmers can increase soil fertility without using artificial fertilizers.,"Crop rotation: By alternating the types of crops grown in a particular field, the soil can retain nutrients and prevent depletion of specific nutrients."
name any mechanical scarification techniques that can be done.,"rubbing the seed coat with sandpaper, or by soaking the seed in hot water"
which region in African has the armyworm,Sahara
what is a major source of greenhouse gas emissions,Animal husbandry
which plant nutrient helps in formation of chlorophyll . , magnesium (Mg)
name any mechanical scarification techniques that can be done.,"rubbing the seed coat with sandpaper, or by soaking the seed in hot water"
Livestock needs appropriate housing to protect them ,from extreme weather conditions and provides adequate space for them to move around
what is the ideal storage temperature for beans?, between 10-15�C
what is mound planting.,Mound planting involves creating mounds or hills by heaping soil around the base of the cassava stem
which tool can be used to cut cassava stems.,machete 
what is mechanical planting?,"involves the use of machines to plant cassava stem cuttings, which saves time and labor compared to manual planting."
which variety is known for its high starch content and good processing qualities.,M Col 22
which maize varieties are commonly available in East Africa.,"longe 1, longe 2H, longe 4, longe 5H, longe 2H."
how can climate affect soil fertility.,"Temperature, rainfall, and other weather factors can affect the rate of nutrient release from fertilizers and the growth and development of crops. For example, high temperatures and low rainfall can lead to rapid nutrient leaching and reduced nutrient availability, while cool temperatures and adequate rainfall can promote nutrient uptake and plant growth"
what is High fructose corn syrup,is a common sweetener in sodas and drinks
what kinds of seeds should be used when planting cassava.,High-quality and disease-free planting materials
how can artificial fertilizers conserve soil,"Synthetic fertilizers provide essential nutrients to plants in a readily available form. When used correctly and in appropriate amounts, they can enhance plant growth and productivity. This can indirectly contribute to soil conservation by promoting healthy plant growth, which can lead to better root development and soil structure."
"I was told that for quickly germination of maize seeds, it needs first to be shocked in water before planting, is that true?","No, it is not necessary to shock maize seeds in water before planting for quicker germination. Maize seeds generally do not require pre-soaking before planting. They are capable of germinating under favorable soil conditions without any pre-treatment."
Suggest the disadvantages of sandy  soil,"Poor water-holding capacity: Sandy soils have a low water-holding capacity, which means that they require more frequent irrigation and may not be suitable for crops that require consistent soil moisture.
Low nutrient retention: Sandy soils have low nutrient retention capacity, which can lead to leaching of nutrients and require more frequent application of fertilizers and organic matter.
Low organic matter content: Sandy soils are often low in organic matter, which can lead to soil erosion and reduced soil fertility.
Susceptible to erosion: Sandy soils are prone to erosion by wind and water, which can lead to soil degradation and loss of topsoil."
why do cassava propagated through stem cuttings matures faster compared to seed propagation.,This is because the stem cuttings already have a head start in development and can quickly establish roots and start growing.
Poor irrigation leads to?,"waterlogging, soil salinization, and other negative environmental consequences."
what is the other name of Couch grass.,Bermuda grass
what is monoculture.,one cultivar is planted on a large acreage
what are Calcium-based fertilizers?,"Fertilizers that are high in calcium, such as calcium nitrate or calcium carbonate, can help improve soil structure and water-holding capacity. Calcium helps flocculate clay particles in the soil, creating larger pore spaces and improving drainage."
how can a farmer identify root rot in cassava plant.,"yellowing of leaves, wilting, and stunting of plant growth"
why does the use of herbicides requires proper training and application.,to avoid damage to the cassava plants and the environment
Which agricultural method can be used to improve on soil fertility,incorporating cover crops that add organic matter to the soil
how does high humidity causes beans pod to have water.," In regions with high humidity, moisture in the air can condense on the bean pods, causing them to appear water-filled. This is more common in areas with poor airflow or where plants are grown in dense canopies."
how can I apply fertilizers.,"broadcasting, banding, and side-dressing"
what are other reasons  why crops are sprayed,"to prevent rats, mice, and insects from contaminating foods while they are being stored"
what is GMO in full.,Genetically modified organisms
why is it advisable to combine both compost and farmyard manure.,farmers can maximize the benefits of both organic amendments and address a wider range of soil nutrient and organic matter requirements
What spacing is recommended for cassava planting?,"The recommended spacing for cassava planting can vary depending on several factors, including the variety of cassava, soil fertility, and intended use of the crop. However, a common spacing for cassava is between 1 meter to 1.5 meters between rows and 0.8 meters to 1 meter between plants within a row."
which maize variety is resistant to crop pest and diseases.,"CIMMYT (International Maize and Wheat Improvement Center) hybrids: CIMMYT develops and releases several maize hybrids that have shown resistance to pests and diseases in various regions.

DKC (Dekalb) hybrids: Dekalb is a well-known seed company that offers a range of maize hybrids with resistance to specific pests and diseases.

Pannar hybrids: Pannar is another seed company that offers maize hybrids with resistance to various pests and diseases."
what is Tillage.," is the practice of breaking up the soil with tools such as the plow or harrow to prepare for planting, for nutrient incorporation, or for pest control."
how can farmers deal with cassava dry out through water stress management.," Adequate irrigation, especially during dry periods, can help to prevent premature drying of cassava plants."
