question,answers
what is the use  autonomous crop robots.,harvest and seed crops
Livestock needs appropriate housing to protect them ,from extreme weather conditions and provides adequate space for them to move around
do some people experience digestives issues after consuming food with preservatives.,"Some people may experience digestive issues, such as bloating, gas, and diarrhea, after consuming foods containing preservatives. This may be due to the fact that some preservatives, such as sorbic acid and benzoic acid, can irritate the lining of the digestive tract."
why do beans need to be intercropped with groundnuts and other legumes.,"roundnuts fix nitrogen in the soil, which can benefit the growth of other crops. Groundnuts can also provide a support structure for climbing beans."
why is compost manure important.,"Compost enhances soil fertility, promotes microbial activity, and improves soil structure and nutrient retention."
why are maize varieties genetically modified., to tolerate glyphosate or to provide protection against natural pests
"which nutrient  is important for root development, flowering, and fruiting.",Phosphorus 
Can maize grow in relatively rocky soils?,"Soil drainage: Ensure that the rocky soil has adequate drainage to prevent waterlogging, as excessive water retention can negatively impact maize growth. Rocky soils with good drainage can be suitable for maize cultivation.

Nutrient availability: Rocky soils may have lower nutrient content and limited organic matter. It's important to conduct a soil test to assess the nutrient levels and pH of the soil. Based on the test results, appropriate fertilizer and soil amendment recommendations can be made to provide the necessary nutrients for maize growth."
which nutrients are present in farmyard manure.,"nitrogen, phosphorus, and potassium,"
Name regions in which Pastoralism is practised.,"arid and semi-arid regions of Sahara, Central Asia and some parts of India."
name any mechanical scarification techniques that can be done.,"rubbing the seed coat with sandpaper, or by soaking the seed in hot water"
Is the primary focus of the USDA agricultural programs?,"7% of the total USDA budget. Rural development, research, food safety, marketing and regulatory, and departmental management accounts for 6% of the budget"
which region has adopted automatic milking system.,Northern Europe
Name the crops that can be successfully grown in sandy soil,"Sweet potatoes
Carrots
Peppers
Tomatoes
Watermelons
Pineapples
Cucumbers
Okra"
What characteristics should a good crop store have to prevent pest,"Good ventilation: Proper air circulation is crucial to prevent the buildup of moisture, which can attract pests like molds, mites, and insects. The store should have vents or fans to allow fresh air to enter and stale air to exit.

Dryness: Most pests prefer humid conditions, so a dry store is less attractive to them. The store should be free from leaks, and the walls and floor should be made of materials that do not absorb moisture.

Cleanliness: A clean store reduces the likelihood of pest infestation. Any spilled grain or produce should be promptly cleaned up, and the store should be regularly swept and sanitized.

Pest monitoring: Regular inspection of stored crops is essential to detect any signs of pest infestation early. Traps or baits can be used to monitor and control pests.

Pest control: If pests are detected, appropriate control measures should be taken immediately. This can include the use of insecticides, fumigation, or physical removal of infested crops.

Proper storage containers: Crops should be stored in appropriate containers, such as airtight containers, to prevent pests from entering. The containers should be made of materials that do not release harmful chemicals or odors that can affect the quality of the stored crops.

Proper storage location: The store should be located away from sources of pests, such as animal pens or garbage dumps. Additionally, the store should be located in an area that is accessible for regular monitoring and maintenance."
why do farmers intercrop maize with cassava.,"Maize can be intercropped with cassava to provide a complementary source of food and income. Cassava can help to suppress weeds and reduce soil erosion, while maize provides a higher yield per unit area."
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
name the important categories of food crops.,"cereals, legumes, forage, fruits and vegetables"
what is GMO in full.,Genetically modified organisms
what is the soil PH for blueberries., between 4.0 and 5.0
"Any maize markets out there?
",Nakasero Market
name one chemical pesticides that can be applied to control termides.,termiticides
"which synthetic substances allowed in organic production.
",Chlorine and hydrogen peroxide
what is the approximate amount of Global agricultural production of wood.,4 billion
name other ways a farmer can use to control CBSD.,Planting resistant varieties
why is seed priming done.,to enhance germination and early seedling growth.
what is incubation period for steak disease.,10 to 14 days after infection
Which places should be avoided when collecting soil sample,"Near buildings or infrastructure: Soil near buildings, roads, driveways, or other structures may contain contaminants such as chemicals, heavy metals, or pollutants that can affect the soil composition and fertility.
"
how can you control mealybug biologically?,introduction of natural enemies of the mealybug
where is Intensive farming practiced.,mainly in developed countries
what support structures do climbing beans require for their growth through to harvesting., poles or trellises
What are some of the methods that farmers in Uganda use to control armyworms?,"early detection, biological control, chemical control, crop rotation, and cultural control"
what is the long term control measures for the cassava diseases.,using disease-resistant cassava varieties
what the several challenges facing cassava production.,"pests and diseases, low yields, and limited access to markets and processing facilities"
Which U.S. states are the biggest farm states?,California 
name one crop planted by using a seed drill.,corn
how can farmers improve soil fertility of a clay soil.,"Improve drainage: Incorporate organic matter, such as compost or well-rotted manure, into the soil to improve its structure and drainage capacity.

Amend the soil: Add sand or other coarse materials to clay soil to improve its texture and increase its drainage ability.

Implement proper tillage practices: Avoid over-tilling or working the soil when it is too wet, as this can lead to compaction. Use appropriate tillage techniques to break up compacted soil layers and improve root penetration.

Apply organic matter: Regularly add organic matter, such as compost or cover crops, to the soil to enhance its fertility, structure, and water-holding capacity.

Practice crop rotation: Rotate maize with other crops that have different root structures and nutrient requirements to help break up compacted soil and reduce the risk of soil-borne diseases."
Which fertilizers is applied to crops in 4-6 weeks after germination to promote rapid growth,"In the 4-6 weeks after germination, crops can benefit from the application of nitrogen-rich fertilizers to promote rapid growth. Nitrogen is an essential nutrient for plant growth and is often required in higher amounts during the early stages of development"
how was harvesting done before the evolution of machinery?,Gathering and removing mature plants from the field had to be done by hand
what are Water-absorbing polymers,"These are synthetic materials that can absorb and retain large amounts of water, releasing it slowly to plant roots. They can be added to soil or mixed with fertilizer, and can help reduce watering frequency and improve plant survival during drought conditions."
name examples of cover crops.,"Secale cereale (rye), Vicia villosa (hairy vetch), Trifolium pratense (red clover), Sorghum bicolor (sorghum-sudangrass), and species in the family Brassicaceae, particularly mustards"
what is the right spacing for beans when plantimg?,about 2-4 inches apart
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
why does Propagating  cassava through stems very easy.,stem cuttings is relatively easy and requires minimal technical knowledge. Farmers can easily obtain stem cuttings from healthy cassava plants and plant them in their fields
name examples of fungicide that can be used to spray beans affected by hailstorm?,"Mancozeb, Copper oxychloride, and Propiconazole."
what is Pastoralism.,"involves managing domesticated animals. In nomadic pastoralism, herds of livestock are moved from place to place in search of pasture, fodder, and water"
how can a farmer control pest and disease.,use of resistant varieties
why should farmers replace old seed during planting.,"using old seeds can result in poor germination rates, uneven plant growth, and reduced resistance to environmental stressors such as drought, pests, and diseases."
what is Spinosad pesticide.,"Spinosad is a natural pesticide derived from the fermentation of a soil bacterium. It is effective against a wide range of insect pests, including bean beetles, leafminers, and thrips. Spinosad works by disrupting the nervous system of insect pests, leading to paralysis and death."
which crop disease cause yellowing in beans plants., bacterial blight and aphids
Is it late to plant maize in this mid September.,"The optimal planting time for maize varies depending on the specific region and climate conditions. In general, maize is typically planted during the spring season when temperatures are warm and frost is no longer a concern.

Planting maize in mid-September may be considered late in many regions, especially if you are in a location where winters or cool temperatures arrive early. Late planting can result in several challenges, including reduced yields and increased risk of crop damage from frost or cold weather.
"
name regions where irrigation is applicable.,regions with low rainfall or unreliable water sources
name any one planting method that is suitable for large scale farmers.,Mechanical planting of cassava
name districts in the West Nile Region that are susceptible to drought.,"Adjumani, Arua, Koboko, Maracha, Moyo, Nebbi, Pakwach, and Yumbe"
What are the potential crop losses due to armyworm infestation?," Its infestation can lead to yield losses of up to 50% and, in some cases, total crop failure"
Is agriculture a luxury or a matter of national security?,American agriculture is a matter of national security
Name the various activities done during crop cultivation.,"land preparation, planting, weed and pest control, fertilization, irrigation, harvesting, and storage"
What are Community seed banks,Community seed banks are local repositories of seeds and cuttings that are adapted to the local environment. These seed banks are often managed by farmers themselves and can be a good source of quality seeds and cuttings.
how can a farmer manage cassava whitefly infestations.," regularly monitor the crop for signs of infestation, including the presence of whiteflies and the appearance of honeydew on the leaves."
why are fertilizers used in farming?, to improve the growth and quality of crops
How can agronomist overcome problems due to persistent use of fertilizers? ,"Regular soil testing helps determine the nutrient levels in the soil and allows for tailored fertilizer recommendations. Agronomists can assess the nutrient needs of specific crops and apply fertilizers accordingly, avoiding over-application. This helps maintain nutrient balance and prevents nutrient imbalances or excesses."
explain how over grazing destroy soil nutrients.,"Overgrazing by livestock can lead to soil compaction, erosion, and loss of soil organic matter, which are all detrimental to soil fertility."
which continents are cassava  referred to as an important source of food and income for millions of people.,"Africa, Asia, and Latin America"
How long can I replant the beans.,"Beans can be replanted in subsequent growing seasons as long as the seeds are viable and suitable for planting. The viability of bean seeds can vary depending on factors such as the specific bean variety, storage conditions, and seed quality. It is generally recommended to use fresh, high-quality seeds for optimal germination and plant performance."
what is the percentage of land degradation worldwide.,24%
how long should you boil maize to retain protein nutrients.,"To retain the protein content, maize grains should be boiled for 30 to 45 minutes."
What does the label on my egg carton mean?,Omega?3 Enriched: Ingredients like flaxseed and fish oils are added to hen�s diets to increase omega?3 content. � Organic: Hens are not in cages and are raised according to the USDA�s National Organic Program guidelines � Free?range: Hens are raised with access to the outdoors. � Cage?free: Hens are allowed to roam in open areas
how can pest and diseases be managed in maize plants? ,"use of chemical or organic pesticides and fungicides, as well as proper crop rotation to reduce the risk of infection"
Farmers always ask for the reason why nitrogenous fertilizer are only top dress,"Nitrogen uptake timing: Nitrogen is an essential nutrient for plant growth and is necessary for various physiological processes, including leaf and stem development. However, nitrogen is a highly mobile nutrient in the soil and can easily leach or wash away if applied too early in the growing season. Therefore, to ensure that the plants have an adequate and readily available nitrogen supply during their active growth phase, nitrogenous fertilizers are often applied as top dressing when the plants are well-established.

Crop demand for nitrogen: Many crops, including maize, have a high demand for nitrogen during their vegetative growth stage. By applying nitrogenous fertilizers as top dressing during this period, it helps meet the crop's nutrient requirements when they need it the most. This timing allows for optimal nitrogen utilization by the plants and promotes vigorous vegetative growth.

Minimizing nitrogen losses: By applying nitrogenous fertilizers as top dressing, farmers can better manage and minimize nitrogen losses from leaching or volatilization. Top dressing allows for a more targeted application directly to the root zone, reducing the risk of nutrient runoff or wastage. It also ensures that the nitrogen remains available to the plants when they require it, improving nutrient efficiency and minimizing environmental impacts."
Farmers are focused on conserving water for several reasons,1) Farmers know water wasted could mean a lack of the resource for future crops. 2) Water is expensive. Water wasted is money lost. 3) Farmers are cultivators. They use precise technology to know exactly how much water a plant needs to grow. Too much could mean poor production. 4) Many farmers rely on Mother Nature for water.
Do the use of artificial fertilizers degrade the soil? ," Artificial fertilizers primarily provide nutrients without adding organic matter to the soil. This can lead to a decrease in organic matter content over time, affecting soil structure, water-holding capacity, and nutrient cycling."
How many pounds of grain does it take to produce 1 pound of beef?,2.5 pounds
Does my food price go up because farmers want to make more money?,"When you see an increase in price at the grocery story, don�t assume it�s going into the pocket of your local farmers"
what are some of the  preventive measures for managing CMD,"planting virus-free or resistant cassava varieties, practicing good field sanitation, and controlling whitefly populations through integrated pest management strategies. Early detection and removal of infected plants can also help prevent the spread of the disease within a field or area."
what is crop protection?," Crop protection refers to the various methods used to protect crops from pests, diseases, and other threats"
what does NPK stands for.,"(nitrogen, phosphorus, and potassium"
what is the required depth of planting cassava.,about 5 to 7 centimeters
name the two common types of cassava beetle.,African cassava beetle and the South American cassava beetle
What is the ideal planting density for maize?,"The ideal planting density for maize can vary depending on the specific climate and soil conditions. In general, a planting density of around 70,000 to 80,000 plants per hectare is recommended for optimal yield. However, the ideal density may vary depending on factors such as the variety of maize being planted and the availability of water and nutrients"
what causes Cassava mosaic disease,"Cassava mosaic disease (CMD) is caused by several species of single-stranded DNA viruses in the genus Begomovirus, family Geminiviridae."
"During  Food Supply Continuum, what processes are included inside pre-harvest phase.","the producer or farmer, transportation of the product, and marketing of the product"
What is the importance of the storage organs to plants,"Storage organs, such as tubers, bulbs, and rhizomes, act as reservoirs for storing nutrients. These organs accumulate and store carbohydrates, proteins, and other essential nutrients during periods of active growth. The stored nutrients can be utilized by the plant during periods of dormancy, unfavorable conditions, or for supporting new growth."
which nutrient is leguminous crops high in?,nitrogen 
name the types of irrigation.,"flood, furrow, drip, and sprinkler irrigation"
Commonly used nitrogen-rich fertilizers for top-dressing maize include?,urea and ammonium sulfate
why is forest  pests control difficult.,because it is not easy to access the canopy and monitor pest populations
what type of fertilizers are made from chemical?,synthetic fertilizers
what is the duration of NARO 1 maize variety for maturity.,75 to 90 days after planting
which bean variety is very adoptable to different growing conditions.,Canadian Wonder
name the types of irrigation.,"flood, furrow, drip, and sprinkler irrigation"
how can rainfall increase water quality.," improve water quality by replenishing rivers, streams, and groundwater supplies"
which countries import  maize from Uganda.,"Kenya, Rwanda and Burundi."
what are principal factors of soil quality.,"soil salination, pH, microorganism balance and the prevention of soil contamination"
Why do horses sleep standing up?,"Their legs can lock in place, enabling them to fall asleep without falling over. Because they are prey animals, horses often do not feel comfortable sleeping on the ground, and most of their sleeping is done during the day rather than at night when predators are out hunting. Horses have straight backs, so they cannot get up quickly."
how is low-till farming done?,"In low-till, fields are covered once, maybe twice, with a tillage implement either ahead of crop planting or after the previous harvest. The fields are planted and fertilized. Weeds are controlled through the use of herbicides, and no cultivation tillage is done during the growing season."
which other techniques can help preserve quality of beans?,The use of hermetic storage bags or containers
what is the most popular crop in midwest?,Soybeans 
give two cultural crop protection practices.,crop rotation and intercropping.
what is the optimal temperature and humidity in the greenhouse suitable for maize plants., maize plants require warm temperatures and high humidity for optimal growth
how can farmers control pest.,"To control these pests, farmers can adopt several practices, including using resistant bean varieties, planting at the right time, practicing crop rotation, using natural predators and parasitoids, and applying pesticides when necessary"
