question,answers
what type of fertilizers are made from chemical?,synthetic fertilizers
give examples of Potassium Fertilizers.,potassium chloride and potassium sulphate
which nutrients do beans require for their growth.,"Beans require adequate levels of nitrogen, phosphorus, and potassium"
why should farmers implement waste management strategies.,Livestock produce a significant amount of waste that can be harmful to the environment if not managed properly.
which diseases can be spread by whiteflies?,"The whiteflies can spread viruses such as CMD and CBSD, which can cause significant losses for farmers."
name the various pest and diseases that can affect cassava plants.,"mealybugs, whiteflies, cassava mosaic disease, and cassava brown streak disease"
what are Single nutrient fertilizers., supply 1 or 2 of these nutrients.
Apart from naro where else can we get access to quality seeds/cuttings?,Agricultural research organizations
What are the effects of reliable rain fall,"improved crop yields, better soil health, enhanced biodiversity, reduced risk of drought, and improved water quality."
Which agricultural method can be used to improve on soil fertility,fertilizer applications
what biological method can a farmer use to control cassava whitefly.,"introduction of natural enemies of the whitefly,"
How does farming and ranching impact wildlife habitat?," Farmers and ranchers value wildlife conservation and are working hard to improve habitat, while providing food, fiber and fuel to a growing population."
what is a major source of greenhouse gas emissions,Animal husbandry
whats the botanical name of african armyworm,Spodoptera exempta
What is Consumptive water use?,is the term that describes water used and not returned to the original source. 
how does Nutrient deficiencies lead to cassava drying out before maturity.,"Cassava plants require adequate levels of nutrients, especially nitrogen, phosphorus, and potassium, to grow and mature properly. Nutrient deficiencies can cause the plants to dry out and die prematurely"
name one way of controlling Cassava Brown Steak Disease.,Use of clean planting material
what does NPK stands for.,"(nitrogen, phosphorus, and potassium"
Are there some CBB resistant crops?, Some cassava varieties have been developed that are resistant to CBB
Maize flour obtained after starch extraction is commonly referred as?,"""maize meal"" or ""corn meal,"""
what is pest management?,Pest management is the practice of controlling pests and diseases that can damage crops
which nutrient is essential for the production of chlorophyll.,Nitrogen 
how do you space maize when planting.,when spacing maize it may solely depend on the variety of the maize taken up and or if an intercropping pattern is used on the maize field
Can the world support more vegetarians than meat eaters?,"Unfortunately, the answer is not as simple as a mere calculation"
"which pest feed on the sap of the bean plant, causing stunting and distortion of the leaves",Bean aphids (Aphis fabae)
what is the impact of Intensive tillage.,"Intensive tillage can disrupt soil structure, reduce soil organic matter, and increase soil erosion, which can all lead to reduced soil fertility over time."
when do primary outbreaks occurs?,"occur with relatively inconspicuous, low-density populations that can survive without frequent rainfal"
how can farmers deal with cassava dry out through water stress management.," Adequate irrigation, especially during dry periods, can help to prevent premature drying of cassava plants."
name one Glyphosate-based herbicides that can be used to control Couch grass in cassava garden.,Roundup
