question,answers
how do you space maize when planting.,when spacing maize it may solely depend on the variety of the maize taken up and or if an intercropping pattern is used on the maize field
what is the recommended spacing for long 1.,spaced by 75x30cm with a seed rate of 25kg/ha
how is long 2H spaced.,is given a spacing of 75x30m with a seed rate of 25kg/ha so does other varieties.
which type of farmers perform manual weeding.,small-scale cassava farms
what is the required PH for cassava growth.,pH of 5.5-6.5
what are the ecological requirements for cassava growth.,"warm temperatures, regular rainfall, well-drained fertile soils, full sunlight, high humidity, and grows best at lower elevations"
what is the minimum soil depth required for growing cassava,30 cm
why is cassava referred to as a short-day plant?,it requires a certain amount of darkness to initiate flowering
what is the required humidity for cassava growth.,ranging from 70% to 90%
"which crop can be grown at elevations up to 2,000 meters above sea level, but it grows best at lower elevations.",Cassava 
which continents are cassava  referred to as an important source of food and income for millions of people.,"Africa, Asia, and Latin America"
why cassava widely grown?,its ability to thrive in poor soils and withstand drought
which nutrients can we get from cassava roots.,"The root is rich in carbohydrates and contains essential nutrients such as iron, calcium, and vitamin C."
"name the processes in cassava growing,","land preparation, planting, weeding, harvesting, and processing"
How long does cassava takes to mature.," It takes between 8 to 18 months to mature, depending on the variety"
How are the toxic cyanide compounds removed from harvested cassava. ,"boiling, baking, and drying"
what the several challenges facing cassava production.,"pests and diseases, low yields, and limited access to markets and processing facilities"
What is the organic name for cassava.,Manihot esculenta
which cassava variety is grown in Brasil?,BRS Kiriris
which cassava variety was developed by the International Institute of Tropical Agriculture (IITA) and is popular in many African countries.,TME 419
why do farmers prefer TME 419 variety.,It has good yield potential and is resistant to cassava mosaic disease and cassava brown streak disease.
which cassava variety is mainly grown in Thailand.,M Col 22
which variety is known for its high starch content and good processing qualities.,M Col 22
name the variety grown in kenya.,KU50
is TMS 30572 cassava variety popular in nigeria?,2177
"which variety is grown in Colombia and is known for its high yield potential, disease resistance, and good processing qualities.",COCU 001
Is uganda among the largest cassava producers in Africa?,Certainly
which other variety is developed by NARO and has good yield potential and is resistant to cassava mosaic disease and cassava brown streak disease,NAROCASS 2
which variety is popular in north and tolerant to drought.,Albert
name the pre-cultivation requirements are important for ensuring a healthy and high-yielding cassava crop.,"Proper land preparation, seed selection, and pest and disease control are critical for successful cassava production"
what depth should the cassava garden be ploughed to.,at least 25 cm
what kinds of seeds should be used when planting cassava.,High-quality and disease-free planting materials
name different ways of planting cassava.," single stem planting, stake planting, or mounding"
what is the best spacing for cassava.,a distance of 1-1.5 meters between rows and 0.75-1 meter between plants
how can a farmer control pest and disease.,use of resistant varieties
name the various pest and diseases that can affect cassava plants.,"mealybugs, whiteflies, cassava mosaic disease, and cassava brown streak disease"
why should the garden be harrowed after ploughing.,to break down any large clumps and create a fine tilth for planting
what is the ridges or furrows dimensions to be created.,30 cm high and 60 cm wide
what is the distance of the furrows to be formed for cassava plants.,1-1.5 meters between rows
why do farmers apply manure.,to improve soil fertility and moisture retention.
why should the ridges be labelled?, to ensure uniform planting depth and spacing
why should farmers ensure proper land preparation before planting cassava.,for ensuring a healthy and high-yielding cassava crop
How is cassava planted using single stem method.," In this method, cassava stems are planted directly into the soil at a spacing of 1-1.5 meters between rows and 0.75-1 meter between plants"
what is the advantages of single stem planting method.,This method is easy and requires less labor and is suitable for small-scale farmers with limited resources
name one demerits of single stem planting method.,it has a lower yield potential than other methods
how is stake planting done?,"In stake planting, cassava stems are first planted in a nursery bed and allowed to develop roots before being transplanted to the main field"
why do farmers don not like stake method of planting.,it requires more labor and resources to establish the nursery bed
what is the advantages of stake planting., method ensures uniformity in plant size and reduces the risk of diseases and pests
what is mound planting.,Mound planting involves creating mounds or hills by heaping soil around the base of the cassava stem
why should you use mound planting.,"method ensures good soil drainage, which is essential for cassava growth. It also helps to reduce soil erosion and increases yields"
which crops can be grown together with cassava.,"beans, maize, or vegetables"
How is intercropping helpful in cassava production.,This helps to maximize land use and improve soil fertility
what is manual weeding., involves using hand tools such as hoes or machetes to manually remove weeds around the cassava plants.
which type of weed control involves the use of herbicides to control weeds in the cassava field,Chemical weed control
why does the use of herbicides requires proper training and application.,to avoid damage to the cassava plants and the environment
what is mulching.,covering the soil around the cassava plants with a layer of organic material such as leaves or straw.
why is mulching important.,"Mulching helps to suppress weed growth, retain soil moisture, and improve soil fertility"
what is inter-cropping.,This involves planting other crops between the cassava rows to help suppress weed growth
what is crop rotation.,This involves rotating cassava with other crops such as maize or soybean to help control weeds
why are cover crops used in cassava cultivation.,to suppress weed growth and improve soil fertility.
name any example of cover crops that can be grown together with cassava.,mucuna or velvet beans
what activities are necessary for ensuring healthy and high-yielding cassava crops.," Regular weeding, fertilization, and pest and disease control measures"
why should you cassava plant regularly.,to ensure that the cassava plants have enough nutrients and sunlight to grow
how long should the cassava stem be cut?,20-30 cm long
what is the ideal spacing between cassava stems.,about 75-100 cm
how long does the cassava plant takes to mature.," between 9-24 months after planting, depending on the variety and the intended use of the crop"
which tool can be used to cut cassava stems.,machete 
how can you tell a cassava plant is mature.,"The leaves of mature cassava plants begin to yellow and fall off, and the lower stems of the plant become woody."
what is mechanical planting?,"involves the use of machines to plant cassava stem cuttings, which saves time and labor compared to manual planting."
what are used to mark rows when planting cassava., stakes and a string 
name any one planting method that is suitable for large scale farmers.,Mechanical planting of cassava
what is the botanical name for Cassava green mite.,Mononychellus tanajoa
which environmental condition does the Cassava green mite have.,hot and dry conditions
what is the estimated number of eggs a cassava green mite can lay?,50 eggs in her lifetime
