question,answers
"which pest feeds on the leaves and stems of cassava, causing defoliation and reduced yield",Cassava beetle
"which control method employs the use of beneficial insects like ladybugs or lacewings, or the release of whitefly-specific parasites or predators.",Biological contro
name different ways of planting cassava.," single stem planting, stake planting, or mounding"
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
name some control measures for cutworms.," use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
Can and urea what is suitable for top dressing in maize?,"Yes, both CAN (Calcium Ammonium Nitrate) and Urea are suitable for top dressing in maize. Both are nitrogen fertilizers that can provide the crop with the essential nutrients needed for growth and development."
which crops can be intercropped with cassava to help attract natural predators of cassava beetles., legumes or grasses
Livestock needs appropriate housing to protect them ,from extreme weather conditions and provides adequate space for them to move around
what are Glueboards  used for?,for monitoring cockroaches and to catch rodents.
why do farmers intercrop maize with cassava.,"Maize can be intercropped with cassava to provide a complementary source of food and income. Cassava can help to suppress weeds and reduce soil erosion, while maize provides a higher yield per unit area."
what processes are involved during harvest phase of  Food Supply Continuum,"harvesting the meat, fruit, vegetable or food product and processing it into a usable form"
which diseases can be spread by whiteflies?,"The whiteflies can spread viruses such as CMD and CBSD, which can cause significant losses for farmers."
"which pest feeds on the leaves and stems of cassava, causing defoliation and reduced yield",Cassava beetle
name examples of cover crops.,"Secale cereale (rye), Vicia villosa (hairy vetch), Trifolium pratense (red clover), Sorghum bicolor (sorghum-sudangrass), and species in the family Brassicaceae, particularly mustards"
what percentage does the production of animal food produce to Green House Emission.,57%
name any Environmental issues.,"depletion of aquifers, deforestation, antibiotic resistance"
what are the causes of soil degradation?,"erosion, compaction, and nutrient depletion"
what is isolation.,"A minimum separation distance required in a seed multiplication field in order to prevent
contamination by physical mixtures or disease vectors"
any other way soil nutrients can be lost?,Monoculture
which tools are used by farmers to gather information to help automate input application.,drones
why should farmers replace old seed during planting.,"using old seeds can result in poor germination rates, uneven plant growth, and reduced resistance to environmental stressors such as drought, pests, and diseases."
Where can we farmers get the beans seeds with iron content?,Look for seed suppliers that specialize in breeding and supplying seeds with higher iron content. You can search online for seed suppliers in your area or contact your local agricultural extension office for recommendations.
what is Land transformation.,the use of land to yield goods and services
name some control measures for cutworms.," use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
can human activity spread bacterial blight in the cassava field?, People working in cassava fields can inadvertently spread the disease through contact with infected plants or contaminated soil.
which vegetables can be intercropped with cassava. ,"Vegetables such as okra, pumpkin, and amaranth"
How can Rogueing be used to control CBSD.,Infected plants should be identified and removed from the field to prevent the disease from spreading
What is crop cultivation?," is the practice of growing crops for food, fiber, or fuel"
what causes cassava root rot., fungal and bacterial pathogens
how can microbial activity help facilitate the loosening of the upper soil layers when farmyard manure is applied.,"Farm yard manure provides a food source for soil microorganisms. These microorganisms break down the organic matter in the manure, releasing nutrients and byproducts that contribute to the formation of soil aggregates. Microbial activity also produces substances that help bind soil particles together and enhance soil stability."
why has maize production improved in Uganda.,the adoption of improved technologies by farmers.
what can be made from  milled bean flour.,"bean cakes, bean bread, and bean porridge."
which fungal disease affects cassava,Root rot
what is Field inspection.,"An inspection of a seed field for carrying out checks to ascertain correct crop rotation,
isolation, rouging, weeding or compliance to seed quality standards"
which continents are cassava  referred to as an important source of food and income for millions of people.,"Africa, Asia, and Latin America"
what is the minimum soil depth required for growing cassava,30 cm
Which common chemical is used for seed dressing,Phenylmercuric acetate
which maize variety was developed by the International Maize and Wheat Improvement Center (CIMMYT).,CML444
what is the use  autonomous crop robots.,harvest and seed crops
"apart from using insecticides, name any other ways farmers can manage beetle infestations."," planting cassava in well-drained soil, removing and destroying infested plants, and rotating crops to reduce beetle populations"
How do you call the young ones of a horse,foal
What are Community seed banks,Community seed banks are local repositories of seeds and cuttings that are adapted to the local environment. These seed banks are often managed by farmers themselves and can be a good source of quality seeds and cuttings.
