question,answers
what is the minimum soil depth required for growing cassava,30 cm
which region has adopted automatic milking system.,Northern Europe
How best can picks bags store maize grains for a long period of time?,"PICS (Purdue Improved Crop Storage) bags are specially designed storage bags that can help farmers store maize grains for a long period of time, up to 2-3 years, without using any chemicals"
how can rainfall increase water quality.," improve water quality by replenishing rivers, streams, and groundwater supplies"
what activities are necessary for ensuring healthy and high-yielding cassava crops.," Regular weeding, fertilization, and pest and disease control measures"
"which fertilizer is often used as a basal or pre-planting fertilizer, and it can also be used as a top dressing fertilizer during the growing season.",NPK 
how is Cassava Anthracnose Disease (CAD)  spread?,"CAD is spread through infected planting material, contaminated soil, and water"
"In growing Irish potatoes,row planting and use of holes, which one conserves fertilizers?",Row planting
which bean variety is suitable for areas with heavy rainfall.,Mwezi Moja
"What are some common pests and diseases that can affect beans, and how can they be managed?","Common pests include aphids, thrips, and spider mites, while diseases such as bacterial blight and rust can also affect the crop. Pest and disease management typically involves the use of chemical or organic pesticides and fungicides, as well as proper crop rotation to reduce the risk of infection"
how did seed drill helped farmres,allowed farmers to sow seeds in well-spaced rows at specific depths at a specific rate
which other measures can be put in place to ensure successful germination of cassava plants.,Pest and disease contro
which fungus causes Cassava Anthracnose Disease (CAD) .,It is caused by the fungus Colletotrichum gloeosporioides.
what is final stage in crop cultivation,Harvesting
what is the recommended spacing for long 1.,spaced by 75x30cm with a seed rate of 25kg/ha
Is beef a healthy protein option?,serving of beef provides 10 essential nutrients including vitamins B6 and B12 and about half the daily requirement of protein.
why is Integrated Pest Management used?,"to minimize the use of pesticides and other chemicals, while still effectively controlling pests and diseases."
which fertilizer is good for maize.,"Maize typically requires higher levels of nitrogen than beans and cassava, and may benefit from fertilizers such as urea, ammonium nitrate, or ammonium sulphate, which are high in nitrogen. Phosphorus is also important for maize growth, and triple superphosphate or diammonium phosphate can be used to provide this nutrient."
name one difference between  fresh and dry maize in  terms of the nutrients value.,"Fresh maize is higher in vitamins and minerals, such as vitamin C, folate, and potassium, compared to dry maize. However, dry maize is a good source of dietary fiber, protein, and complex carbohydrates."
how can a farmer manage cassava whitefly infestations.," regularly monitor the crop for signs of infestation, including the presence of whiteflies and the appearance of honeydew on the leaves."
what is crop protection?," Crop protection refers to the various methods used to protect crops from pests, diseases, and other threats"
what does Cassava Bacterial Blight causes on the cassava.,"dark brown to black spots on the leaves, stem, and root"
"which insecticides are effective against a wide range of insect pests, including aphids, thrips, and whiteflies.",spinosad and neem oil
Which agricultural method can be used to improve on soil fertility,fertilizer applications
What bean variety has early maturity  and how many days?,NARO Case 1
Maize flour obtained after starch extraction is commonly referred as?,"""maize meal"" or ""corn meal,"""
which  sector is considered as one of the most hazardous of all economic sectors by International Labour Organization.,agriculture 
what is the importance of drying seeds in relation to facilitating efficient storage and handling.," Dried seeds are easier to handle, store, and transport compared to seeds with higher moisture content. Lower moisture levels reduce the likelihood of seed clumping, mold formation, and damage during storage. Dry seeds also tend to have better flowability, making it easier to measure, package, and distribute them."
what are some of the challenges in growing apples?,"� Apple seedlings are imported and costly
� Birds and thieves are giving many farmers sleepless nights.
� Few areas are favourable for Apple Growing
� High competition with imported apples
Market"
In what ways can farmers manage maize streak disease.,"Planting resistant or tolerant maize varieties that have been developed through breeding programs.
Practicing good weed control, as certain weed species can serve as alternative hosts for the virus and leafhoppers.
Implementing integrated pest management strategies to control leafhopper populations, such as using insecticides or employing physical barriers.
Proper crop rotation and maintaining good agronomic practices to enhance plant health and reduce disease pressure.
Removing and destroying infected plants and plant debris to reduce the source of the virus.
It is essential for farmers to work closely with agricultural extension services and research institutions to access information on resistant varieties, disease management strategies, and early warning systems for maize streak disease in their specific region."
Suggest the disadvantages of sandy  soil,"Poor water-holding capacity: Sandy soils have a low water-holding capacity, which means that they require more frequent irrigation and may not be suitable for crops that require consistent soil moisture.
Low nutrient retention: Sandy soils have low nutrient retention capacity, which can lead to leaching of nutrients and require more frequent application of fertilizers and organic matter.
Low organic matter content: Sandy soils are often low in organic matter, which can lead to soil erosion and reduced soil fertility.
Susceptible to erosion: Sandy soils are prone to erosion by wind and water, which can lead to soil degradation and loss of topsoil."
which organic fertilizer is good for cassava cultivation.,compost or animal manure
which agricultural products accounted for the exports in 2019,"soybeans, beef, veal, pork, poultry and fresh and processed fruits and veggies "
"For example, if the beans are infested with bean weevils or bean fly, when is it recommended to spray?","it is recommended to apply insecticides at the early stages of plant growth, when the pests are most active"
What transmit cassava mosaic,"is primarily transmitted by whiteflies, specifically the species Bemisia tabaci"
name one way bacterial blight can be spread.,"Contaminated planting material: The bacterium can be present in infected cassava stems, which can spread the disease to healthy plants when used as planting material."
how are fungi beneficial to soil.,"hese fungi can form symbiotic relationships with plant roots, helping to improve nutrient uptake and plant growth.
"
What percentage did vitamin C in fresh broccoli dropped?, 50% within one week
Name the pest control management practices.," Chemical (pesticides), biological (biocontrol), mechanical (tillage), and cultural practices are used"
what irrigation techniques can farmers use to provide water during drought.,drip or sprinkler irrigation
what is Cassava Anthracnose Disease (CAD) .,is a fungal disease that affects cassava plants.
what other role does water play in the soil.," Water is also needed for photosynthesis, the process by which plants use sunlight to convert carbon dioxide and water into energy in the form of glucose. Without water, plants cannot produce the energy they need for growth and reproduction."
why should cassava not be stack too high.,the weight of the tubers can cause them to crush and spoil.
What are the example of bitting and chewing pest,"Caterpillars: Caterpillars are the larvae of butterflies and moths. They have strong mandibles and feed on leaves, causing defoliation. Examples include armyworms, cutworms, and corn earworms.

Beetles: Beetles have biting mouthparts and can cause damage by feeding on leaves, stems, and fruits. Examples include Colorado potato beetle, cucumber beetle, and flea beetles."
why should farmers implement waste management strategies.,Livestock produce a significant amount of waste that can be harmful to the environment if not managed properly.
