question,answers
What causes cassava seedling blight?,Xanthomonas axonopodis pv. manihotis is the pathogen that causes bacterial blight of cassava
which organic matter help improve soil fertility.,compost or well-rotted manure
"which fungal disease causes yellowing and browning of the leaves, with characteristic cigar-shaped lesions",Northern corn leaf blight
which nutrients are provided by fertilizers?," nitrogen, phosphorus, and potassium"
why is it advisable to combine both compost and farmyard manure.,farmers can maximize the benefits of both organic amendments and address a wider range of soil nutrient and organic matter requirements
which type of fertilizer helps plants resist stress and disease and improve overall plant vigor.,Potassium Fertilizers
name working animals that have been used to cultivate fields.,"horses, mules, oxen, water buffalo, camels, llamas, alpacas, donkeys, and dogs"
what are Synthetic fertilizers?,are typically made from chemicals and minerals and are designed to provide plants with specific nutrients
"What size should cassava stem be for planting?

",between 25 to 30 centimeters in length
what is common cause of fatal agricultural injuries in developed countries., tractor rollovers
how can sun drying helps control pest in beans.,"Expose the beans to direct sunlight for a few days, as pests are generally sensitive to heat. Spread the beans in thin layers and turn them regularly to ensure thorough drying."
How can farmers ensure the best farming practices,"Conducting soil tests to determine the soil's nutrient content, pH levels, and other factors that could impact plant growth.

Using high-quality seeds and planting at the appropriate time of year.

Applying fertilizers and other soil amendments in the correct amounts and at the right time.

Practicing crop rotation to prevent soil depletion and reduce the buildup of pests and diseases.

Using integrated pest management (IPM) techniques to minimize the use of chemical pesticides.

Maintaining proper irrigation and drainage systems to ensure the plants receive the right amount of water.

Implementing sustainable farming practices, such as conservation tillage and cover cropping, to promote soil health and reduce erosion.

Monitoring crops regularly for signs of disease, pests, and nutrient deficiencies, and taking appropriate actions to address any issues.

Seeking advice from agricultural extension officers or other experts when necessary."
How often can i sprinkle liquid manure?,"Generally, liquid manure can be applied every 2-4 weeks during the growing season for most crops. However, it is important to avoid over-application, which can lead to nutrient imbalances, water pollution, and plant damage."
which other way can cover crops increase fertility,Cover crops can also improve soil quality by increasing soil organic matter levels through the input of cover crop biomass over time
"which control method employs the use of beneficial insects like ladybugs or lacewings, or the release of whitefly-specific parasites or predators.",Biological contro
How can I test for moisture in maize at a local level,"Hand Feel: Take a handful of maize kernels and squeeze them tightly in your hand. If the kernels feel hard and dry, it indicates low moisture content. If they feel slightly pliable or soft, it suggests higher moisture content.

Bite Test: Take a few kernels and try to bite into them. If they crack easily, it indicates lower moisture content. If they are chewy or squashy, it suggests higher moisture content.

Visual Inspection: Examine the appearance of the kernels. If they appear shriveled, discolored, or have damaged husks, it could indicate lower moisture content. If the kernels appear plump, shiny, and well-hydrated, it suggests higher moisture content.
"
what is Food Supply Continuum,The process of getting food from the farm to the table
how does reliable rainfall improve crop yield.,"Reliable rainfall can provide the necessary moisture for crops to grow and thrive, leading to higher yields and better quality crops. This is especially important in areas where irrigation is not available or is limited"
wat is the vitalness of calcium?,"Calcium plays a crucial role in plant development and helps in cell wall formation, nutrient uptake, and overall plant health"
