question,answers
Which crops are most susceptible to armyworm infestation in Uganda?,"maize, sorghum, millet, and rice"
how can i define precision agriculture?, Precision agriculture is the use of technology to optimize crop production and reduce waste
Which U.S. states are the biggest farm states?,California 
what is Tillage.," is the practice of breaking up the soil with tools such as the plow or harrow to prepare for planting, for nutrient incorporation, or for pest control."
what is Generation.,"he number of times or seasons a seed crop has been exposed to the natural crop
growing environment"
why is seed priming done.,to enhance germination and early seedling growth.
what causes plant diseases?,"variety of pathogens, including fungi, bacteria, viruses, and nematodes"
which type of cancer are high among agricultural workers.,"Leukemia, Non?Hodgkin lymphoma and skin cancer "
what are other pest management practices that can be used to manage mealybug infestations.,"the use of resistant varieties, maintaining proper plant nutrition and moisture levels, and minimizing weed growth around the cassava plants."
which maize variety has a maturity of 80 days.,PHB 3253
Why are crops sprayed with pesticides?,"to protect crops from insect pests, weeds, and fungal diseases while they are growing"
what happens during biological nitrogen fixation?,convert biologically unavailable atmospheric nitrogen gas (N2) to biologically available ammonium (NH+4)
why do cassava propagated through stem cuttings matures faster compared to seed propagation.,This is because the stem cuttings already have a head start in development and can quickly establish roots and start growing.
how can planting Green manure cover crops helps increase soil fertility.,"Planting leguminous crops such as clover, alfalfa or beans, can help fix nitrogen into the soil and add organic matter, thus improving soil fertility."
what processes are involved during harvest phase of  Food Supply Continuum,"harvesting the meat, fruit, vegetable or food product and processing it into a usable form"
what the several challenges facing cassava production.,"pests and diseases, low yields, and limited access to markets and processing facilities"
what is hay,"(dried grasses) to feed livestock (horses, cattle, sheep) during the winter when they cannot feed in green pastures"
how does nutrient leaching affects cassava yield.,"Wetland soils are prone to nutrient leaching due to excessive water movement. The continuous flow of water can carry away essential nutrients from the soil, making them unavailable to cassava plants. Nutrient deficiencies can negatively impact plant growth, development, and overall productivity."
which family does the African armyworm belongs to.,Noctuidae
What are the symptoms of cassava mosaic,"Leaves leaves become distorted and yellow, Poor formation of tubers, The plants is stumted, Mosaic mottling,mishapen and twisted leaflets and reduction in size of leaves"
What is the best way to store harvested wheat to prevent spoilage?,Harvested wheat should be stored carefully to prevent spoilage and maintain quality
What are the problems facing farming organization in uganda?,"Limited access to finance: Many farming organizations in Uganda lack access to finance, which makes it difficult for them to invest in modern farming technologies, hire skilled workers, and expand their operations.

Limited access to markets: Many small-scale farmers in Uganda struggle to access markets to sell their products, which can result in low prices and limited income.

Climate change: Uganda is vulnerable to climate change, which can have a negative impact on crop yields and overall agricultural productivity.

Pest and disease outbreaks: Uganda has experienced several pest and disease outbreaks in recent years, such as the Fall Armyworm and Banana Bacterial Wilt, which can significantly reduce crop yields and income.

Limited access to extension services: Many farmers in Uganda lack access to extension services and technical assistance, which can limit their ability to adopt modern farming technologies and improve their farming practices.

Land tenure insecurity: Land tenure insecurity is a common challenge in Uganda, particularly for small-scale farmers, which can limit their ability to invest in their farms and access credit.

Poor infrastructure: Poor infrastructure, including inadequate roads, storage facilities, and irrigation systems, can limit the ability of farming organizations in Uganda to transport their products, store them properly, and irrigate their crops during dry spells."
why are dressing chemicals called systemic? ,they are absorbed by the seedling and provide protection against insect pests for a period of time.
How can local farmers determine the acidity of the soil? ,"Farmers can determine the acidity of the soil by conducting a soil pH test. There are various ways to do this, but one common method is to use a soil pH test kit, which can be purchased at agricultural supply stores or online. The kit typically includes a test tube, pH indicator solution, and a color chart."
Name the crops that can be successfully grown in sandy soil,"Sweet potatoes
Carrots
Peppers
Tomatoes
Watermelons
Pineapples
Cucumbers
Okra"
What are the factors affecting response of crops to fertilizers,Soil type and properties
which crop disease cause yellowing in beans plants., bacterial blight and aphids
what is Tillage.," is the practice of breaking up the soil with tools such as the plow or harrow to prepare for planting, for nutrient incorporation, or for pest control."
why cassava widely grown?,its ability to thrive in poor soils and withstand drought
name the application of the cassava glue.,"paper mache, bookbinding, and woodworking"
which variety is popular in north and tolerant to drought.,Albert
how does neem oil works as pesticide.," It works by disrupting the feeding and reproductive systems of insect pests. Neem oil is effective against a range of pests that attack bean leaves, including aphids, bean beetles, and whiteflies."
"which fertilizer is often used as a basal or pre-planting fertilizer, and it can also be used as a top dressing fertilizer during the growing season.",NPK 
which kind of threshing is the most common in developing countries.,Manual threshing
what are the different methods of pest management?,"biological control, cultural control, and chemical contro"
which key districts produces maize in uganda?,"Masindi, Kapchorwa, Kasese, Jinja, Kabarole and Mbale"
Name the cultural pest control practicies.,"crop rotation, culling, cover crops, intercropping, composting, avoidance, and resistance"
how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity"
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
Can I eat healthy without spending a lot of money?,es. Food in the United States is very affordable
How can i know that soil lacks air as a major nutrient,"To determine whether soil lacks air, you can perform a simple test called the squeeze test. Take a handful of soil and squeeze it tightly in your hand. If the soil remains in a tight ball and does not crumble, it may indicate that the soil is too compacted and lacks adequate air. Another indicator of soil lacking air is the presence of waterlogged areas or standing water after rain or irrigation."
