question,answers
Who invented the earliest milking machines?,the ancient Egyptians
which other DK varieies are available in amolatar?,"DK 9093, DK 8073, and DK 8031"
name examples of organophosphate insecticides that are commonly used for controlling bean pests.,chlorpyrifos and malathion.
How can I prevent soil erosion on my farm?,"planting cover crops, using conservation tillage practices, and building contour terraces. It's also important to avoid overgrazing and to maintain vegetation along streams and other waterways to prevent bank erosion."
Maize flour obtained after starch extraction is commonly referred as?,"""maize meal"" or ""corn meal,"""
name the two common types of cassava beetle.,African cassava beetle and the South American cassava beetle
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
how can you ensure sanitation control CBB.,"Infected plant debris should be removed from the field, and tools and equipment should be disinfected to prevent the spread of CBB"
what are some of the signs of cutworms.,damaged stems and cut plants
what is the percentage of land degradation worldwide.,24%
why do farmers apply manure.,to improve soil fertility and moisture retention.
why is fertilizer used in soil management?,to provide the necessary nutrients for optimal crop growth.
which cassava variety is mainly grown in Thailand.,M Col 22
What are the factors affecting response of crops to fertilizers,Soil type and properties
what are some of the tips on how to best use PICS bags for storing maize grains.,"Clean and dry the grains: Before storing maize grains in PICS bags, make sure that they are thoroughly cleaned and dried to a moisture content of around 12-13%. This will help prevent mold and insect growth.

Fill the bags completely: Fill the PICS bags completely with the maize grains, leaving no empty space. This will help prevent the buildup of oxygen and moisture, which can lead to spoilage and insect growth.

Seal the bags tightly: After filling the bags with maize grains, seal them tightly using the PICS bag sealer or a heat sealer. Make sure that there are no holes or leaks in the bags, as this can allow air and moisture to enter.

Store the bags in a cool and dry place: Store the PICS bags in a cool and dry place, away from direct sunlight and sources of moisture. A well-ventilated room or a grain storage facility is ideal for storing PICS bags.

Check the bags regularly: Check the PICS bags regularly for any signs of damage, such as holes or leaks, and for any signs of insect or mold growth. If any damage or signs of infestation are found, take immediate action to prevent further damage."
Name the most common types of beans that are milled for human consumption.,"black beans, navy beans, and pinto beans"
can crop rotation be used to control couch grass?,Crop rotation is another effective way to control couch grass. This involves planting a different crop in the cassava garden after harvesting the cassava. This can help to break the life cycle of the couch grass and prevent it from establishing a strong presence in the soil.
give examples of cover crops.,"beans, peas, clover)"
Give one example of  natural erosion caused by water.,Grand Canyon
what is Agroforestry.,"Planting trees and shrubs alongside crops can help provide shade, reduce erosion, add organic matter to the soil, and provide additional income through the sale of timber or fruits."
how many farms were there in United States in 1935,6.8 million farms in the United States
what is Cassava Mosaic Disease (CMD)., is a viral disease that is caused by different strains of the cassava mosaic virus
which soil conservation techniques can be used to reduce o control soil erosion in red soil.,"contour plowing, terracing, or mulching"
which animal require a diet that is lower in protein but higher in carbohydrates.,pigs 
how are fungi beneficial to soil.,"hese fungi can form symbiotic relationships with plant roots, helping to improve nutrient uptake and plant growth.
"
which plants prefer acidic soils with a pH range between 4.5 and 6.0.,Rhododendrons and Azaleas
Suggest the advantages of sandy soil,"Good drainage: Sandy soils have large pore spaces, which allow for rapid drainage of water. This can be an advantage in areas with heavy rainfall, as it helps to prevent waterlogging and improves soil aeration.
Easy to work: Sandy soils are generally loose and easy to till, making them suitable for cultivation with various farming equipment.
Warm up quickly: Sandy soils warm up quickly in the spring, which can be advantageous for early planting and crop growth.
Low compaction: Sandy soils are less prone to compaction, which can be beneficial for root growth and nutrient uptake."
name any one example of neonicotinoids.,thiamethoxam
what spreads Cassava Mosaic Disease (CMD),whitefly
name the two common types of cassava beetle.,African cassava beetle and the South American cassava beetle
what is strip cropping.,Planting different crops in alternating strips across the slope helps to reduce erosion by breaking up the flow of water. The alternating strips of different crops create barriers that trap sediment and prevent it from being washed away.
why should farmers replace old seed during planting.,"using old seeds can result in poor germination rates, uneven plant growth, and reduced resistance to environmental stressors such as drought, pests, and diseases."
name plants that uses C3 carbon fixation.,alfalfa and soybeans
what is Aquaculture,production of fish for human consumption
"apart from using insecticides, name any other ways farmers can manage beetle infestations."," planting cassava in well-drained soil, removing and destroying infested plants, and rotating crops to reduce beetle populations"
Is it late to plant maize in this mid September.,"The optimal planting time for maize varies depending on the specific region and climate conditions. In general, maize is typically planted during the spring season when temperatures are warm and frost is no longer a concern.

Planting maize in mid-September may be considered late in many regions, especially if you are in a location where winters or cool temperatures arrive early. Late planting can result in several challenges, including reduced yields and increased risk of crop damage from frost or cold weather.
"
why should you use mound planting.,"method ensures good soil drainage, which is essential for cassava growth. It also helps to reduce soil erosion and increases yields"
which technical allows for water status monitoring and automate water usage.,precision agriculture
how long does the adult live.,up to 14 days.
Why do horses sleep standing up?,"Their legs can lock in place, enabling them to fall asleep without falling over. Because they are prey animals, horses often do not feel comfortable sleeping on the ground, and most of their sleeping is done during the day rather than at night when predators are out hunting. Horses have straight backs, so they cannot get up quickly."
what does poverty results in?,"inability to purchase food, safely store food or transport food from where it is grown to where it is needed."
what kinds of tools are used in precision agriculture,"sensors, drones, and other tools"
"Apart from supergro, what other fertilizer can a farmer use to retain moisture in the garden during the period of drought?","Organic matter: Adding organic matter to the soil can help improve soil structure, increase water-holding capacity, and promote healthy root growth. Organic matter can come from compost, manure, or other plant residues."
list ways how maize streak disease transmission occurs.,"Infection of the maize plant: The virus is initially introduced into the maize plant through a bite by the maize streak virus vector or ""leafhopper"" insect, which feeds on the sap of the plant.

Replication and spread: Once the virus has infected the plant, it replicates and spreads within the plant, causing damage to the leaves, stem, and grains of the plant.

Transmission to new plants: The virus can be transmitted to new plants when an infected leafhopper feeds on a healthy plant. The virus can also be spread through infected seeds or plant debris.

Environmental factors: Environmental factors such as temperature, rainfall, and the presence of other pests and diseases can affect the severity and spread of MSD."
Which pests affects mostly beans?,Bean weevils
Does organic farming contribute to less pollution?,Yes
which pest feeds on the sap of the cassava plant.,Cassava mealybug:
why should the garden be harrowed after ploughing.,to break down any large clumps and create a fine tilth for planting
what are some of the pest management practices for armyworm.,"planting cassava in well-drained soil, maintaining a healthy crop by providing adequate water and nutrients, and rotating crops to reduce armyworm populations."
How effective is single super phosphate and  sulphate of ammonia when applied to crops,"The application of CAS can positively impact crop yield, especially when applied at the right time and in appropriate amounts.
"
how can Cassava mosaic disease spread ,Whitefly infestations
why do climbing beans have higher yields than bush beans.,because they can grow taller and produce more foliage and pods per plant
how does clover cover crop enhanced songbird habitat.,"by providing cover and nesting sites, and an increased food source from higher arthropod populations"
what are some of the disease prevention strategies that farmers can use.,"vaccination programs, quarantine protocols, and biosecurity measures"
what is FDA,Food and Drug Administration
name Carbendazim fungicide that is effective against soil-borne diseases.,"Fusarium and Pythium.
"
What is rouging.,"Removal of plants which are diseased or not of the desired type contaminants to purify and
clean the stock,"
