question,answers
What type of maize seed is resistant to pests and diseases?,Bt maize
define what is intercropping., several crops are grown at the same time
What is the effect of Cassava Mosaic Disease (CMD) in severe condition.,yield losses of up to 100%
what are some of the ways of managing armyworms.,"use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
What is threshing?,separate the beans from the pods and other debris
why do farmers prefer TME 419 variety.,It has good yield potential and is resistant to cassava mosaic disease and cassava brown streak disease.
how do we prevent foodborne illness?,"cook foods to proper temperatures, use separate cutting boards for uncooked meat and ready?to?eat foods, store leftover food in shallow containers and refrigerate within two hours."
Which pests affects mostly beans?,Bean weevils
why should farmers ensure proper land preparation before planting cassava.,for ensuring a healthy and high-yielding cassava crop
name one chemical pesticides that can be applied to control termides.,termiticides
Is the primary focus of the USDA agricultural programs?,"7% of the total USDA budget. Rural development, research, food safety, marketing and regulatory, and departmental management accounts for 6% of the budget"
what is the use of living organism in the soil.,"Soil organisms, such as earthworms, termites, and nematodes, play a vital role in improving the soil structure. They help to break down organic matter, loosen compacted soil, and improve soil porosity, allowing air, water, and nutrients to move more freely through the soil."
"In top side dressing, at what stage should fertilizers be applied? ","""vegetative stage"" or ""early growth stage"" of the plant"
"which indicator can be used to check for cassava maturity.
",Time since planting
name the phase in polyphenism in which the larvae raised in isolation turns green,solitaria 
how does nutrient leaching affects cassava yield.,"Wetland soils are prone to nutrient leaching due to excessive water movement. The continuous flow of water can carry away essential nutrients from the soil, making them unavailable to cassava plants. Nutrient deficiencies can negatively impact plant growth, development, and overall productivity."
"which nutrient  is important for root development, flowering, and fruiting.",Phosphorus 
what is strip cropping.,Planting different crops in alternating strips across the slope helps to reduce erosion by breaking up the flow of water. The alternating strips of different crops create barriers that trap sediment and prevent it from being washed away.
How should the soil be prepared before planting beans?, the soil must be prepared by removing weeds and incorporating organic matter such as compost or manure to improve soil fertility.
Where else can we farmers get the beans seeds with iron content?,Check with research institutions: Agricultural research institutions often conduct research on crop varieties with higher iron content. You can check with local research institutions or universities to see if they have developed bean varieties with higher iron content and if those seeds are available for purchase.
Are genetically modified organisms (GMOs) the only organisms with genes?,"No. Living or once living things contain genes, whether they are genetically modified or not. �Gene� is the root word for genetics. Genes are located on chromosomes"
