question,answers
how did seed drill helped farmres,allowed farmers to sow seeds in well-spaced rows at specific depths at a specific rate
Can beans still be planted in October this year in amolatar?,"In Amolatar, which is located in Northern Uganda, October is generally considered the end of the rainy season and the beginning of the dry season. However, with the changing climate, it is difficult to predict weather patterns accurately. It is possible to plant beans in October if there is still enough soil moisture, either from the remaining rains or from irrigation. "
what does Cassava Bacterial Blight causes on the cassava.,"dark brown to black spots on the leaves, stem, and root"
what are the negative consequences of fertilizers for the environment.,pollution of waterways and harm to aquatic ecosystems.
"in order to guard against drought, farmers should invest in soil conservation measures to improve soil health and water-holding capacity. They can use techniques such as?","conservation tillage practices, crop rotation, cover cropping, and mulching to reduce soil erosion, increase organic matter, and improve water infiltration"
How does FAO defines agricultural automation.,"FAO defines agricultural automation as the use of machinery and equipment in agricultural operations to improve their diagnosis, decision-making or performing, reducing the drudgery of agricultural work and/or improving the timeliness, and potentially the precision, of agricultural operations."
what is the optimal temperature and humidity in the greenhouse suitable for maize plants., maize plants require warm temperatures and high humidity for optimal growth
why is soil health vital?,"Soil health is critical to crop growth and productivity, as it provides the necessary nutrients and support for plants to thrive."
what cultural methods are involved when eradicating whiteflies.,"Cultural control methods involve practices such as crop rotation, sanitation, and the use of reflective mulches, which can help to reduce whitefly populations by creating unfavorable conditions for their growth and reproduction."
"I was told that for quickly germination of maize seeds, it needs first to be shocked in water before planting, is that true?","No, it is not necessary to shock maize seeds in water before planting for quicker germination. Maize seeds generally do not require pre-soaking before planting. They are capable of germinating under favorable soil conditions without any pre-treatment."
Does my food price go up because farmers want to make more money?,"When you see an increase in price at the grocery story, don�t assume it�s going into the pocket of your local farmers"
What is the recommended pH range for soil used for growing beans?,between 6.0 and 7.5
How can i know that soil lacks air as a major nutrient,"To determine whether soil lacks air, you can perform a simple test called the squeeze test. Take a handful of soil and squeeze it tightly in your hand. If the soil remains in a tight ball and does not crumble, it may indicate that the soil is too compacted and lacks adequate air. Another indicator of soil lacking air is the presence of waterlogged areas or standing water after rain or irrigation."
what is the color lesions created as a result of root rot,brown or black lesions
Which common chemical is used for seed dressing,thiram
what kind of practices are used for crop protection?," use of pesticides, fungicides, and other chemicals, as well as cultural practices"
what is biological pest control., is a method of controlling pests such as insects and mites by using other organisms
when do i harvest cassava plant?,"when the plants have attained
complete physiological maturity"
where area is  shifting cultivation done.,"This type of farming is practiced mainly in areas with abundant rainfall where the forest regenerates quickly. This practice is used in Northeast India, Southeast Asia, and the Amazon Basin."
