question,answers
what is GMO in full?,Genetically Modified Crops
"which synthetic substances allowed in organic production.
",Chlorine and hydrogen peroxide
how can farmers improve productivity of local maize variety.,"Farmers can improve the productivity of local maize breeds by using improved farming practices such as proper land preparation, timely planting, weed control, and appropriate use of fertilizers and pesticides."
name Spodoptera exempta species that have chisel-like mandibels.," S. triturata, S. m. mauritia, S. m. acronyctoides, S. umbraculata, S. cilium, Spodoptera depravata [sv], and S. pecten"
how can farmers control bacterial blight.," it's important to use disease-free planting material, practice good sanitation by regularly removing and destroying infected plant material, control insect vectors, and avoid working in cassava fields when plants are wet"
what is GMO in full.,Genetically modified organisms
what is monoculture.,one cultivar is planted on a large acreage
how can you ensure sanitation control CBB.,"Infected plant debris should be removed from the field, and tools and equipment should be disinfected to prevent the spread of CBB"
what is final stage in crop cultivation,Harvesting
What are genetically modified organisms (GMOs)?,GMOs are defined as �organisms in which the genetic material (DNA) has been altered in a way that does not occur naturally.
how can soil organism helps in Carbon sequestration.,"Soil organisms, such as mycorrhizal fungi, can help to sequester carbon in the soil, helping to mitigate climate change"
which fertilizer is advisable to be used during the flowering and grain filling stage., GoldChance super flowers &fruit fertilizer or with DIMIPHITE
How can i improve soil areation,"To improve soil aeration, you can add organic matter to the soil, such as compost, which can improve soil structure and create pore spaces for air and water movement. Avoid over-tilling or compacting the soil, which can reduce soil pore space and restrict air movement"
how long does TZECOMP 3 takes to mature., 90 days
name any one example of forest pest., bark beetles
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
how does Nutrient deficiencies lead to cassava drying out before maturity.,"Cassava plants require adequate levels of nutrients, especially nitrogen, phosphorus, and potassium, to grow and mature properly. Nutrient deficiencies can cause the plants to dry out and die prematurely"
define Genetically modified organisms.,are organisms whose genetic material has been altered by genetic engineering techniques generally known as recombinant DNA technology
What are the ideal storage conditions for maize to prevent mold growth and insect infestation?,temperatures between 10-15�C
why has maize production improved in Uganda.,the adoption of improved technologies by farmers.
which kind of threshing is the most common in developing countries.,Manual threshing
name one GMO crop used by farmers.,insect-resistant crops
name some of the common water management practices,"soil moisture monitoring, crop water requirements estimation, crop selection, and crop rotation."
How can agronomist overcome problems due to persistent use of fertilizers? ,"Regular soil testing helps determine the nutrient levels in the soil and allows for tailored fertilizer recommendations. Agronomists can assess the nutrient needs of specific crops and apply fertilizers accordingly, avoiding over-application. This helps maintain nutrient balance and prevents nutrient imbalances or excesses."
Poor irrigation leads to?,"waterlogging, soil salinization, and other negative environmental consequences."
what is the estimates of the annual work-related death toll among agricultural employees.,"at least 170,000"
how did seed drill helped farmres,allowed farmers to sow seeds in well-spaced rows at specific depths at a specific rate
how can yellowing be used to check cassava maturity.,"As the cassava plant matures, the leaves will begin to turn yellow and dry up. This is a sign that the plant is ready for harvesting"
why should Livestock receive appropriate veterinary care.,to ensure they remain healthy and productive
why are dressing chemicals called systemic? ,they are absorbed by the seedling and provide protection against insect pests for a period of time.
name the land use changes that causes drought.,"urbanization, agricultural expansion, and deforestation can alter the water cycle, leading to changes in precipitation patterns and soil moisture levels."
how can tillage be used to control Couch grass., involves digging up the soil to a depth of at least 6 inches to disrupt the root system of the grass
why is crop cultivation a critical aspect of agriculture., plays a vital role in providing food security for the world's growing population.
which year was Kawanda Composite A released.,1971
