question,answers
which grass species  harbor leafhoppers,"Setaria barbata (Lam.) Kunth and Brachiaria lata (Schumach) Hubbard, "
why whiteflies are able to multiply and spread so quickly,"Whiteflies have a high reproductive rate, with females capable of laying hundreds of eggs during their lifetime. These eggs hatch quickly, and the nymphs develop into adults in just a few weeks, allowing populations to increase rapidly."
what other factors make whitefly to multiply faster.,"Whiteflies have a relatively short life cycle, with adults living for only a few weeks. This means that multiple generations can occur within a growing season, allowing populations to increase rapidly.
"
name ways in which dry maize can  be consumped.,"Dry maize is often ground into flour or meal, which can be used to make various dishes such as tortillas, porridge, or bread."
Can beans be milled like soyabean for human consumption,"Yes, beans can be milled like soybeans for human consumption. The process of milling involves grinding the beans into a fine powder, which can then be used as a flour in various recipes."
Name the most common types of beans that are milled for human consumption.,"black beans, navy beans, and pinto beans"
what can be made from  milled bean flour.,"bean cakes, bean bread, and bean porridge."
how can you minimize the effects of anti-nutrients in beans.,"it is recommended to soak, sprout, or ferment the beans before milling them. These processes can help to break down the anti-nutrients and make the nutrients more bioavailable."
What is the reason as cassava is called staple food,"Cassava is high in carbohydrates, with around 38-40% of its dry weight consisting of starch. This makes cassava an important source of energy for people who rely on it as a staple food."
what other reasons makes cassava a staple food crop.,"Cassava is a hardy crop that can tolerate drought and poor soil conditions. This makes it an important crop for smallholder farmers who may have limited access to water and resources.
"
why is cassava versatile?,"Cassava can be processed into a variety of products, such as flour, starch, and tapioca pearls. These products can be used in a range of dishes, including bread, cakes, noodles, and dumplings."
Why is it that loam soil is dark in colour?,"The dark color of loam soil is due to the presence of organic matter, which is composed of decaying plant and animal material."
Can cassava stems be planted immediately after cutting or they can wait for sometime?,"Cassava stems can be planted immediately after cutting, but it is recommended to allow the cuttings to dry for a few hours in a shaded area before planting. This will help to reduce the risk of fungal infection and other diseases."
 why is it is recommended to allow the cuttings to dry for a few hours in a shaded area before planting.,to reduce the risk of fungal infection and other diseases.
