question,answers
can educating farmers help improve productivity?,Educating farmers on the best practices for growing maize can help to improve their productivity and increase the yield of local maize breeds.
name Carbendazim fungicide that is effective against soil-borne diseases.,"Fusarium and Pythium.
"
what is the required soil PH for potatoes.,between 4.8 and 5.5
which vegetables can be intercropped with cassava. ,"Vegetables such as okra, pumpkin, and amaranth"
how can conservation tillage helps improve soil fertility.,"Reducing the frequency and intensity of tillage can help to preserve soil structure, prevent erosion, and improve nutrient retention."
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
How can a farmer control termites,"One of the best ways to control termites is through good cultural practices. This includes maintaining good soil health and fertility, avoiding over-watering or waterlogging, and keeping crop residues and weeds under control. These practices can help to create a less favorable environment for termites and reduce their populations."
What are the factors affecting response of crops to fertilizers,Soil type and properties
why are cover crops used in cassava cultivation.,to suppress weed growth and improve soil fertility.
what does  Food and Drug Administration (FDA) focuses on.,FDA focuses on both fresh and processed food products
what is inter-cropping.,This involves planting other crops between the cassava rows to help suppress weed growth
name districts in karamoja regions that can be affected by drought.,"Abim, Amudat, Kaabong, Kotido, Moroto, Napak, and Nakapiripirit"
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
Where else can we farmers get the beans seeds with iron content?,Check with research institutions: Agricultural research institutions often conduct research on crop varieties with higher iron content. You can check with local research institutions or universities to see if they have developed bean varieties with higher iron content and if those seeds are available for purchase.
name agricultural products that belong to food classes.,"cereals (grains), vegetables, fruits, cooking oils, meat, milk, eggs, and fungi"
why do we store beans in airtight containers.,"Store the beans in airtight containers, such as plastic or glass jars with tight-fitting lids. This will prevent moisture and pests from getting inside and damaging the beans."
why are farmers encouraged to do proper seed bed preparation.,"Proper seed bed preparation creates a favorable environment for seed germination. It helps to loosen the soil, remove debris, and create a fine and level surface where seeds can make good contact with the soil, facilitating better seed-to-soil contact and increasing the chances of successful germination."
what is the distance of the furrows to be formed for cassava plants.,1-1.5 meters between rows
How does FAO defines agricultural automation.,"FAO defines agricultural automation as the use of machinery and equipment in agricultural operations to improve their diagnosis, decision-making or performing, reducing the drudgery of agricultural work and/or improving the timeliness, and potentially the precision, of agricultural operations."
what is Agroforestry.,"Planting trees and shrubs alongside crops can help provide shade, reduce erosion, add organic matter to the soil, and provide additional income through the sale of timber or fruits."
what is the use of wind mill.,"to saw wood and make typical household items, such as oil, paper, spices, chalk, and pottery."
what transmits cassava mosaic disease.,Bemisia tabaci
how can the information collected for precision agriculture used?,make more informed decisions about planting and harvesting
which micronutrients are present in most common fertilizers.,"iron, manganese, and zinc"
name any one planting method that is suitable for large scale farmers.,Mechanical planting of cassava
which stage of crop cultivation involves placing seeds or seedlings into the soil at the right depth and spacing.,Planting 
Testing Cassava?,There are various tests that can be done on cassava like testing for viruses.
how can a farmer overcomes physical seed dormancy.,by mechanical scarification
which soil organism play a critical role in nutrient cycling.,"bacteria and fungi,"
What is total seed population in an acre?,"For soybeans, the recommended plant population is typically higher, ranging from 100,000 to 200,000 plants per acre. This corresponds to seeding rates of approximately 125,000 to 250,000 seeds per acre."
name examples of Potassium-based fertilizers.," potassium sulfate or potassium chloride,"
define what is intercropping., several crops are grown at the same time
which farming tools can spread bacterial blight when contaminated.,pruning shears or machetes
what is cassava mosaic disease.,"This is a viral disease that causes yellowing and mottling of the leaves, stunted growth, and reduced yield"
