question,answers
what is inter-cropping.,This involves planting other crops between the cassava rows to help suppress weed growth
what is Integrated pest management: Integrated pest management (IPM)?,"Integrated pest management (IPM) is an approach that combines several control methods to effectively manage pest populations while minimizing negative impacts on the environment. By using a combination of cultural practices, biological control methods, physical barriers, and targeted use of pesticides, farmers can effectively control termite populations while minimizing negative impacts on the environment."
which nutrients can we get from cassava roots.,"The root is rich in carbohydrates and contains essential nutrients such as iron, calcium, and vitamin C."
why do farmers have low cancer and death rates.,This is due primarily to lower smoking rates among farmers and a very active lifestyle
Farmers always ask for the reason why nitrogenous fertilizer are only top dress,"Nitrogen uptake timing: Nitrogen is an essential nutrient for plant growth and is necessary for various physiological processes, including leaf and stem development. However, nitrogen is a highly mobile nutrient in the soil and can easily leach or wash away if applied too early in the growing season. Therefore, to ensure that the plants have an adequate and readily available nitrogen supply during their active growth phase, nitrogenous fertilizers are often applied as top dressing when the plants are well-established.

Crop demand for nitrogen: Many crops, including maize, have a high demand for nitrogen during their vegetative growth stage. By applying nitrogenous fertilizers as top dressing during this period, it helps meet the crop's nutrient requirements when they need it the most. This timing allows for optimal nitrogen utilization by the plants and promotes vigorous vegetative growth.

Minimizing nitrogen losses: By applying nitrogenous fertilizers as top dressing, farmers can better manage and minimize nitrogen losses from leaching or volatilization. Top dressing allows for a more targeted application directly to the root zone, reducing the risk of nutrient runoff or wastage. It also ensures that the nitrogen remains available to the plants when they require it, improving nutrient efficiency and minimizing environmental impacts."
which two countries are the largest trading partners of the U.S,China and Canada
What is gene editing? How is it different from genetic engineering?,Gene editing allows scientists to make changes to a specific target sequence of DNA within a gene. It modifies the gene in a precise and predictable manner
"which pest feed on the sap of the bean plant, causing stunting and distortion of the leaves",Bean aphids (Aphis fabae)
what is the approximate Global agricultural production,32 million tonnes of natural fibres
How can i control pests locally in stored beans,"Proper cleaning and storage: Thoroughly clean the storage containers or structures before storing beans to remove any existing infestations. Use airtight containers with tight-fitting lids to prevent pest entry.

Physical methods: Handpicking and manually removing pests from the beans can be effective, especially if the infestation is limited. Use a sieve or mesh screen to sift the beans and separate any pests present.
"
why do farmers don not like stake method of planting.,it requires more labor and resources to establish the nursery bed
"which pest feeds on the leaves and stems of cassava, causing defoliation and reduced yield",Cassava beetle
What is the recommended dosage of fertilizer for growing strawberries in sandy soil?,"Generally, a balanced fertilizer with an NPK ratio of 10-10-10 is recommended for sandy soil. However, the exact dosage may vary depending on the specific soil conditions and the age of the plants"
name agricultural products that belong to food classes.,"cereals (grains), vegetables, fruits, cooking oils, meat, milk, eggs, and fungi"
can crop rotation control CAD in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
what are some of the high risk of work-related hazards that can affect farmers.,"injuries, lung disease, noise-induced hearing loss, skin diseases, as well as certain cancers related to chemical use and prolonged sun exposure"
can crop rotation be used to control couch grass?,Crop rotation is another effective way to control couch grass. This involves planting a different crop in the cassava garden after harvesting the cassava. This can help to break the life cycle of the couch grass and prevent it from establishing a strong presence in the soil.
what is incubation period for steak disease.,10 to 14 days after infection
how can timing and method of fertilizer application improves soil fertility.,"The timing and method of fertilizer application, such as surface application, broadcasting, or placement, can influence nutrient availability and uptake by crops. For example, applying nitrogen fertilizer at planting may promote early crop growth and development, while side-dressing or top-dressing may promote later growth and fruiting."
how is Cassava Anthracnose Disease (CAD)  spread?,"CAD is spread through infected planting material, contaminated soil, and water"
how do ranchers administer antibiotics?,according to the instructions on the label and under the direction of a veterinarian
Which condition is suitable for maize plantation,"Maize thrives in warm temperatures and requires an average temperature of 21-27�C during the growing season. It also requires a good amount of sunshine, ideally 8-10 hours of sunlight per day. Maize grows well in well-drained soils with good water retention capacity. The soil should have a pH of 5.5 to 7.5. Maize also requires sufficient rainfall or irrigation during the growing season. The recommended altitude for planting maize is between 0 and 2500 meters above sea lev"
what is the approximate Global agricultural production of food.,11 billion tonnes
which nutrient is leguminous crops high in?,nitrogen 
what does poverty results in?,"inability to purchase food, safely store food or transport food from where it is grown to where it is needed."
why do farmers plant cover crops?,"Cover crops manage soil erosion, soil fertility, soil quality, water, weeds, pests, diseases, biodiversity and wildlife in an agroecosystem"
how long does the adult live.,up to 14 days.
Is it true that i can make glue from cassava,"Yes, cassava can be used to make glue. Cassava is a starchy root vegetable that is native to South America, but is now grown in many parts of the world. The starchy content of cassava can be extracted and used to make a type of adhesive or glue"
what factors contribute to the spread of CMD.,"Viral infection: The disease is caused by the presence of begomoviruses, particularly African cassava mosaic virus (ACMV) and East African cassava mosaic virus (EACMV). These viruses infect cassava plants and cause characteristic symptoms.

Vector transmission: Whiteflies feed on the sap of infected cassava plants, acquiring the virus. When they subsequently feed on healthy plants, they transmit the virus, leading to new infections. The whiteflies are efficient vectors and can quickly spread the disease within a cassava-growing area."
Why do horses sleep standing up?,"Their legs can lock in place, enabling them to fall asleep without falling over. Because they are prey animals, horses often do not feel comfortable sleeping on the ground, and most of their sleeping is done during the day rather than at night when predators are out hunting. Horses have straight backs, so they cannot get up quickly."
what is the role of an inspector.,Person authorized by the regulatory body to perform the field inspection
how do we control plant diseases?,use of pesticides and other measures to control.
what is the importance of Post-harvest handling.,"help to reduce losses and maintain the quality of the maize, which can in turn increase productivity.
"
How long should a farmer wait to plant cassava in a field which was affected by cbsd?,"Farmers should wait for at least 6 months to 1 year before planting cassava in a field that was affected by Cassava Brown Streak Disease (CBSD). This allows enough time for the virus to die off or decrease in the soil. During this period, the farmer should practice proper land preparation, including removing all cassava crop debris and weed the field to reduce the build-up of virus inoculum in the soil."
How can Rogueing be used to control CBSD.,Infected plants should be identified and removed from the field to prevent the disease from spreading
"I am in eastern, central, and western Uganda, which cassava do you recommend?",NASE 14
why do farmers apply manure.,to improve soil fertility and moisture retention.
can the use of farmyard manure increased infiltration?," FYM improves soil permeability and enhances water infiltration into the soil. The organic matter in FYM improves soil structure, creating larger pore spaces that allow water to penetrate more easily into the soil rather than running off the surface."
name ways farmers can increase soil fertility without using artificial fertilizers.,"Crop rotation: By alternating the types of crops grown in a particular field, the soil can retain nutrients and prevent depletion of specific nutrients."
When was the fall armyworm first detected in Uganda?,2016
