question,answers
what does  Food and Drug Administration (FDA) focuses on.,FDA focuses on both fresh and processed food products
"Is buying local and organic the same thing?
",No. Local is a definition based on location
why is crop rotation important?, help to maintain soil health and improve crop yields over time
which bean variety is suitable for areas with heavy rainfall.,Mwezi Moja
which other ways can farmers use to manage cassava whitefly.,"use of resistant varieties, maintaining proper plant nutrition and moisture levels, and minimizing weed growth around the cassava plants."
name any livestock diseases.," foot-and-mouth disease, brucellosis, and tuberculosis"
why do we say cover crops are nurse crops?,"they increase the survival of the main crop being harvested, and are often grown over winter"
what processes are involved during harvest phase of  Food Supply Continuum,"harvesting the meat, fruit, vegetable or food product and processing it into a usable form"
what is the use of vitamin B6?,B6 is related to metabolism and immune function as well as brain development during pregnancy
how can i define precision agriculture?, Precision agriculture is the use of technology to optimize crop production and reduce waste
why are maize varieties genetically modified., to tolerate glyphosate or to provide protection against natural pests
"Is buying local and organic the same thing?
",No. Local is a definition based on location
what is a major source of greenhouse gas emissions,Animal husbandry
which other conditions should be considered when planting maize in green house.,"In a greenhouse, it is important to provide the maize plants with adequate light, moisture, and nutrients. The greenhouse should be equipped with a suitable irrigation system to provide water to the plants, and fertilizers should be applied regularly to ensure proper growth and development."
what is the impact of Intensive tillage.,"Intensive tillage can disrupt soil structure, reduce soil organic matter, and increase soil erosion, which can all lead to reduced soil fertility over time."
how can farmers improve soil fertility of a clay soil.,"Improve drainage: Incorporate organic matter, such as compost or well-rotted manure, into the soil to improve its structure and drainage capacity.

Amend the soil: Add sand or other coarse materials to clay soil to improve its texture and increase its drainage ability.

Implement proper tillage practices: Avoid over-tilling or working the soil when it is too wet, as this can lead to compaction. Use appropriate tillage techniques to break up compacted soil layers and improve root penetration.

Apply organic matter: Regularly add organic matter, such as compost or cover crops, to the soil to enhance its fertility, structure, and water-holding capacity.

Practice crop rotation: Rotate maize with other crops that have different root structures and nutrient requirements to help break up compacted soil and reduce the risk of soil-borne diseases."
what are other pest management practices that can be used to manage mealybug infestations.,"the use of resistant varieties, maintaining proper plant nutrition and moisture levels, and minimizing weed growth around the cassava plants."
How long does cassava takes to mature.," It takes between 8 to 18 months to mature, depending on the variety"
"apart from suppressing weeds, what are other properties of allelopathic cover crops."," they can also break disease cycles and reduce populations of bacterial and fungal diseases, and parasitic nematodes"
what is GMO in full?,Genetically Modified Crops
what other reasons makes cassava a staple food crop.,"Cassava is a hardy crop that can tolerate drought and poor soil conditions. This makes it an important crop for smallholder farmers who may have limited access to water and resources.
"
what is depth of the soil for planting maize.,"make an estimate of about 5-7 cm deep, and you can make the holes deeper for dry planting and sandy soil."
what is the importane of organic farming?,This approach seeks to minimize the use of synthetic chemicals and promote the health of the soil and the environment
What is likely effects of not replacing new seeds every season?,"Not replacing new seeds every season can lead to a decrease in yield and quality of the crop. This is because the seeds may lose their vigor and genetic purity over time due to factors such as natural genetic drift, environmental stressors, and contamination from other varieties."
why is cassava referred to as a short-day plant?,it requires a certain amount of darkness to initiate flowering
how can proper sanitation be used to control root rot.,"Infected plant debris should be removed from the field, and tools and equipment should be disinfected to prevent the spread of root rot."
Is uganda among the largest cassava producers in Africa?,Certainly
"I was told that for quickly germination of maize seeds, it needs first to be shocked in water before planting, is that true?","No, it is not necessary to shock maize seeds in water before planting for quicker germination. Maize seeds generally do not require pre-soaking before planting. They are capable of germinating under favorable soil conditions without any pre-treatment."
what does poverty results in?,"inability to purchase food, safely store food or transport food from where it is grown to where it is needed."
name one open-pollinated maize variety that was developed in West Africa and is well-suited to drought-prone regions.,SAWAH
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
what factors should be considered when a applying NPK fertilizers on maize plants.,"soil fertility, crop growth stage, and local recommendations"
what is FDA,Food and Drug Administration
what is the effect of CMD.,"The disease affects the leaves of cassava plants, causing yellowing and mottling, as well as stunted growth and reduced yield."
What is the organic name for cassava.,Manihot esculenta
which kind of threshing is the most common in developing countries.,Manual threshing
Suggest the advantages of clay soil,"High water-holding capacity: Clay soils have a high water-holding capacity, which can be advantageous in areas with low rainfall or inconsistent moisture. This can also reduce the need for irrigation and improve soil moisture retention.
High nutrient retention: Clay soils have a high nutrient retention capacity, which can help to reduce leaching of nutrients and improve soil fertility.
Good for some crops: Clay soils can be good for crops that require consistent soil moisture, such as rice, and can also be beneficial for root crops such as carrots and potatoes.
High organic matter content: Clay soils often have a high organic matter content, which can improve soil structure and water-holding capacity."
Where can we farmers get the beans seeds with iron content?,Look for seed suppliers that specialize in breeding and supplying seeds with higher iron content. You can search online for seed suppliers in your area or contact your local agricultural extension office for recommendations.
what is band placement of fertilizers,where the fertilizers are placed in rows near the plant roots
what does Cassava Anthracnose Disease: causes.,"dark spots on the leaves, stem, and root"
how can nutrient management help in improving red soil.,"Conduct a soil test to determine the nutrient deficiencies in the soil. Based on the test results, apply the necessary fertilizers to provide adequate levels of essential nutrients, such as nitrogen, phosphorus, and potassium. This helps to optimize plant growth and yield."
what is mound planting.,Mound planting involves creating mounds or hills by heaping soil around the base of the cassava stem
