question,answers
why do livestock require a steady supply of food and water.,to maintain their health and productivity.
what does NPK stands for.,"(nitrogen, phosphorus, and potassium"
Where does our food come from?,"87.3% of food and beverage purchases by U.S. consumers, including both grocery store and eating out purchases, were from domestic production. The remaining 12.7% were imported food and beverages such as produce from Chile or wines from France"
which nutrients do beans require for their growth.,"Beans require adequate levels of nitrogen, phosphorus, and potassium"
what is the impact of over-fertilization.,"excessive vegetative growth, lodging, and reduced yield"
What is the effect of moisture on stored beans?,"Moisture is one of the key factors that affect the quality and shelf life of stored beans. Here are some of the effects of moisture on stored beans: Mold growth,Insect infestation,Sprouting,Hardening and discoloration,Nutrient loss."
what is Spinosad pesticide.,"Spinosad is a natural pesticide derived from the fermentation of a soil bacterium. It is effective against a wide range of insect pests, including bean beetles, leafminers, and thrips. Spinosad works by disrupting the nervous system of insect pests, leading to paralysis and death."
which nutrients are provided by fertilizers?," nitrogen, phosphorus, and potassium"
what other reasons are there for using diammonium phosphate put in planting hole.,"DAP is water-soluble, which means it can be quickly taken up by plant roots and used for growth. By placing DAP in the planting hole, the young plant's roots can access the nutrients immediately, promoting early growth and establishment."
what is Aquaculture,production of fish for human consumption
What is the importance of the storage organs to plants,"Storage organs, such as tubers, bulbs, and rhizomes, act as reservoirs for storing nutrients. These organs accumulate and store carbohydrates, proteins, and other essential nutrients during periods of active growth. The stored nutrients can be utilized by the plant during periods of dormancy, unfavorable conditions, or for supporting new growth."
What are the side effects of preservatives on human health?,"Allergic reactions: Some people may be allergic to certain preservatives, such as sulfites, which are commonly used in dried fruits, wine, and other foods. Symptoms of an allergic reaction to preservatives can include hives, itching, swelling, difficulty breathing, and anaphylaxis, a severe and potentially life-threatening reaction."
why are farmers advised not to apply fertilizers during drought or when rainfall are unexpected.,"can cause fertilizer burn or leaching, and reduce its effectiveness"
what factors leads to cassava price variation.," location, market demand, and quality of the cassava"
name the steps the farmer can use to control pest after detection the garden.,"Identify the disease: Try to identify the specific disease affecting the cassava plants. Observe the symptoms, such as leaf discoloration, wilting, lesions, or any other unusual signs. You can consult local agricultural extension services, agricultural experts, or plant pathologists to help identify the disease accurately.

Isolate and remove infected plants: If the disease is confirmed, promptly isolate and remove the infected plants from the field. This prevents further spread of the disease to healthy plants. Properly dispose of the infected plants by burning, burying, or removing them from the field.

Sanitize tools and equipment: Clean and sanitize any tools, equipment, or machinery that have come into contact with the infected plants. This helps prevent the disease from spreading to other fields or areas.

Implement cultural practices: Adopt cultural practices that can help manage or control the disease. These may include adjusting planting density, optimizing nutrition and irrigation practices, and practicing crop rotation. Some diseases may be controlled by removing alternate host plants or weeds that can serve as reservoirs for the pathogens.

Seek expert advice: Consult local agricultural extension services, agricultural experts, or plant pathologists for specific recommendations on disease management strategies. They can provide guidance on appropriate fungicides or other control measures if necessary.

Monitor and scout regularly: Continuously monitor the field to track the spread and severity of the disease. Regular scouting helps identify any new infections and allows for timely intervention."
what are different cassava diseases?,Cassava 
Name the crops that can be successfully grown in clay soil.,"Cabbage
Spinach
Broccoli
Cauliflower
Kale
Beets
Beans
Peas"
name any other disease that causes bean to wither and die after germination.,Fusarium Wilt
how can farmers use test kit to test soil PH.,"To use the kit, farmers can collect a soil sample from their field or garden, mix it with distilled water, and then add a few drops of the pH indicator solution. The color of the solution will then be compared to the chart, which indicates the pH level of the soil. A pH level of 7 is considered neutral, while levels below 7 indicate acidic soil and levels above 7 indicate alkaline soil.
"
which crop disease cause yellowing in beans plants., bacterial blight and aphids
"which pest feed on the sap of the bean plant, causing stunting and distortion of the leaves",Bean aphids (Aphis fabae)
what causes cassava root rot., fungal and bacterial pathogens
why is seed priming done.,to enhance germination and early seedling growth.
which variety of maize that is widely grown and used for both human and animal consumption.,Dent maize
What is the appropriate distance for planting beans,"The appropriate distance for planting beans can vary depending on several factors such as the bean variety, soil fertility, and available resources. However, as a general guideline, bush beans are typically planted with a spacing of 6-8 inches (15-20 cm) between plants and 18-24 inches (45-60 cm) between rows. This spacing allows the plants to have enough room for proper growth, airflow, and access to sunlight. For pole beans, which require support, you can plant them in rows spaced about 3 feet (90 cm) apart, with the plants spaced 6-8 inches (15-20 cm) apart within the rows."
which maize variety is resistant to crop pest and diseases.,"CIMMYT (International Maize and Wheat Improvement Center) hybrids: CIMMYT develops and releases several maize hybrids that have shown resistance to pests and diseases in various regions.

DKC (Dekalb) hybrids: Dekalb is a well-known seed company that offers a range of maize hybrids with resistance to specific pests and diseases.

Pannar hybrids: Pannar is another seed company that offers maize hybrids with resistance to various pests and diseases."
what are other reasons  why crops are sprayed,"to prevent rats, mice, and insects from contaminating foods while they are being stored"
What chemical can a farmer use to spray beans affected by hailstorm?,"When beans are affected by hailstorm, the damage is usually physical and can lead to wounds on the plants. These wounds can create openings for various diseases and pests to attack the plant. Therefore, it is recommended to use a broad-spectrum fungicide that can control a wide range of diseases and protect the plant from further damage"
Which cassava disease is the most devastation in Uganda?,Cassava Brown Streak Disease (CBSD)
name one open-pollinated maize variety that was developed in West Africa and is well-suited to drought-prone regions.,SAWAH
how can pest and diseases be managed in maize plants? ,"use of chemical or organic pesticides and fungicides, as well as proper crop rotation to reduce the risk of infection"
what are organic fertilizers?," are derived from natural sources such as animal manure, compost, and plant residues"
which countries in United States has fish farms,"California, Idaho, Alabama, Arkansas, Louisiana, Mississippi, and along the southeastern U.S. coast"
Name the crops that can be successfully grown in clay soil.,"Cabbage
Spinach
Broccoli
Cauliflower
Kale
Beets
Beans
Peas"
why are farmers not encouraged to collect soil samples compost piles or manure storage., These areas may have localized nutrient concentrations that do not represent the overall soil fertility.
what does Cutworms  feed on.,"These caterpillars feed on the stem of young bean plants, cutting them off at ground level and causing wilting and death of the plant."
name any form of Motorized mechanization in agricultural autoation.,ploughing and milking
Why my beans are geminating with yellow leaves.,"Yellowing leaves can be a sign of nutrient deficiency, particularly nitrogen. Beans require an adequate supply of nitrogen for healthy growth. If the soil lacks nitrogen or other essential nutrients, it can result in yellowing leaves."
"which insecticide is used to control various pests, including bean fly and aphids.",Imidacloprid
what are other pest management practices that can be used to manage mealybug infestations.,"the use of resistant varieties, maintaining proper plant nutrition and moisture levels, and minimizing weed growth around the cassava plants."
why are farmers encouraged to do proper seed bed preparation.,"Proper seed bed preparation creates a favorable environment for seed germination. It helps to loosen the soil, remove debris, and create a fine and level surface where seeds can make good contact with the soil, facilitating better seed-to-soil contact and increasing the chances of successful germination."
What is Consumptive water use?,is the term that describes water used and not returned to the original source. 
which other way can cover crops increase fertility,Cover crops can also improve soil quality by increasing soil organic matter levels through the input of cover crop biomass over time
how is  shifting cultivation done?," a small area of forest is cleared by cutting and burning the trees. The cleared land is used for growing crops for a few years until the soil becomes too infertile, and the area is abandoned. Another patch of land is selected and the process is repeated"
Is agriculture a luxury or a matter of national security?,American agriculture is a matter of national security
what are some of the ways of managing armyworms.,"use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
name the two common types of cassava beetle.,African cassava beetle and the South American cassava beetle
what are Single nutrient fertilizers., supply 1 or 2 of these nutrients.
what is fertilization?,the process of adding nutrients to the soil to improve crop growth and yield
why do cassava propagated through stem cuttings matures faster compared to seed propagation.,This is because the stem cuttings already have a head start in development and can quickly establish roots and start growing.
why should you use mound planting.,"method ensures good soil drainage, which is essential for cassava growth. It also helps to reduce soil erosion and increases yields"
list common signs of sucking pest.,"ellowing leaves, stunted growth, distorted leaves, and a general decline in plant health. Severe infestations can also cause wilting, defoliation, and even death of the plant."
what is Crop rotation.,"The practice of growing a series of different types of crops in the same area in sequenced
seasons or years"
how can a farmer identify root rot in cassava plant.,"yellowing of leaves, wilting, and stunting of plant growth"
