question,answers
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
why should farmers avoid areas with recent fertilizer or pesticide applications when collecting soil sample.,"These substances can alter the nutrient levels and pH of the soil, affecting the accuracy of the soil analysis."
How does environmental condition contributes to the spread of maize streak disease.,Maize streak disease tends to be more prevalent and severe in regions with warmer temperatures and high humidity. These conditions favor the growth and activity of both the virus and its leafhopper vectors.
what is crop rotation in soil management?,a technique used in soil management to reduce soil-borne diseases and pests and improve soil fertility
what is the most popular crop in midwest?,Soybeans 
what is the characteristics of Common rust maize diseas.,"yellowing and browning of the leaves, with characteristic reddish-brown pustules on the undersides of the leaves"
what are Fertilizers?,are substances that are added to soil to improve plant growth and increase crop yields
what is Hybridization.,This involves crossing two different varieties of maize with desirable traits to create a new variety that combines the best traits of both parents.
what is the use of vitamin B6?,B6 is related to metabolism and immune function as well as brain development during pregnancy
What is the recommended seed rate of maize in an acre garden?,"The recommended seed rate for maize can vary depending on various factors such as the maize variety, soil fertility, planting method, and desired plant population. However, as a general guideline, the recommended seed rate for maize in an acre garden is typically between 25,000 to 40,000 seeds per acre"
"What is field curing, and why is it important for bean crops?","the beans are left to dry further in the sun, a process known as field curing"
name the two common types of cassava beetle.,African cassava beetle and the South American cassava beetle
which nutrients do beans require for their growth.,"Beans require adequate levels of nitrogen, phosphorus, and potassium"
how many teats or nipples does a cow has?,"four nipples, or teats"
why do we say cover crops are nurse crops?,"they increase the survival of the main crop being harvested, and are often grown over winter"
Is beef a healthy protein option?,serving of beef provides 10 essential nutrients including vitamins B6 and B12 and about half the daily requirement of protein.
"Does the United States import more agricultural products than we export?
","Agriculture has a positive trade balance, which means we send out (export) more than we bring in (import)"
what is the most popular crop in midwest?,Soybeans 
which species of armyworms are the most common.,fall armyworm 
Name the crops that can be successfully grown in sandy soil,"Sweet potatoes
Carrots
Peppers
Tomatoes
Watermelons
Pineapples
Cucumbers
Okra"
how do farmers control soil erosion.,farmers use conservation practices like planting cover crops in the winter or using conservation tillage practices
at what stage does cassava requires about 500 to 750 mm of rainfall.,maturation stage
what are fertilizers?,Fertilizers are substances that are added to soil to improve the growth and quality of crops
which  sector is considered as one of the most hazardous of all economic sectors by International Labour Organization.,agriculture 
How can Rogueing be used to control CBSD.,Infected plants should be identified and removed from the field to prevent the disease from spreading
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
where do I submit my answer?,Right here
name the various pest and diseases that can affect cassava plants.,"mealybugs, whiteflies, cassava mosaic disease, and cassava brown streak disease"
"which insecticide is used to control various pests, including bean fly and aphids.",Imidacloprid
what causes hunger?,poverty
