question,answers
how do cover crops suppress weeds during growth.,"During growth these cover crops compete vigorously with weeds for available space, light, and nutrients"
what are some of the signs of cutworms.,damaged stems and cut plants
which other measures can be put in place to ensure successful germination of cassava plants.,Pest and disease contro
What maize variety is drought resistant?,DroughtGard: This is a genetically modified maize variety that has been engineered to be resistant to drought.
when does the differences in appearance between the solitaria and gregaria phases become apparent.,in the third instar and remain until the last instar
where can we find African beetles.,West and Central Africa
which year did methane emission decline to 35%,1975
What is Consumptive water use?,is the term that describes water used and not returned to the original source. 
Are beef animals consuming grain that could be used to feed humans?,lifetime 
How can local maize breeds be improved  on productivity?,"Selective breeding: This involves selecting the best plants in terms of yield, disease resistance, and other desirable traits and using them as parents to produce offspring with improved traits."
can clean planting materials be used to control root rot?,Cassava cuttings should be obtained from healthy plants that have been certified as free from root rot.
The major agricultural products can be broadly grouped into ?,"foods, fibers, fuels, and raw materials (such as rubber)"
is Acholi Sub-region affected by drought?,"he Acholi sub-region, which comprises of the districts of Agago, Amuru, Gulu, Kitgum, Lamwo, Nwoya, and Pader, is another area affected by drought in Uganda. The region is located in the northern part of Uganda and is characterized by a semi-arid to sub-humid climate."
"How is the spread of armyworms facilitated, and why is it challenging to contain their spread?","The spread of armyworms is facilitated by their ability to fly long distances, which makes it difficult to contain their spread. The pest can also survive in crop residues, making it challenging to eradicate them completely"
How can i improve clay soil for maize production,"Add organic matter: Incorporating organic matter, such as compost or well-rotted manure, into clay soil can improve soil structure, increase soil fertility, and enhance water-holding capacity. It is best to apply organic matter in the fall or early spring and mix it into the soil to a depth of 6-8 inches."
which vitamins helps blood cell and DNA development,B12 
what are different cassava diseases?,Cassava 
what are the general steps for planting cassava stems.,"Select healthy cassava stems: Choose stems that are healthy, mature, and disease-free. Ideally, the stems should be about 20 to 30 cm long, and should have at least one node.

Cut the stems: Cut the stems into sections, each containing at least one node. The nodes are the points where the leaves and roots will grow.

Allow the cuttings to dry: Allow the cuttings to dry for a few hours in a shaded area. This will help to reduce the risk of fungal infection and other diseases.

Prepare the planting site: Clear the planting site of weeds and other debris, and loosen the soil to a depth of about 20 cm.

Plant the cuttings: Plant the cassava cuttings in the soil, burying them to a depth of about 5 to 10 cm. Space the cuttings about 1 meter apart.

Water the cuttings: Water the cuttings immediately after planting, and continue to water them regularly until they are established."
When was the fall armyworm first detected in Uganda?,2016
when do ad.ults emerge from pupa stage,in 7 to 10 days
when do the eggs of armyworms turn black., prior to hatching
What type of soil is best suited for growing beans?,Beans require well-draining soils with a pH level between 6.0 and 7.5
what is the purpose of threshing .,The purpose of the threshing process is to detach the grain from the panicles
does harvesting maize early before its dried causes mycotoxin contamination?,"Maize that is harvested before it is fully dried is at a higher risk of mycotoxin contamination, which can pose health risks to both humans and animals if consumed."
which other DK varieies are available in amolatar?,"DK 9093, DK 8073, and DK 8031"
What is the recommended pH range for soil used for growing beans?,between 6.0 and 7.5
what is incubation period for steak disease.,10 to 14 days after infection
what other reasons are there for using diammonium phosphate put in planting hole.,"DAP is water-soluble, which means it can be quickly taken up by plant roots and used for growth. By placing DAP in the planting hole, the young plant's roots can access the nutrients immediately, promoting early growth and establishment."
what is the use of cow's special stomach,to store food for later chewing and digestion once they were hidden and out of danger
which type of weed control involves the use of herbicides to control weeds in the cassava field,Chemical weed control
name two types of beans found in the garden,bush beans and pole beans
what is the importance of humidity.,"High humidity can promote the growth of fungal diseases, while low humidity can increase water stress on plants. Crop-specific humidity requirements vary, and farmers need to consider the ideal humidity levels for their crops."
which maize variety is resistant to crop pest and diseases.,"CIMMYT (International Maize and Wheat Improvement Center) hybrids: CIMMYT develops and releases several maize hybrids that have shown resistance to pests and diseases in various regions.

DKC (Dekalb) hybrids: Dekalb is a well-known seed company that offers a range of maize hybrids with resistance to specific pests and diseases.

Pannar hybrids: Pannar is another seed company that offers maize hybrids with resistance to various pests and diseases."
how can timing and method of fertilizer application improves soil fertility.,"The timing and method of fertilizer application, such as surface application, broadcasting, or placement, can influence nutrient availability and uptake by crops. For example, applying nitrogen fertilizer at planting may promote early crop growth and development, while side-dressing or top-dressing may promote later growth and fruiting."
what are some of the tips on how to best use PICS bags for storing maize grains.,"Clean and dry the grains: Before storing maize grains in PICS bags, make sure that they are thoroughly cleaned and dried to a moisture content of around 12-13%. This will help prevent mold and insect growth.

Fill the bags completely: Fill the PICS bags completely with the maize grains, leaving no empty space. This will help prevent the buildup of oxygen and moisture, which can lead to spoilage and insect growth.

Seal the bags tightly: After filling the bags with maize grains, seal them tightly using the PICS bag sealer or a heat sealer. Make sure that there are no holes or leaks in the bags, as this can allow air and moisture to enter.

Store the bags in a cool and dry place: Store the PICS bags in a cool and dry place, away from direct sunlight and sources of moisture. A well-ventilated room or a grain storage facility is ideal for storing PICS bags.

Check the bags regularly: Check the PICS bags regularly for any signs of damage, such as holes or leaks, and for any signs of insect or mold growth. If any damage or signs of infestation are found, take immediate action to prevent further damage."
