question,answers
how do farmers control insects?,prevent insect damage by putting up insect traps or by bringing in beneficial insects that feed on the harmful ones that are causing a problem.
how does  Fertilisers  reduce terrestrial biodiversity .,"by increasing competition for light, favouring those species that are able to benefit from the added nutrients. "
How has agricultural automation stimulated employment.,by allowing producers to expand production and by creating other agrifood systems jobs
what are some of the pest management practices for armyworm.,"planting cassava in well-drained soil, maintaining a healthy crop by providing adequate water and nutrients, and rotating crops to reduce armyworm populations."
name the various pest and diseases that can affect cassava plants.,"mealybugs, whiteflies, cassava mosaic disease, and cassava brown streak disease"
how do you control Cassava mosaic disease,"planting disease-resistant varieties, using virus-free planting materials, and maintaining good field sanitation, as well as chemical control measures"
which species of leafhoppers spread maize streak disease.,Cicadulina mbila and Cicadulina storeyi
why should you cassava plant regularly.,to ensure that the cassava plants have enough nutrients and sunlight to grow
what is the use of cow's special stomach,to store food for later chewing and digestion once they were hidden and out of danger
name any materials that can be use mulch on the farm.,"straw, leaves, or wood chips"
why are maize varieties genetically modified., to tolerate glyphosate or to provide protection against natural pests
What is gene editing? How is it different from genetic engineering?,Gene editing allows scientists to make changes to a specific target sequence of DNA within a gene. It modifies the gene in a precise and predictable manner
who are leading beans producers?," As such, there may not be a single entity or group of traders who can be considered the leading bean traders in Uganda.Which district are you interested in?"
Which fertilizer is good for planting beans?,farmyard manure (FYM) and compost manure
Are there some CBB resistant crops?, Some cassava varieties have been developed that are resistant to CBB
"in order to guard against drought, farmers should invest in soil conservation measures to improve soil health and water-holding capacity. They can use techniques such as?","conservation tillage practices, crop rotation, cover cropping, and mulching to reduce soil erosion, increase organic matter, and improve water infiltration"
define what GMO is?,"GMOs are crops that have been genetically modified to enhance their resistance to pests and diseases, as well as to improve their nutritional value and other characteristics"
what are used to mark rows when planting cassava., stakes and a string 
can crop rotation be used to control couch grass?,Crop rotation is another effective way to control couch grass. This involves planting a different crop in the cassava garden after harvesting the cassava. This can help to break the life cycle of the couch grass and prevent it from establishing a strong presence in the soil.
how does dormancy affects seed germination., allows the seed to delay germination until conditions are more favorable for seedling growth and survival.
which pesticides causes liver disease?,Copper sulfate 
How are the toxic cyanide compounds removed from harvested cassava. ,"boiling, baking, and drying"
which bean variety is suitable for areas with heavy rainfall.,Mwezi Moja
Commonly used nitrogen-rich fertilizers for top-dressing maize include?,urea and ammonium sulfate
which region has adopted automatic milking system.,Northern Europe
What is threshing?,separate the beans from the pods and other debris
What is threshing?,separate the beans from the pods and other debris
What is crop cultivation?," is the practice of growing crops for food, fiber, or fuel"
How can i improve soil areation,"To improve soil aeration, you can add organic matter to the soil, such as compost, which can improve soil structure and create pore spaces for air and water movement. Avoid over-tilling or compacting the soil, which can reduce soil pore space and restrict air movement"
what is animal welfare?,refers to the conditions in which an animal is raised
what is root rot disease.," This is a fungal disease that causes the roots of the cassava plant to rot, leading to stunted growth and reduced yield"
what are organic fertilizers.,"Organic fertilizers are made from natural materials such as compost, manure, and bone meal. They can provide a range of nutrients and help to improve soil structure and fertility over time."
what are ponnies?,"Ponies are small breeds of horses that, because of their size, appear much smaller when fully grown than larger breeds of horses"
What damage do sucking pest cause to plants like beans in the garden,"Sucking pests, such as aphids, whiteflies, and mites, can cause significant damage to plants like beans in the garden. These pests feed on the sap of the plant, which can weaken and stunt its growth. They also often transmit plant viruses, which can cause even more damage."
why do cassava propagated through stem cuttings matures faster compared to seed propagation.,This is because the stem cuttings already have a head start in development and can quickly establish roots and start growing.
what kind of information is collected by tools used in precision agriculture?," soil moisture, nutrient levels, and other factors"
why is Integrated Pest Management used?,"to minimize the use of pesticides and other chemicals, while still effectively controlling pests and diseases."
What are the symptoms of maize streak disease,"Stunted growth: Infected plants often show stunted or reduced growth compared to healthy plants. The overall size of the plant is smaller, and it may fail to reach its normal height.

Yellowing or chlorosis: The leaves of infected plants exhibit yellowing or chlorosis. The chlorotic areas appear as irregular streaks or patches along the veins of the leaves. The yellowing may progress to the entire leaf, leading to leaf necrosis.

Leaf curling: Infected plants may exhibit curling or rolling of the leaves. The leaves may curl upwards or downwards, giving a distorted appearance.

Narrowing of leaves: The leaves of infected plants may become narrower and more erect than healthy leaves. This symptom is known as leaf strapiness."
Name the most common types of beans that are milled for human consumption.,"black beans, navy beans, and pinto beans"
what are the negative consequences of fertilizers for the environment.,pollution of waterways and harm to aquatic ecosystems.
why is sit recommended to conduct soil test?,to determine the nutrient status of your soil and to consult with local agricultural extension services or agronomists for precise fertilizer recommendations based on your specific location.
how can farmers harvest rain water.,"They can construct catchment basins, dig small ponds or cisterns, or even collect runoff from roofs and other surfaces to conserve water."
name the two common types of cassava beetle.,African cassava beetle and the South American cassava beetle
What is the process of field drying and threshing maize?,Post-harvest management
what type of soil can cause cassava plant to die prematurely.,"soil with high salinity or acidity, can cause the plants to dry out and die prematurely"
What is post-harvest management?,Proper storage conditions
