question,answers
What is the reason as cassava is called staple food,"Cassava is high in carbohydrates, with around 38-40% of its dry weight consisting of starch. This makes cassava an important source of energy for people who rely on it as a staple food."
how does water spread blight in cassava field.,"Rain and irrigation water can spread the bacterium from infected plants to healthy ones, particularly in areas with high rainfall and high humidity."
which kind of GM varieties release protein to control pest.,bacterium Bacillus thuringiensis
why is migration benefical to moths?,it allows the species to travel to a new location with fewer predators and less possibility of parasitism and infection
how long should the cassava stem be cut?,20-30 cm long
what is the approximate Global agricultural production of food.,11 billion tonnes
How is intercropping helpful in cassava production.,This helps to maximize land use and improve soil fertility
which soil organism play a critical role in nutrient cycling.,"bacteria and fungi,"
whats the botanical name of african armyworm,Spodoptera exempta
name regions where irrigation is applicable.,regions with low rainfall or unreliable water sources
What is post-harvest management?,Proper storage conditions
when do the intensity of outbreak increases.,"during the start of the wet season after a drought, which allows moths to lay eggs in areas of dense vegetation which supports the larval stage growth"
what is Crop rotation.,"The practice of growing a series of different types of crops in the same area in sequenced
seasons or years"
what concerns have recently been raised about GMO's? ,safety and potential environmental impacts
how are fungi beneficial to soil.,"hese fungi can form symbiotic relationships with plant roots, helping to improve nutrient uptake and plant growth.
"
"How is the spread of armyworms facilitated, and why is it challenging to contain their spread?","The spread of armyworms is facilitated by their ability to fly long distances, which makes it difficult to contain their spread. The pest can also survive in crop residues, making it challenging to eradicate them completely"
how can conduct a simple test to check the authenticity of the agrochemical.,"For example, you can mix a small amount of the product with water and observe how it dissolves. Fake products often leave residues or do not dissolve properly.
"
what is mechanical planting?,"involves the use of machines to plant cassava stem cuttings, which saves time and labor compared to manual planting."
how can you control mealybug biologically?,introduction of natural enemies of the mealybug
what is the most popular crop in midwest?,Soybeans 
Are genetically modified organisms (GMOs) the only organisms with genes?,"No. Living or once living things contain genes, whether they are genetically modified or not. �Gene� is the root word for genetics. Genes are located on chromosomes"
name examples of organophosphate insecticides that are commonly used for controlling bean pests.,chlorpyrifos and malathion.
"apart from maintaining soil structure, what are some of use of soil air."," soil air plays a key role in the cycling of nutrients, such as nitrogen, carbon, and sulfur, which are essential for plant growth. Soil air also supports the activities of soil microorganisms, which are important for breaking down organic matter and releasing nutrients into the soil"
name the pre-cultivation requirements are important for ensuring a healthy and high-yielding cassava crop.,"Proper land preparation, seed selection, and pest and disease control are critical for successful cassava production"
name some control measures for cutworms.," use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
what is the spacing between plants and rows?,a spacing of 20-30 cm between plants and 60-75 cm between rows
"I always see some maize combs having a variety of colors ranging from purple , blue , red , orange , yellow , white etc. what causes such maize to have all those colors in one comb,?",recombination during pollination.
During which phases are the S. exempta species susceptible to a cytoplasmic virus.,During the pupal and pre-pupal stages
how can farmers ensure proper drainage.,Ensuring that fields are properly drained can help to reduce the risk of infection.
What is a seed drill?,a device that allowed farmers to plant seeds in the soil and then cover them up
How does environmental condition contributes to the spread of maize streak disease.,Maize streak disease tends to be more prevalent and severe in regions with warmer temperatures and high humidity. These conditions favor the growth and activity of both the virus and its leafhopper vectors.
state the difference between fresh and dry maize in terms of glycemic index.,"Fresh maize has a higher glycemic index than dry maize, which means it can cause a more rapid increase in blood sugar levels. Dry maize, on the other hand, has a lower glycemic index and is a better choice for people with diabetes or those watching their blood sugar levels."
what other measures can a farmer use to control root rot.,Use of fungicides
does harvesting maize early before its dried causes mycotoxin contamination?,"Maize that is harvested before it is fully dried is at a higher risk of mycotoxin contamination, which can pose health risks to both humans and animals if consumed."
which maize variety was developed by the International Maize and Wheat Improvement Center (CIMMYT).,CML444
why is cassava versatile?,"Cassava can be processed into a variety of products, such as flour, starch, and tapioca pearls. These products can be used in a range of dishes, including bread, cakes, noodles, and dumplings."
what is soil fertility,Soil fertility is the ability of soil to sustain plant growth and optimize crop yield
"the product of consistent modification by scientists are called?
",GMOs 
why should the ridges be labelled?, to ensure uniform planting depth and spacing
what causes cassava root rot., fungal and bacterial pathogens
which insects are known to transmit maize streak virus from one maize plant to another.,Cicadulina species
how doses cover crops reduce soil loss?,"by improving soil structure and increasing infiltration, protecting the soil surface, scattering raindrop energy and reducing the velocity of the movement of water over the soil surface"
how does climate change affects agriculture.,"through changes in average temperatures, rainfall, and weather extremes (like storms and heat waves); changes in pests and diseases; changes in atmospheric carbon dioxide and ground-level ozone concentrations; changes in the nutritional quality of some foods; and changes in sea level"
How can a farmer control bean weevil in the store?,"Cleaning and hygiene: Before storing beans, ensure that the storage area is clean and free from debris and residues that may harbor pests. Thoroughly clean the storage containers or structures to remove any existing infestations.

Proper storage containers: Use airtight containers, such as metal or plastic bins with tight-fitting lids, to store beans. This helps prevent weevils from entering and infesting the beans. Avoid using jute bags or other porous materials that can allow pest entry.

Temperature control: Weevils thrive in warm temperatures. Keeping the storage area cool can help deter their growth and reproduction. Maintain a temperature below 15 degrees Celsius if possible.

Moisture control: Weevils require moisture to survive and reproduce. Ensure that the beans are properly dried before storage to reduce moisture content. Use moisture-absorbing substances like silica gel packets or dry ash in the storage containers to keep the environment dry.

Natural repellents: Some natural substances act as repellents to weevils. These include dried neem leaves, mint leaves, or tobacco leaves. Place small sachets of these repellents in the storage containers to deter weevils.

Freezing or heating: If feasible, beans can be subjected to extreme temperatures to eliminate weevils. Freezing the beans for a few days at temperatures below -18 degrees Celsius or heating them at temperatures above 60 degrees Celsius can kill the pests.

Regular monitoring: Regularly inspect the stored beans for signs of weevil infestation, such as holes in the beans or presence of adult weevils. If infestation is detected, separate and discard the infested beans to prevent further spread."
How do you call the young ones of a horse,foal
what is plant nutrition?,refers to the process by which plants obtain and utilize essential nutrients for growth and development. 
Where else can we farmers get the beans seeds with iron content?,Check with research institutions: Agricultural research institutions often conduct research on crop varieties with higher iron content. You can check with local research institutions or universities to see if they have developed bean varieties with higher iron content and if those seeds are available for purchase.
"What size should cassava stem be for planting?

",between 25 to 30 centimeters in length
what is the ridges or furrows dimensions to be created.,30 cm high and 60 cm wide
