question,answers
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
why should Livestock receive appropriate veterinary care.,to ensure they remain healthy and productive
name different ways of planting cassava.," single stem planting, stake planting, or mounding"
Which type of maize is good for storage,The type of maize that is good for storage is one that has a high dry matter content and a hard outer layer. This helps to prevent moisture from getting into the kernel and reduces the risk of spoilage during storage
what other reasons are there for using diammonium phosphate put in planting hole.,"DAP is water-soluble, which means it can be quickly taken up by plant roots and used for growth. By placing DAP in the planting hole, the young plant's roots can access the nutrients immediately, promoting early growth and establishment."
what is soil?,"Soil is a complex mixture of minerals, organic matter, water, air, and living organisms."
what is the recommended spacing for long 1.,spaced by 75x30cm with a seed rate of 25kg/ha
which crops can be intercropped with cassava to help attract natural predators of cassava beetles., legumes or grasses
what is the proper storage facility for cassava plant.,"Cassava should be stored in a cool, dry, and well-ventilated place to prevent mold growth and rotting"
what is the use of vitamin B6?,B6 is related to metabolism and immune function as well as brain development during pregnancy
How long should maize grains to be boiled for it's effective nutrients in human consumption.,"Maize grains can be boiled until they are tender, which usually takes around 30 to 45 minutes, depending on the variety and maturity of the maize. However, the length of time that maize grains should be boiled for optimal nutrient retention can vary depending on the specific nutrient in question."
