question,answers
Does most of the money I pay for food go back to the farmer?,Not necessarily
"White flies have become resistant to pesticides, what else can farmers do eradicate them?","Integrated pest management (IPM): IPM is a holistic approach to pest management that involves a combination of techniques to control pests, including cultural, biological, and chemical methods. IPM can help to reduce the reliance on pesticides and prevent the development of pesticide resistance."
Which crop is the major source of food in africa?,Cassava 
which components of preservatives can cause cancer.,nitrates and nitrites
What fertilizer is recommended for maize at planting stage?,"For maize at the planting stage, a fertilizer high in phosphorus (P) is recommended. Phosphorus plays a crucial role in promoting root development and early plant establishment. One commonly used fertilizer for maize at planting is diammonium phosphate (DAP), which typically has a ratio of 18-46-0, indicating 18% nitrogen (N), 46% phosphorus (P), and no potassium (K). This fertilizer provides a readily available source of phosphorus for the young maize plants.
"
what are the demerits of leaving maize stalks in the garden after harvesting.,"Disease and pest carryover: Some diseases and pests can overwinter or survive on maize stalks, potentially infecting or infesting future crops. It is advisable to remove and properly dispose of stalks affected by diseases or pests to minimize the risk.
Crop rotation: Leaving maize stalks in the same area may hinder proper crop rotation, which is important for managing pests, diseases, and nutrient imbalances.
If you decide to leave maize stalks in the garden as organic matter and mulch, it is recommended to chop or shred the stalks into smaller pieces to facilitate decomposition. It is also important to monitor for any signs of disease or pests and take appropriate measures if necessary. Overall, proper management of maize stalks can contribute to soil fertility and sustainability, but it is essential to consider specific farm conditions and crop rotation practices."
what is the percentage of land degradation worldwide.,24%
how does farmers benefit from seed exchange programs.,Seed exchange programs allow farmers to share seeds with each other. Check with your local agricultural extension office or farmer network to see if there are any seed exchange programs in your area.
name plants that uses C3 carbon fixation.,alfalfa and soybeans
what is the required soil PH for potatoes.,between 4.8 and 5.5
what is the required depth of planting cassava.,about 5 to 7 centimeters
what is CBB,Cassava Bacterial Blight (CBB) is a bacterial disease that affects cassava plants
how can you break chemical dormancy.,by leaching the seed in water or by exposing it to a specific temperature or light regime.
name the activities of crop maintanance.,"weed and pest control, fertilization, and irrigation."
what does NPK stands for.,"(nitrogen, phosphorus, and potassium"
why do farmers prefer TME 419 variety.,It has good yield potential and is resistant to cassava mosaic disease and cassava brown streak disease.
how can tillage be used to control Couch grass., involves digging up the soil to a depth of at least 6 inches to disrupt the root system of the grass
which two countries contribute to 80 percentage of the sea food, Asia and Latin America
name the various forms in which fertilizers can be applied?,"granular, liquid, and foliar applications."
how can crop rotation improves clay soil.," Rotating maize with other crops, such as legumes or grasses, can help improve soil health and fertility by adding organic matter and breaking up soil compaction. It can also help reduce pest and disease pressure.Add lime and humus which clamp tinny particles to form a larger one hence improving aeration"
what is physical pest control.,involves trapping or killing pests such as insects and rodents
When is the ideal time to harvest maize?,"Harvesting is typically done when the kernels are fully developed and hard, and the husks have dried up and turned brown"
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
list symptoms of maize streak disease.,"Stunted growth: Infected maize plants often exhibit stunted growth compared to healthy plants. The plants may fail to reach their normal height and size.

Chlorotic streaks or stripes: One of the characteristic symptoms of maize streak virus is the appearance of chlorotic streaks or stripes on the leaves. These streaks are usually pale yellow to white in color and run parallel to the leaf veins.

Necrosis or browning: As the infection progresses, the chlorotic streaks may turn necrotic or brown. This necrosis can extend to the entire leaf blade, resulting in a scorched or burnt appearance.

Leaf curling and twisting: Infected maize leaves may exhibit curling and twisting, with a downward or upward curling of the leaf margins. This distortion is more prominent in severe infections.

Reduced grain production: Maize plants infected with maize streak virus often experience a reduction in grain production. Infected plants may have fewer or smaller ears, and the kernels may be poorly developed or discolored.
"
what factors contribute to the spread of CMD.,"Viral infection: The disease is caused by the presence of begomoviruses, particularly African cassava mosaic virus (ACMV) and East African cassava mosaic virus (EACMV). These viruses infect cassava plants and cause characteristic symptoms.

Vector transmission: Whiteflies feed on the sap of infected cassava plants, acquiring the virus. When they subsequently feed on healthy plants, they transmit the virus, leading to new infections. The whiteflies are efficient vectors and can quickly spread the disease within a cassava-growing area."
where are the south americans beetles,South America
why should the garden be harrowed after ploughing.,to break down any large clumps and create a fine tilth for planting
what other factors make whitefly to multiply faster.,"Whiteflies have a relatively short life cycle, with adults living for only a few weeks. This means that multiple generations can occur within a growing season, allowing populations to increase rapidly.
"
how long does the cassava plant takes to mature.," between 9-24 months after planting, depending on the variety and the intended use of the crop"
what is hay,"(dried grasses) to feed livestock (horses, cattle, sheep) during the winter when they cannot feed in green pastures"
where do armyworms lay their eggs., clusters on the lower side of leaves
what are other benefits of cover crops to habitat.,improve farm habitat for wildlife
what is the percentage of land degradation worldwide.,24%
name any other way of storing cassava.,Use proper containers
name any one example of forest pest., bark beetles
What is rouging.,"Removal of plants which are diseased or not of the desired type contaminants to purify and
clean the stock,"
which bean variety is suitable for areas with heavy rainfall.,Mwezi Moja
what farming technique is used to supplement rainfall in areas of low rainfall.,irrigation 
what are the three phases of  Food Supply Continuum,"pre?harvest, harvest and postharvest"
A mature horse shorter than 14 hands is considered?,pony 
name the major categories of Natural fibers.,"cotton, wool, hemp, silk and flax"
why do farmers need to manage the timing and frequency of feedings., to ensure that animals receive adequate nutrition without overeating.
What fertilizer is recommended for planting maize by researchers?,"NPK (Nitrogen-Phosphorus-Potassium) and DAP (Diammonium Phosphate) are good fertilizers for planting maize, as they both provide essential nutrients that maize needs for optimal growth and development."
what is Hybridization.,This involves crossing two different varieties of maize with desirable traits to create a new variety that combines the best traits of both parents.
A large diary cows can eat up of?,150 pounds
name the pre-cultivation requirements are important for ensuring a healthy and high-yielding cassava crop.,"Proper land preparation, seed selection, and pest and disease control are critical for successful cassava production"
how are plants harvested?,by hand or machine
how is stake planting done?,"In stake planting, cassava stems are first planted in a nursery bed and allowed to develop roots before being transplanted to the main field"
why is post-harvest management important for preserving the quality of beans?,to prevent mold growth and insect infestation
what are Calcium-based fertilizers?,"Fertilizers that are high in calcium, such as calcium nitrate or calcium carbonate, can help improve soil structure and water-holding capacity. Calcium helps flocculate clay particles in the soil, creating larger pore spaces and improving drainage."
what does the female S.exempta release to attract males.,pheromones
how do farmers control insects?,prevent insect damage by putting up insect traps or by bringing in beneficial insects that feed on the harmful ones that are causing a problem.
Is agriculture a luxury or a matter of national security?,American agriculture is a matter of national security
name some cultural practices that farmers can use to control cutworms,removing weeds and plant debris from the field and cultivating the soil before planting can help to reduce cutworm populations.
what is Food Supply Continuum,The process of getting food from the farm to the table
How are the toxic cyanide compounds removed from harvested cassava. ,"boiling, baking, and drying"
how can farmers control pest.,"To control these pests, farmers can adopt several practices, including using resistant bean varieties, planting at the right time, practicing crop rotation, using natural predators and parasitoids, and applying pesticides when necessary"
what is the impact of using old seeds.,"Using old seeds may also increase the risk of seed-borne diseases and pests, which can cause further damage to the crop and reduce yields"
give two cultural crop protection practices.,crop rotation and intercropping.
why do we manage soil quality?,to produce optimum circumstances for crops to flourish
what is the impact of Intensive tillage.,"Intensive tillage can disrupt soil structure, reduce soil organic matter, and increase soil erosion, which can all lead to reduced soil fertility over time."
how can a farmer regularly monitor for cassava beetles.,"regularly monitor the crop for signs of infestation, such as wilting or yellowing of leaves, and take appropriate measures to prevent or control the pests"
How has farming changed in the United States?,"The growth of farming brought many laborsaving devices to 19th- and early 20th-century farm life, including reaping and threshing machines, which replaced work done by hand. Today, with modern methods of agriculture that include complex machinery, scientific breeding, and chemical pesticides, farms require far fewer workers."
which plants prefer acidic soils with a pH range between 4.5 and 6.0.,Rhododendrons and Azaleas
What is the best fertilizers for beans? farmers are in need  of rhizobium  is it possible for me to get them and sell to my farmers?,"it is possible for farmers to obtain rhizobia inoculants for their beans. Inoculants are available in various forms, including powders and liquids, and they can be applied to the seed before planting or directly to the soil. Inoculation of beans with rhizobia has been shown to increase yields and improve plant health."
what are ponnies?,"Ponies are small breeds of horses that, because of their size, appear much smaller when fully grown than larger breeds of horses"
whats the botanical name of african armyworm,Spodoptera exempta
How can crop rotation be used to control CBB.,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
how is farmyard manure derived?,"Farmyard manure is typically derived from animal waste, such as cow dung, and contains a mix of organic matter, nutrients, and microorganisms. It provides a slow-release source of nutrients and helps improve soil structure and moisture retention."
how are plants harvested?,by hand or machine
What are some of the methods that farmers in Uganda use to control armyworms?,"early detection, biological control, chemical control, crop rotation, and cultural control"
can some diseases be transmitted when using seed for propagation?,"Some diseases can be transmitted through seeds, potentially leading to crop loss."
What are the uses of soil air,"oil air plays an important role in the growth and development of plants by providing oxygen for respiration and other metabolic processes. Soil air also helps to maintain the proper soil moisture levels, which are essential for plant growth. "
which cassava variety is mainly grown in Thailand.,M Col 22
