question,answers
why is post-harvest management important for preserving the quality of beans?,to prevent mold growth and insect infestation
how can overuse of pesticides destroy soil nutrients?,"Pesticides can kill beneficial soil microorganisms and reduce soil biodiversity, which can lead to nutrient depletion and reduced soil fertility."
Why is it that loam soil is dark in colour?,"The dark color of loam soil is due to the presence of organic matter, which is composed of decaying plant and animal material."
what are Fertilizers?,are substances that are added to soil to improve plant growth and increase crop yields
where can we find cassava whitefly., warm and humid regions
what is Generation.,"he number of times or seasons a seed crop has been exposed to the natural crop
growing environment"
name examples of Potassium-based fertilizers.," potassium sulfate or potassium chloride,"
name the pre-cultivation requirements are important for ensuring a healthy and high-yielding cassava crop.,"Proper land preparation, seed selection, and pest and disease control are critical for successful cassava production"
how many teats or nipples does a cow has?,"four nipples, or teats"
how does seed drying prevent spoilage.," Drying seeds effectively reduces the risk of spoilage during storage. Moisture provides a favorable environment for the growth of microorganisms, such as fungi and bacteria, which can attack and damage seeds. By reducing moisture content through drying, farmers can inhibit the growth of these organisms and minimize the risk of seed spoilage and loss."
name any one example of desiccants.,silica gel
Which cassava disease is the most devastation in Uganda?,Cassava Brown Streak Disease (CBSD)
How can i improve clay soil for maize production,"Add organic matter: Incorporating organic matter, such as compost or well-rotted manure, into clay soil can improve soil structure, increase soil fertility, and enhance water-holding capacity. It is best to apply organic matter in the fall or early spring and mix it into the soil to a depth of 6-8 inches."
why are cover crops used in cassava cultivation.,to suppress weed growth and improve soil fertility.
Which common chemical is used for seed dressing,Phenylmercuric acetate
what is Cassava Anthracnose Disease (CAD) .,is a fungal disease that affects cassava plants.
In what ways can farmers manage maize streak disease.,"Planting resistant or tolerant maize varieties that have been developed through breeding programs.
Practicing good weed control, as certain weed species can serve as alternative hosts for the virus and leafhoppers.
Implementing integrated pest management strategies to control leafhopper populations, such as using insecticides or employing physical barriers.
Proper crop rotation and maintaining good agronomic practices to enhance plant health and reduce disease pressure.
Removing and destroying infected plants and plant debris to reduce the source of the virus.
It is essential for farmers to work closely with agricultural extension services and research institutions to access information on resistant varieties, disease management strategies, and early warning systems for maize streak disease in their specific region."
how can you ensure sanitation control CBB.,"Infected plant debris should be removed from the field, and tools and equipment should be disinfected to prevent the spread of CBB"
name any form of Motorized mechanization in agricultural autoation.,ploughing and milking
what is the best time to plant maize,You need to plant your maize at the onset of the rains either in March or in August to Septembe
what kinds of seeds should be used when planting cassava.,High-quality and disease-free planting materials
"what conditions can accelerate the breakdown of active ingredients in pesticides, reducing their effectiveness","extreme temperatures, moisture, and sunlight"
which year was Apple farming introduced in Uganda?,1999
how does neem oil works as pesticide.," It works by disrupting the feeding and reproductive systems of insect pests. Neem oil is effective against a range of pests that attack bean leaves, including aphids, bean beetles, and whiteflies."
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
what is the impact of using old seeds.,"Using old seeds may also increase the risk of seed-borne diseases and pests, which can cause further damage to the crop and reduce yields"
what is the approximate amount of Global agricultural production of wood.,4 billion
Name the pest control management practices.," Chemical (pesticides), biological (biocontrol), mechanical (tillage), and cultural practices are used"
define what a seed class is?,"The categorization of seed according to genetic purity and quality standards. The seed
classes adopted in these guidelines are Nuclear stock, Basic seed, Certified 1, Certified 2 and QDS."
name examples of cover crops.,"Secale cereale (rye), Vicia villosa (hairy vetch), Trifolium pratense (red clover), Sorghum bicolor (sorghum-sudangrass), and species in the family Brassicaceae, particularly mustards"
Why is CAN is generally preferred for top dressing in maize.,"it releases nitrogen slowly, over a period of several weeks, which helps to avoid leaching and loss of nitrogen."
give symptoms of cassava root rot,"ytophthora root rot: This is caused by the oomycete pathogen Phytophthora spp. It leads to root decay and can result in wilting and stunted growth of the cassava plant.

Bacterial root rot: This is caused by bacteria such as Erwinia spp. and Pectobacterium spp., which infect the cassava roots and cause rotting and tissue breakdown.

Poor soil drainage: Excessive moisture in the soil can lead to root rot, as it creates favorable conditions for fungal and bacterial pathogens to thrive.

Poor soil health: Nutritional deficiencies, high soil acidity, or other soil-related issues can weaken cassava plants and make them more susceptible to root rot."
name plants that uses C3 carbon fixation.,alfalfa and soybeans
what are liquid fertilizers used for?,"iquid fertilizers are often used for foliar feeding, where the fertilizer is sprayed onto the leaves of plants."
which beneficial microorganisms are contained in microbial fertilizers.,bacteria and fungi
"which synthetic substances allowed in organic production.
",Chlorine and hydrogen peroxide
how can microbial activity help facilitate the loosening of the upper soil layers when farmyard manure is applied.,"Farm yard manure provides a food source for soil microorganisms. These microorganisms break down the organic matter in the manure, releasing nutrients and byproducts that contribute to the formation of soil aggregates. Microbial activity also produces substances that help bind soil particles together and enhance soil stability."
name one chemical pesticides that can be applied to control termides.,termiticides
which caterpillar pests  can cause significant damage to cassava crops.,Armyworms 
which micronutrients do beans require.,"calcium, magnesium, and sulfur"
what is multiple cropping.,several crops are grown sequentially in one year
what factors does the yield of beans depends on?,"variety, soil fertility, water availability, and pest and disease management."
What are the ideal conditions for planting maize?,Maize requires well-draining soils with a pH level between 5.5 and 7.5. The site should also receive full sunlight to promote optimal growth
what is the botanical name for Cassava green mite.,Mononychellus tanajoa
"Is buying local and organic the same thing?
",No. Local is a definition based on location
what causes Cassava mosaic disease,"Cassava mosaic disease (CMD) is caused by several species of single-stranded DNA viruses in the genus Begomovirus, family Geminiviridae."
what is the duration of NARO 1 maize variety for maturity.,75 to 90 days after planting
name the pre-cultivation requirements are important for ensuring a healthy and high-yielding cassava crop.,"Proper land preparation, seed selection, and pest and disease control are critical for successful cassava production"
what are other reasons  why crops are sprayed,"to prevent rats, mice, and insects from contaminating foods while they are being stored"
how do cover crops suppress weeds during growth.,"During growth these cover crops compete vigorously with weeds for available space, light, and nutrients"
what is a contaminant.,"A plant that is considered undesirable in a seed production field, including off types,
other varieties, other crops, weeds and plants with disease symptoms"
name any one example of compound fertilizers.,10-20-10 or 14-14-14
how is  shifting cultivation done?," a small area of forest is cleared by cutting and burning the trees. The cleared land is used for growing crops for a few years until the soil becomes too infertile, and the area is abandoned. Another patch of land is selected and the process is repeated"
What is the best time of year to plant soybeans in the Midwest?, between late April and mid-May
what is manual weeding., involves using hand tools such as hoes or machetes to manually remove weeds around the cassava plants.
"Does the United States import more agricultural products than we export?
","Agriculture has a positive trade balance, which means we send out (export) more than we bring in (import)"
which types of fertilizers are designed to release nutrients slowly over an extended period of time.,Slow-Release Fertilizers
what are Herbicide resistant seeds.," have a gene implanted into their genome that allows the plants to tolerate exposure to herbicides, including glyphosate"
do plants have naturally occurring B12?,no 
how many days does the eggs takes to hatch into larvae., two to five days
how does farmers benefit from seed exchange programs.,Seed exchange programs allow farmers to share seeds with each other. Check with your local agricultural extension office or farmer network to see if there are any seed exchange programs in your area.
what is the estimates of the annual work-related death toll among agricultural employees.,"at least 170,000"
why do farmers have low cancer and death rates.,This is due primarily to lower smoking rates among farmers and a very active lifestyle
name one way bacterial blight can be spread.,"Contaminated planting material: The bacterium can be present in infected cassava stems, which can spread the disease to healthy plants when used as planting material."
what is the percentage of land degradation worldwide.,24%
why is post-harvest management important for preserving the quality of beans?,to prevent mold growth and insect infestation
What farming practice helps prevent soil erosion?,Crop Rotation
how can organic manure conserve soil.,"Organic manure, such as farmyard manure or compost, is derived from plant or animal sources and contains a variety of organic matter. When applied to the soil, organic manure improves soil structure, enhances water-holding capacity, and promotes the growth of beneficial microorganisms. It also adds organic matter to the soil, which improves its fertility, nutrient-holding capacity, and overall health."
what is harvesting,It involves removing the mature crops from the field and preparing them for storage or transport
Which condition is suitable for maize plantation,"Maize thrives in warm temperatures and requires an average temperature of 21-27�C during the growing season. It also requires a good amount of sunshine, ideally 8-10 hours of sunlight per day. Maize grows well in well-drained soils with good water retention capacity. The soil should have a pH of 5.5 to 7.5. Maize also requires sufficient rainfall or irrigation during the growing season. The recommended altitude for planting maize is between 0 and 2500 meters above sea lev"
how can sandy soil be improved.,"sandy soil can be improved by adding organic matter such as compost or manure, which can help to retain moisture and nutrients."
"What are some common pests and diseases that can affect beans, and how can they be managed?","Common pests include aphids, thrips, and spider mites, while diseases such as bacterial blight and rust can also affect the crop. Pest and disease management typically involves the use of chemical or organic pesticides and fungicides, as well as proper crop rotation to reduce the risk of infection"
what is High fructose corn syrup,is a common sweetener in sodas and drinks
how many chambers does a cow has,four chambers
Why my beans are geminating with yellow leaves.,"Yellowing leaves can be a sign of nutrient deficiency, particularly nitrogen. Beans require an adequate supply of nitrogen for healthy growth. If the soil lacks nitrogen or other essential nutrients, it can result in yellowing leaves."
what is the size of the armyworms laid eggs.,Their eggs are relatively small at 0.5 mm in diameter
why should you use mound planting.,"method ensures good soil drainage, which is essential for cassava growth. It also helps to reduce soil erosion and increases yields"
how does dormancy affects seed germination., allows the seed to delay germination until conditions are more favorable for seedling growth and survival.
name one crop planted by using a seed drill.,corn
how does water spread blight in cassava field.,"Rain and irrigation water can spread the bacterium from infected plants to healthy ones, particularly in areas with high rainfall and high humidity."
How can i store beans safely?,"Clean and dry the beans: Remove any debris, dirt or broken beans. Then, spread them out on a clean, dry surface, like a tarp or a concrete floor, to dry. Make sure they are completely dry before storing them."
"the product of consistent modification by scientists are called?
",GMOs 
"What is field curing, and why is it important for bean crops?","the beans are left to dry further in the sun, a process known as field curing"
which variety is popular in north and tolerant to drought.,Albert
"the product of consistent modification by scientists are called?
",GMOs 
what is photosynthesis.,the process by which plants convert sunlight into energy for growth.
what are other reasons  why crops are sprayed,"to prevent rats, mice, and insects from contaminating foods while they are being stored"
why do farmers need to manage the timing and frequency of feedings., to ensure that animals receive adequate nutrition without overeating.
name districts in karamoja regions that can be affected by drought.,"Abim, Amudat, Kaabong, Kotido, Moroto, Napak, and Nakapiripirit"
what is mound planting.,Mound planting involves creating mounds or hills by heaping soil around the base of the cassava stem
