question,answers
How can crop rotation be used to control CBSD from spreading.,Planting cassava in the same field year after year can increase the risk of CBSD. Crop rotation can help to break the cycle of disease and reduce the risk of infection.
which maize variety was developed by the International Maize and Wheat Improvement Center (CIMMYT).,CML444
what are some of the pest management practices for armyworm.,"planting cassava in well-drained soil, maintaining a healthy crop by providing adequate water and nutrients, and rotating crops to reduce armyworm populations."
Which fertilizer is best for increase of productive of beans,Phosphorus (P) and potassium (K) are two key nutrients
whats the botanical name of african armyworm,Spodoptera exempta
which other way can cover crops increase fertility,Cover crops can also improve soil quality by increasing soil organic matter levels through the input of cover crop biomass over time
Which fertilizers is applied to crops in 4-6 weeks after germination to promote rapid growth,"In the 4-6 weeks after germination, crops can benefit from the application of nitrogen-rich fertilizers to promote rapid growth. Nitrogen is an essential nutrient for plant growth and is often required in higher amounts during the early stages of development"
which other way can cover crops increase fertility,Cover crops can also improve soil quality by increasing soil organic matter levels through the input of cover crop biomass over time
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
why should the garden be harrowed after ploughing.,to break down any large clumps and create a fine tilth for planting
"give examples of macronutrients?
","nitrogen, phosphorus, and potassium,"
why do place the fertilizers in close proximity to the plant roots.,it ensures that the nutrients are readily available to the plants for uptake and utilization.
name the variety grown in kenya.,KU50
Name the crops that can be successfully grown in clay soil.,"Cabbage
Spinach
Broccoli
Cauliflower
Kale
Beets
Beans
Peas"
what is  irrigation.,the application of water to crops to supplement natural rainfall and ensure healthy plant growth
which family does the African armyworm belongs to.,Noctuidae
what is the size of the armyworms laid eggs.,Their eggs are relatively small at 0.5 mm in diameter
name some natural enemies of termites.,certain species of fungi and nematodes
wat is the vitalness of calcium?,"Calcium plays a crucial role in plant development and helps in cell wall formation, nutrient uptake, and overall plant health"
How has farming changed in the United States?,"The growth of farming brought many laborsaving devices to 19th- and early 20th-century farm life, including reaping and threshing machines, which replaced work done by hand. Today, with modern methods of agriculture that include complex machinery, scientific breeding, and chemical pesticides, farms require far fewer workers."
which districts in Uganda produce maize.," Kapchorwa, Iganga, Masindi, Mbale, Mubende, Kasese, Kamuli, Jinja And Kabarole districts."
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
what are the demerits of leaving maize stalks in the garden after harvesting.,"Disease and pest carryover: Some diseases and pests can overwinter or survive on maize stalks, potentially infecting or infesting future crops. It is advisable to remove and properly dispose of stalks affected by diseases or pests to minimize the risk.
Crop rotation: Leaving maize stalks in the same area may hinder proper crop rotation, which is important for managing pests, diseases, and nutrient imbalances.
If you decide to leave maize stalks in the garden as organic matter and mulch, it is recommended to chop or shred the stalks into smaller pieces to facilitate decomposition. It is also important to monitor for any signs of disease or pests and take appropriate measures if necessary. Overall, proper management of maize stalks can contribute to soil fertility and sustainability, but it is essential to consider specific farm conditions and crop rotation practices."
name activities done during water management.,"irrigation scheduling, water storage, and distribution systems"
How can farmers ensure the best farming practices,"Conducting soil tests to determine the soil's nutrient content, pH levels, and other factors that could impact plant growth.

Using high-quality seeds and planting at the appropriate time of year.

Applying fertilizers and other soil amendments in the correct amounts and at the right time.

Practicing crop rotation to prevent soil depletion and reduce the buildup of pests and diseases.

Using integrated pest management (IPM) techniques to minimize the use of chemical pesticides.

Maintaining proper irrigation and drainage systems to ensure the plants receive the right amount of water.

Implementing sustainable farming practices, such as conservation tillage and cover cropping, to promote soil health and reduce erosion.

Monitoring crops regularly for signs of disease, pests, and nutrient deficiencies, and taking appropriate actions to address any issues.

Seeking advice from agricultural extension officers or other experts when necessary."
which type of farmers perform manual weeding.,small-scale cassava farms
which variety was recommended for Northern region with shorter rains.,White Star
how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity"
what is farmyard manure.,"Farmyard manure (FYM), also known as organic manure or compost, is a mixture of animal waste, plant residues, and other organic materials that have been decomposed by microorganisms"
why must farmers  balance the benefits of tillage against its potential negative impacts,excessive tillage can lead to soil erosion and nutrient loss
The major agricultural products can be broadly grouped into ?,"foods, fibers, fuels, and raw materials (such as rubber)"
how many eggs does a female African armyworm lays.,"about 1,000 eggs in her lifetime"
What causes CBB., It is caused by the bacterium Xanthomonas axonopodis pv. manihotis
which variety was recommended for Northern region with shorter rains.,White Star
How can i store beans safely?,"Clean and dry the beans: Remove any debris, dirt or broken beans. Then, spread them out on a clean, dry surface, like a tarp or a concrete floor, to dry. Make sure they are completely dry before storing them."
Where else can we farmers get the beans seeds with iron content?,Check with research institutions: Agricultural research institutions often conduct research on crop varieties with higher iron content. You can check with local research institutions or universities to see if they have developed bean varieties with higher iron content and if those seeds are available for purchase.
how can conservation tillage helps improve soil fertility.,"Reducing the frequency and intensity of tillage can help to preserve soil structure, prevent erosion, and improve nutrient retention."
name the application of the cassava glue.,"paper mache, bookbinding, and woodworking"
does harvesting maize early before its dried causes mycotoxin contamination?,"Maize that is harvested before it is fully dried is at a higher risk of mycotoxin contamination, which can pose health risks to both humans and animals if consumed."
how can the nutritional value of maize flour obtained after starch extraction be increased.,"it can be fortified with vitamins and minerals such as iron, folic acid, and vitamin A"
What transmit cassava mosaic,"is primarily transmitted by whiteflies, specifically the species Bemisia tabaci"
