question,answers
which vitamins helps blood cell and DNA development,B12 
May we farmers know the uses of water in the soil,"Water is necessary for plants to absorb nutrients from the soil. Water dissolves nutrients and makes them available to plant roots, which can then take up the nutrients they need for growth."
which part of cassava is affected by CBSD,roots
define Intercropping.,"Planting different crops together in the same field can help improve soil fertility by reducing pests and diseases, improving soil structure, and adding organic matter to the soil."
when can Calcium Ammonium Nitrate (CAN) be applied in maize?,After 2-3 weeks or when the crop is about 45cm high
name two fertilizers used to grow cassava.,compound fertilizers that provide several nutrients together and single-nutrient fertilizers.
how do cover crops suppress weeds after death,they smother the next flush of weeds by forming a mulch layer on the soil surface
what are the signs and symptoms of CBB disease?,"The disease causes wilting, yellowing of the leaves, and rotting of the stems and roots"
what are the ecological requirements for cassava growth.,"warm temperatures, regular rainfall, well-drained fertile soils, full sunlight, high humidity, and grows best at lower elevations"
what is strip cropping.,Planting different crops in alternating strips across the slope helps to reduce erosion by breaking up the flow of water. The alternating strips of different crops create barriers that trap sediment and prevent it from being washed away.
which farming tools can spread bacterial blight when contaminated.,pruning shears or machetes
what are the general steps for planting cassava stems.,"Select healthy cassava stems: Choose stems that are healthy, mature, and disease-free. Ideally, the stems should be about 20 to 30 cm long, and should have at least one node.

Cut the stems: Cut the stems into sections, each containing at least one node. The nodes are the points where the leaves and roots will grow.

Allow the cuttings to dry: Allow the cuttings to dry for a few hours in a shaded area. This will help to reduce the risk of fungal infection and other diseases.

Prepare the planting site: Clear the planting site of weeds and other debris, and loosen the soil to a depth of about 20 cm.

Plant the cuttings: Plant the cassava cuttings in the soil, burying them to a depth of about 5 to 10 cm. Space the cuttings about 1 meter apart.

Water the cuttings: Water the cuttings immediately after planting, and continue to water them regularly until they are established."
how can farmers harvest rain water.,"They can construct catchment basins, dig small ponds or cisterns, or even collect runoff from roofs and other surfaces to conserve water."
what is final stage in crop cultivation,Harvesting
how does mulching help in soil nutrients retension., help retain moisture by reducing evaporation and keeping the soil cool. Mulch also helps suppress weed growth and adds nutrients to the soil as it decomposes.
can the quality of maize harvest early before its dried be reduced?,"Maize that is harvested before it is fully dried may have a lower quality, as the starch content may not be fully developed, leading to lower yields and poorer quality grain."
which variety of maize that is widely grown and used for both human and animal consumption.,Dent maize
What is the best fertilizers for beans? farmers are in need  of rhizobium  is it possible for me to get them and sell to my farmers?,"it is possible for farmers to obtain rhizobia inoculants for their beans. Inoculants are available in various forms, including powders and liquids, and they can be applied to the seed before planting or directly to the soil. Inoculation of beans with rhizobia has been shown to increase yields and improve plant health."
what the advantages of natural food?,make cows produce more milk and chickens produce more eggs
what food products can be made from corn meal.,"tortillas, bread, porridge, and other baked goods"
what are Fertilizers?,are substances that are added to soil to improve plant growth and increase crop yields
List inputs whose cost would lead farmers to increase prices.,"land, equipment, fertilizer, chemical, seed, buildings and facilities, maintenance, labor, fuel, heating, feed, taxes, insurance"
Can over boiling maize make it loss Carbohydrates?," Boiling maize grains does not significantly affect the carbohydrate content, so the length of time for boiling is not critical for this nutrient."
Why is CAN is generally preferred for top dressing in maize.,"it releases nitrogen slowly, over a period of several weeks, which helps to avoid leaching and loss of nitrogen."
How does FAO defines agricultural automation.,"FAO defines agricultural automation as the use of machinery and equipment in agricultural operations to improve their diagnosis, decision-making or performing, reducing the drudgery of agricultural work and/or improving the timeliness, and potentially the precision, of agricultural operations."
what are principal factors of soil quality.,"soil salination, pH, microorganism balance and the prevention of soil contamination"
how can artificial fertilizers conserve soil,"Synthetic fertilizers provide essential nutrients to plants in a readily available form. When used correctly and in appropriate amounts, they can enhance plant growth and productivity. This can indirectly contribute to soil conservation by promoting healthy plant growth, which can lead to better root development and soil structure."
why do cassava propagated through stem cuttings matures faster compared to seed propagation.,This is because the stem cuttings already have a head start in development and can quickly establish roots and start growing.
how were the primitive milking machine used?,used hollow wheat stems inserted in the teats to milk cows
why are maize varieties genetically modified., to tolerate glyphosate or to provide protection against natural pests
why are fertilizers used in farming?, to improve the growth and quality of crops
How is intercropping helpful in cassava production.,This helps to maximize land use and improve soil fertility
how can farmyard manure improve soil structure.," FYM improves soil aggregation and creates pore spaces in the soil. This enhanced soil structure helps to create a sponge-like environment that can hold and store moisture for plant use. The organic matter in FYM also acts as a binding agent, preventing soil particles from compacting and reducing the risk of waterlogging."
what does  Food and Drug Administration (FDA) focuses on.,FDA focuses on both fresh and processed food products
what is the approximate Global agricultural production of food.,11 billion tonnes
What are some common pests that attack apple trees and how can I control them?,"codling moths, apple maggots, and aphids. To control these pests, it's important to monitor the trees regularly and take action as soon as signs of infestation are observed"
Which agricultural method can be used to improve on soil fertility,fertilizer applications
How can I prevent soil erosion on my farm?,"planting cover crops, using conservation tillage practices, and building contour terraces. It's also important to avoid overgrazing and to maintain vegetation along streams and other waterways to prevent bank erosion."
how is glue made from cassava?,"To make cassava glue, the cassava root is first peeled, washed, and grated into a pulp. The pulp is then soaked in water to release the starch, which is then separated from the fibrous material. The starch is then heated and mixed with water to create a thick, sticky paste."
give examples of micronutrients.," iron, zinc, and manganese."
name examples of Potassium-based fertilizers.," potassium sulfate or potassium chloride,"
which soil conservation techniques can be used to reduce o control soil erosion in red soil.,"contour plowing, terracing, or mulching"
how does water spread blight in cassava field.,"Rain and irrigation water can spread the bacterium from infected plants to healthy ones, particularly in areas with high rainfall and high humidity."
why are farmers are often advised to spray pesticides in the morning.,"Temperature and humidity: Morning hours typically have cooler temperatures and higher humidity levels, which create favorable conditions for effective pesticide application. Low temperatures reduce the risk of evaporation, allowing the pesticide to stay on the plant surfaces longer. Higher humidity helps the pesticide droplets to spread and adhere to the plant surfaces.

Wind conditions: Generally, wind speeds are lower during the morning hours, reducing the risk of pesticide drift. Calm or gentle breezes help ensure that the pesticide is applied to the target plants without being carried away to non-target areas.

Pest activity: Many pests, such as insects and mites, tend to be more active during the early morning hours. By spraying at this time, the pesticide can directly target and control the pests while they are actively feeding or moving.

Preservation of beneficial insects: Spraying in the morning allows beneficial insects, such as bees and butterflies, to forage on flowers and perform pollination activities during the day. Since these insects are crucial for crop pollination and ecological balance, it is important to minimize their exposure to pesticides. Spraying in the morning allows the pesticide residues to degrade or dry off before the peak activity of beneficial insects."
why should the ridges be labelled?, to ensure uniform planting depth and spacing
"during the final stage, what activities are done during  Food Supply Continuum","retailing the product, distributing the product through the food service industry and, finally, reaching the consumer"
