question,answers
What maize variety is drought resistant?,DroughtGard: This is a genetically modified maize variety that has been engineered to be resistant to drought.
name the symptoms of cassava whitefly.,"wilting, yellowing of leaves, and stunted growth"
why do farmers plant cover crops?,"Cover crops manage soil erosion, soil fertility, soil quality, water, weeds, pests, diseases, biodiversity and wildlife in an agroecosystem"
which sugary substance is secreted by cassava  whitefly that can promote the growth of sooty mold and attract other insects to the plant.,honeydew
excessive tillage can lead to ?,soil erosion and nutrient loss
Name the virus that causes Cassava Brown Steak Disease.,Cassava Brown Streak Virus (CBSV) and Ugandan Cassava Brown Streak Virus (UCBSV)
where do I submit my answer?,Right here
what are organic fertilizers.,"Organic fertilizers are made from natural materials such as compost, manure, and bone meal. They can provide a range of nutrients and help to improve soil structure and fertility over time."
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
What is CAN.,"CAN is a granular fertilizer that contains a mixture of calcium and ammonium nitrate. It is a good source of both calcium and nitrogen, which are important for plant growth"
How can I increase the yield of my potato crop?,"Potato yield can be increased by taking steps to improve soil fertility, such as using organic matter and maintaining proper soil pH"
name other way of controlling couch grass.,Hand weeding
which maize disease survive well in warm and humid weather.,Gray leaf spot
what is Mechanical pest control.,"is the use of hands-on techniques as well as simple equipment and devices, that provides a protective barrier between plants and insects"
what is the approximate Global agricultural production of food.,11 billion tonnes
What are some common pests that can affect maize crops?,"corn borers, armyworms, and rootworms"
what causes blight?,blight 
why do farmers prefer cassava stem to cassava seeds.,Reduced risk of disease transmission
how is root rot spread?,"spread through infected soil, water, and planting material"
what are Pyrethroids pesticides.,"Pyrethroids are a type of synthetic pesticide that can be effective against a range of insect pests, including bean beetles and leafhoppers. They work by attacking the nervous system of insects. Pyrethroids are available in various forms, including sprays, dusts, and granules."
how is long 2H spaced.,is given a spacing of 75x30m with a seed rate of 25kg/ha so does other varieties.
which two countries are the largest trading partners of the U.S,China and Canada
