question,answers
name one way bacterial blight can be spread.,"Contaminated planting material: The bacterium can be present in infected cassava stems, which can spread the disease to healthy plants when used as planting material."
name two types of African armyworm outbreak.,primary and secondary
list common signs of sucking pest.,"ellowing leaves, stunted growth, distorted leaves, and a general decline in plant health. Severe infestations can also cause wilting, defoliation, and even death of the plant."
Overuse of synthetic fertilizers can lead to?," soil degradation, including nutrient depletion, reduced organic matter content, and increased soil acidity"
What are the common pests and diseases that affect maize?,"armyworms, cutworms, and aphids, while diseases such as corn smut and gray leaf spot can also affect the crop"
What are the factors affecting response of crops to fertilizers,Soil type and properties
how does water regulates temperature of the soil.,"Water helps to regulate soil temperature, which can affect plant growth and development. Water has a high heat capacity, meaning it can absorb and release large amounts of heat without significant temperature changes. This can help to moderate soil temperature and prevent heat stress in plants."
which variety is known for its high starch content and good processing qualities.,M Col 22
Why my beans are geminating with yellow leaves.,"Yellowing leaves can be a sign of nutrient deficiency, particularly nitrogen. Beans require an adequate supply of nitrogen for healthy growth. If the soil lacks nitrogen or other essential nutrients, it can result in yellowing leaves."
why do farmers don not like stake method of planting.,it requires more labor and resources to establish the nursery bed
what cultural methods are involved when eradicating whiteflies.,"Cultural control methods involve practices such as crop rotation, sanitation, and the use of reflective mulches, which can help to reduce whitefly populations by creating unfavorable conditions for their growth and reproduction."
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
how can improver storage cause shriveling and rotting o beans seed.,"Improper storage conditions, such as high humidity or inadequate airflow, can create a favorable environment for seed rotting and mold growth. Poorly ventilated storage containers can also lead to excessive moisture accumulation and seed deterioration.
"
Name the cultural pest control practicies.,"crop rotation, culling, cover crops, intercropping, composting, avoidance, and resistance"
why has maize production improved in Uganda.,the adoption of improved technologies by farmers.
How can i improve soil areation,"To improve soil aeration, you can add organic matter to the soil, such as compost, which can improve soil structure and create pore spaces for air and water movement. Avoid over-tilling or compacting the soil, which can reduce soil pore space and restrict air movement"
Which agricultural method can be used to improve on soil fertility,fertilizer applications
which maize disease survive well in warm and humid weather.,Gray leaf spot
name the four stages of the lifecycle.," Eggs, Larvae, Pupae and Adult"
how can farmers control Cassava green mite.,it is important to regularly monitor the cassava crop for signs of infestation. Early detection and treatment can prevent the spread of the mites and minimize crop damage
"which  cassava variety can i plant in the high altitude regions of Uganda, such as Kabale and Kisoro.",NASE 19
why do farmers apply manure.,to improve soil fertility and moisture retention.
what is pest control.,"is the regulation or management of a species defined as a pest; such as any animal, plant or fungus that impacts adversely on human activities or environment"
why is crop rotation important?, help to maintain soil health and improve crop yields over time
what is soil?,"Soil is a complex mixture of minerals, organic matter, water, air, and living organisms."
how can a farmer identify root rot in cassava plant.,"yellowing of leaves, wilting, and stunting of plant growth"
what are the characteristics of CBSD infection.,"yellow-brown streaks or patches on the stem, which can extend to the leaves and petioles. The disease can also cause root necrosis, reducing the quality and yield of the cassava roots."
How can agronomist overcome problems due to persistent use of fertilizers? ,"Regular soil testing helps determine the nutrient levels in the soil and allows for tailored fertilizer recommendations. Agronomists can assess the nutrient needs of specific crops and apply fertilizers accordingly, avoiding over-application. This helps maintain nutrient balance and prevents nutrient imbalances or excesses."
Do agricultural exports help the economy? ,"According to the USDA Economic Research Service, $140.5 billion worth of American agricultural products were exported around the globe in 2017"
What are the symptoms of cassava mosaic,"Leaves leaves become distorted and yellow, Poor formation of tubers, The plants is stumted, Mosaic mottling,mishapen and twisted leaflets and reduction in size of leaves"
What are some of the methods that farmers in Uganda use to control armyworms?,"early detection, biological control, chemical control, crop rotation, and cultural control"
what is Agroforestry.,"Agroforestry involves the integration of trees with crops and/or livestock, which can help to increase soil organic matter, reduce erosion, and improve soil structure."
A large diary cows can eat up of?,150 pounds
what is High fructose corn syrup,is a common sweetener in sodas and drinks
which other field is RFID being used?,hay
Which two types of beans gives high yields...the climbing beans or the ordinary beans?,Both climbing beans and bush (ordinary) beans can give high yields if they are properly managed and grown under suitable conditions. 
At what spacing can cassava be intercropped with beans?,"Cassava and beans can be intercropped at a spacing of 75 cm between cassava rows and 50 cm between bean rows, with a spacing of 25-30 cm between bean plants within the rows"
Is agriculture a luxury or a matter of national security?,American agriculture is a matter of national security
"What is the difference between cloning and genetic modification (GM)?
",Genetic modification and cloning are not the same. Cloning provides an exact copy. Cloned genes can only be copied in the same species. Genetic modification (genetic engineering) something scientists do to pick out a specific set of genes and place these genes in an organism where the traits would be helpful
what is Food Safety and Inspection Service (FSIS) responsible.,"FSIS is �responsible for ensuring that the nation�s commercial supply of meat, poultry and egg products is safe, wholesome and correctly labeled and packaged"
how did the name armyworm starts.,"The larvae often exhibit marching behavior when traveling to feeding sites,"
why do farmers need to manage the timing and frequency of feedings., to ensure that animals receive adequate nutrition without overeating.
How best can picks bags store maize grains for a long period of time?,"PICS (Purdue Improved Crop Storage) bags are specially designed storage bags that can help farmers store maize grains for a long period of time, up to 2-3 years, without using any chemicals"
what is pest control.,"is the regulation or management of a species defined as a pest; such as any animal, plant or fungus that impacts adversely on human activities or environment"
which species of armyworms are the most common.,fall armyworm 
what is Field inspection.,"An inspection of a seed field for carrying out checks to ascertain correct crop rotation,
isolation, rouging, weeding or compliance to seed quality standards"
Does maize streak diseased affects the seeds	,"Maize streak disease (MSD) primarily affects the leaves of maize plants, causing streaking and yellowing symptoms. However, if the infection is severe and occurs early in the growing season, it can also affect the developing maize cobs and subsequently impact the quality of the seeds.
"
what is the importance of Post-harvest handling.,"help to reduce losses and maintain the quality of the maize, which can in turn increase productivity.
"
how do farmers control soil erosion.,farmers use conservation practices like planting cover crops in the winter or using conservation tillage practices
what causes the green coloration in Solitaria larvae,This green coloration is due to both pigmentation and ingested plant material visible in the gut
what does S. exempta larvae feeds on?,Poaceae
which fungus causes Cassava Anthracnose Disease (CAD) .,It is caused by the fungus Colletotrichum gloeosporioides.
Can maize grow in relatively rocky soils?,"Soil drainage: Ensure that the rocky soil has adequate drainage to prevent waterlogging, as excessive water retention can negatively impact maize growth. Rocky soils with good drainage can be suitable for maize cultivation.

Nutrient availability: Rocky soils may have lower nutrient content and limited organic matter. It's important to conduct a soil test to assess the nutrient levels and pH of the soil. Based on the test results, appropriate fertilizer and soil amendment recommendations can be made to provide the necessary nutrients for maize growth."
"which insecticide is used to control various pests, including bean fly and aphids.",Imidacloprid
Farmers are focused on conserving water for several reasons,1) Farmers know water wasted could mean a lack of the resource for future crops. 2) Water is expensive. Water wasted is money lost. 3) Farmers are cultivators. They use precise technology to know exactly how much water a plant needs to grow. Too much could mean poor production. 4) Many farmers rely on Mother Nature for water.
how can distinguish female from male,Females and males can be distinguished by the number of bristles on their frenulum
"apart from using insecticides, name any other ways farmers can manage beetle infestations."," planting cassava in well-drained soil, removing and destroying infested plants, and rotating crops to reduce beetle populations"
What are the problems facing farming organization in uganda?,"Limited access to finance: Many farming organizations in Uganda lack access to finance, which makes it difficult for them to invest in modern farming technologies, hire skilled workers, and expand their operations.

Limited access to markets: Many small-scale farmers in Uganda struggle to access markets to sell their products, which can result in low prices and limited income.

Climate change: Uganda is vulnerable to climate change, which can have a negative impact on crop yields and overall agricultural productivity.

Pest and disease outbreaks: Uganda has experienced several pest and disease outbreaks in recent years, such as the Fall Armyworm and Banana Bacterial Wilt, which can significantly reduce crop yields and income.

Limited access to extension services: Many farmers in Uganda lack access to extension services and technical assistance, which can limit their ability to adopt modern farming technologies and improve their farming practices.

Land tenure insecurity: Land tenure insecurity is a common challenge in Uganda, particularly for small-scale farmers, which can limit their ability to invest in their farms and access credit.

Poor infrastructure: Poor infrastructure, including inadequate roads, storage facilities, and irrigation systems, can limit the ability of farming organizations in Uganda to transport their products, store them properly, and irrigate their crops during dry spells."
what happens to African armyworms first after emerging from pupation,hey allow their bodies to dry off and their wings to harden before climbing trees
What is total seed population in an acre?,"he recommended plant population for maize varies, but a common range is around 20,000 to 40,000 plants per acre. This translates to seeding rates of approximately 25,000 to 50,000 seeds per acre, considering germination rates and seedling mortality."
how can Cassava mosaic disease spread ,Whitefly infestations
why does Propagating  cassava through stems very easy.,stem cuttings is relatively easy and requires minimal technical knowledge. Farmers can easily obtain stem cuttings from healthy cassava plants and plant them in their fields
What damage do sucking pest cause to plants like beans in the garden,"Sucking pests, such as aphids, whiteflies, and mites, can cause significant damage to plants like beans in the garden. These pests feed on the sap of the plant, which can weaken and stunt its growth. They also often transmit plant viruses, which can cause even more damage."
what is the use of living organism in the soil.,"Soil organisms, such as earthworms, termites, and nematodes, play a vital role in improving the soil structure. They help to break down organic matter, loosen compacted soil, and improve soil porosity, allowing air, water, and nutrients to move more freely through the soil."
What is soil science and management.,"Soil science and management is the scientific study of the physical, chemical, and biological properties of soil and the ways in which it can be managed for optimal crop production."
what other way can a farmers control Cassava mosaic disease,Planting resistant varieties: Some cassava varieties have been developed that are resistant to CMD. These varieties should be used whenever possible to reduce the risk of disease.
