question,answers
which species of armyworms are the most common.,fall armyworm 
how can organic manure conserve soil.,"Organic manure, such as farmyard manure or compost, is derived from plant or animal sources and contains a variety of organic matter. When applied to the soil, organic manure improves soil structure, enhances water-holding capacity, and promotes the growth of beneficial microorganisms. It also adds organic matter to the soil, which improves its fertility, nutrient-holding capacity, and overall health."
which organic matter help improve soil fertility.,compost or well-rotted manure
what are some of the challenges in growing apples?,"� Apple seedlings are imported and costly
� Birds and thieves are giving many farmers sleepless nights.
� Few areas are favourable for Apple Growing
� High competition with imported apples
Market"
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
What are genetically modified organisms (GMOs)?,GMOs are defined as �organisms in which the genetic material (DNA) has been altered in a way that does not occur naturally.
Do agricultural exports help the economy? ,"According to the USDA Economic Research Service, $140.5 billion worth of American agricultural products were exported around the globe in 2017"
define Intercropping.,"Planting different crops together in the same field can help improve soil fertility by reducing pests and diseases, improving soil structure, and adding organic matter to the soil."
how can you tell a cassava plant is mature.,"The leaves of mature cassava plants begin to yellow and fall off, and the lower stems of the plant become woody."
"If a farm is large, does that mean it is a corporate farm?","Just because a farm is large in number of acres, does not mean it is a corporate farm"
Name the crops that can be successfully grown in sandy soil,"Sweet potatoes
Carrots
Peppers
Tomatoes
Watermelons
Pineapples
Cucumbers
Okra"
where is Intensive farming practiced.,mainly in developed countries
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
"when intercropping, what good management practices should be followed.","planting at the right time, spacing the crops correctly, and providing adequate nutrients and water."
Give one example of  natural erosion caused by water.,Grand Canyon
name districts in the West Nile Region that are susceptible to drought.,"Adjumani, Arua, Koboko, Maracha, Moyo, Nebbi, Pakwach, and Yumbe"
how can tillage be used to control Couch grass., involves digging up the soil to a depth of at least 6 inches to disrupt the root system of the grass
what are nitrogen fertilizers?,"These fertilizers are designed to provide nitrogen, which is an essential nutrient for plant growth"
what is Generation.,"he number of times or seasons a seed crop has been exposed to the natural crop
growing environment"
what is fertilization?,the process of adding nutrients to the soil to improve crop growth and yield
Is agriculture a necessary industry?,Agriculture is a necessity!
which agricultural products accounted for the exports in 2019,"soybeans, beef, veal, pork, poultry and fresh and processed fruits and veggies "
What are the roles of mineral matter/particles in the soil,"The mineral particles are primary determinants of soil structure. The smaller the particle, the greater the surface area per unit volume. Bonding and aggregation is much more significant with the availability of large surface areas. Clay sized materials (when moist) impart a ""plastic"" feel to kneaded soil samples"
Livestock needs appropriate housing to protect them ,from extreme weather conditions and provides adequate space for them to move around
what is the impact of using old seeds.,"Using old seeds may also increase the risk of seed-borne diseases and pests, which can cause further damage to the crop and reduce yields"
does NAROCASS 1 grow in northern Uganda?,"This variety is recommended for the northern regions of Uganda, such as Gulu and Kitgum"
which micronutrients are present in most common fertilizers.,"iron, manganese, and zinc"
name some of the common water management practices,"soil moisture monitoring, crop water requirements estimation, crop selection, and crop rotation."
what percentage does agriculture contribute to the total greenhouse gas emissions,9% of total U.S. greenhouse gas emissions
Which type of seed is resistant to pests and diseases,"Hybrid seeds: Hybrid seeds are produced by cross-breeding two or more distinct plant varieties to create a new variety with desirable traits, such as disease and pest resistance.

Genetically modified (GM) seeds: GM seeds have been genetically altered to express certain traits, such as resistance to specific pests or diseases. For example, Bt (Bacillus thuringiensis) maize has been genetically modified to produce a protein toxic to certain insect pests.

Heirloom or heritage seeds: Heirloom or heritage seeds are non-hybrid seeds that have been passed down from generation to generation, often for centuries. These seeds have developed natural resistance to local pests and diseases over time.

Open-pollinated seeds: Open-pollinated seeds are non-hybrid seeds that have been pollinated by natural means, such as wind or insects. These seeds can be genetically diverse and may exhibit natural resistance to pests and diseases."
Can beans still be planted in October this year in amolatar?,"In Amolatar, which is located in Northern Uganda, October is generally considered the end of the rainy season and the beginning of the dry season. However, with the changing climate, it is difficult to predict weather patterns accurately. It is possible to plant beans in October if there is still enough soil moisture, either from the remaining rains or from irrigation. "
which technical allows for water status monitoring and automate water usage.,precision agriculture
what is soil fertility,Soil fertility is the ability of soil to sustain plant growth and optimize crop yield
what is the best spacing for cassava.,a distance of 1-1.5 meters between rows and 0.75-1 meter between plants
Is it a good practice to apply farm yard manure and compost manure at the same time? ,"Yes, it is generally a good practice to apply farmyard manure (FYM) and compost manure together, as they can complement each other in improving soil fertility and crop productivity. Both FYM and compost manure contribute organic matter, nutrients, and beneficial microorganisms to the soi"
can crop rotation be used to control couch grass?,Crop rotation is another effective way to control couch grass. This involves planting a different crop in the cassava garden after harvesting the cassava. This can help to break the life cycle of the couch grass and prevent it from establishing a strong presence in the soil.
which nutrients can we get from cassava roots.,"The root is rich in carbohydrates and contains essential nutrients such as iron, calcium, and vitamin C."
name the first step in crop cultivation,Land preparation
how does  Brassicaceae family crops suppress fungal disease.,through the release of naturally occurring toxic chemicals during the degradation of glucosinolate compounds in their plant cell tissues
How is intercropping helpful in cassava production.,This helps to maximize land use and improve soil fertility
Which is the best time for spraying beans?,"The timing of spraying beans depends on the specific pest or disease that is being targeted. In general, it is recommended to monitor the bean plants regularly for signs of pest or disease infestations, and to spray only when necessary. Spraying at the wrong time or using the wrong pesticide can be ineffective or even harmful to the crop and the environment."
how are mosquitoes controlled biologically.,"by putting Bt Bacillus thuringiensis ssp. israelensis, a bacterium that infects and kills mosquito larvae, in local water sources."
what is a trap crop?,"is a crop of a plant that attracts pests, diverting them from nearby crops."
how does proper seed bed preparation helps to control weeds.," by uprooting or burying weed seeds and removing existing weeds. By creating a clean and weed-free seed bed, farmers can minimize competition between weeds and crops for nutrients, water, and sunlight, leading to better crop establishment and growth."
How long does beans take  from planting to harvesting season?,75 days to 90 depending on the variety
Which pests affects mostly beans?,Bean weevils
what kind of information is collected by tools used in precision agriculture?," soil moisture, nutrient levels, and other factors"
what is the optimal temperature and humidity in the greenhouse suitable for maize plants., maize plants require warm temperatures and high humidity for optimal growth
Do the use of artificial fertilizers degrade the soil? ," Artificial fertilizers primarily provide nutrients without adding organic matter to the soil. This can lead to a decrease in organic matter content over time, affecting soil structure, water-holding capacity, and nutrient cycling."
what is the percentage of land degradation worldwide.,24%
which cassava variety was developed by the International Institute of Tropical Agriculture (IITA) and is popular in many African countries.,TME 419
which teso region districts are affected by drought.,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Ngora, Serere, and Soroti"
what does excessive moisture causes.,root rot and other diseases
