question,answers
"apart from using insecticides, name any other ways farmers can manage beetle infestations."," planting cassava in well-drained soil, removing and destroying infested plants, and rotating crops to reduce beetle populations"
What is the process of field drying and threshing maize?,Post-harvest management
how can proper sanitation be used to control root rot.,"Infected plant debris should be removed from the field, and tools and equipment should be disinfected to prevent the spread of root rot."
why do cassava plants may shed their leaves during dry season.,"Water stress: Cassava plants have a deep root system that helps them access water from deeper soil layers. However, during prolonged dry periods, the availability of water may become limited, leading to water stress in the plants. As a survival mechanism, cassava plants shed their leaves to reduce water loss through transpiration and conserve moisture.

Nutrient deficiency: Inadequate nutrient availability, particularly nitrogen, can cause cassava plants to shed their leaves. During the dry season, nutrient uptake by the plants may be hampered, leading to nutrient deficiencies and subsequent leaf drop.

Pests and diseases: Dry conditions can increase the vulnerability of cassava plants to pests and diseases. Insect infestations, such as cassava green mites or cassava mealybugs, and diseases like cassava mosaic disease or cassava bacterial blight, can cause leaf damage and subsequent leaf shedding.

Natural plant response: In some cases, leaf shedding during the dry season may be a natural response of cassava plants to conserve energy and focus resources on survival. By shedding leaves, the plant can reduce its overall water and nutrient requirements and redirect resources to essential parts such as the stem and tuberous roots."
what is monoculture.,one cultivar is planted on a large acreage
what is Field inspection.,"An inspection of a seed field for carrying out checks to ascertain correct crop rotation,
isolation, rouging, weeding or compliance to seed quality standards"
Is the primary focus of the USDA agricultural programs?,"7% of the total USDA budget. Rural development, research, food safety, marketing and regulatory, and departmental management accounts for 6% of the budget"
which two countries contribute to 80 percentage of the sea food, Asia and Latin America
what is the impact of Intensive tillage.,"Intensive tillage can disrupt soil structure, reduce soil organic matter, and increase soil erosion, which can all lead to reduced soil fertility over time."
which fruit crops can cassava be intercropped with?,"mango, citrus, and avocado"
what is the use of vitamin B6?,B6 is related to metabolism and immune function as well as brain development during pregnancy
which district in Uganda was apple first introduced?,Kabale District
what is the importance of humidity.,"High humidity can promote the growth of fungal diseases, while low humidity can increase water stress on plants. Crop-specific humidity requirements vary, and farmers need to consider the ideal humidity levels for their crops."
how many chambers does a cow has,four chambers
how is spacing beneficial during beans cultivation.," Appropriate spacing makes it easier to access and maintain individual bean plants. This includes activities like weeding, applying fertilizers or pesticides, and inspecting for pests or diseases. Sufficient space between plants allows for better maneuverability and reduces the risk of damaging neighboring plants during maintenance tasks."
"which  cassava variety can i plant in the high altitude regions of Uganda, such as Kabale and Kisoro.",NASE 19
