question,answers
During which phases are the S. exempta species susceptible to a cytoplasmic virus.,During the pupal and pre-pupal stages
how does S. exempta reduce the risk of SpexNPV,via density-dependent prophylaxis
what does the female S.exempta release to attract males.,pheromones
why do farmers have low cancer and death rates.,This is due primarily to lower smoking rates among farmers and a very active lifestyle
which type of cancer are high among agricultural workers.,"Leukemia, Non?Hodgkin lymphoma and skin cancer "
why there is an increase of skin cancer among farmers, an increased exposure of UV rays as well as environmental elements
how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity"
how do we prevent foodborne illness?,"cook foods to proper temperatures, use separate cutting boards for uncooked meat and ready?to?eat foods, store leftover food in shallow containers and refrigerate within two hours."
what percentage o electricity does fossil fuel accounts for?, 81% of electricity
how can mulching be used to prevent or control couch grass,"use a thick layer of organic mulch, such as straw or leaves, to smother the grass. This method works by blocking sunlight and preventing the grass from growing. It is important to use a thick enough layer of mulch to be effective."
name one Glyphosate-based herbicides that can be used to control Couch grass in cassava garden.,Roundup
how can tillage be used to control Couch grass., involves digging up the soil to a depth of at least 6 inches to disrupt the root system of the grass
how effective is hand-pulling as way of controlling Couch grass.,it can be effective in small gardens or in areas where couch grass is not too widespread
how does reliable rainfall improve crop yield.,"Reliable rainfall can provide the necessary moisture for crops to grow and thrive, leading to higher yields and better quality crops. This is especially important in areas where irrigation is not available or is limited"
how can reliable rainfall improve soil health?,Rainfall can help to improve soil health by providing the moisture needed for microbial activity and nutrient cycling.
how is biodiversity enhanced through reliable rainfall.," Rainfall can support a variety of plant and animal species, leading to increased biodiversity and a healthier ecosystem.
"
how can rainfall increase water quality.," improve water quality by replenishing rivers, streams, and groundwater supplies"
what is a contaminant.,"A plant that is considered undesirable in a seed production field, including off types,
other varieties, other crops, weeds and plants with disease symptoms"
what is crop age?,"The time from planting to the date of assessment, inspection or any other key activity."
what is Crop rotation.,"The practice of growing a series of different types of crops in the same area in sequenced
seasons or years"
how do define Field count.,A count of contaminating factors as specified in the field production standards for seed
what is Field inspection.,"An inspection of a seed field for carrying out checks to ascertain correct crop rotation,
isolation, rouging, weeding or compliance to seed quality standards"
what is Generation.,"he number of times or seasons a seed crop has been exposed to the natural crop
growing environment"
what is the role of an inspector.,Person authorized by the regulatory body to perform the field inspection
Name regions in which Pastoralism is practised.,"arid and semi-arid regions of Sahara, Central Asia and some parts of India."
how is  shifting cultivation done?," a small area of forest is cleared by cutting and burning the trees. The cleared land is used for growing crops for a few years until the soil becomes too infertile, and the area is abandoned. Another patch of land is selected and the process is repeated"
