question,answers
what are ponnies?,"Ponies are small breeds of horses that, because of their size, appear much smaller when fully grown than larger breeds of horses"
why do farmers prefer TME 419 variety.,It has good yield potential and is resistant to cassava mosaic disease and cassava brown streak disease.
what is the required depth of planting cassava.,about 5 to 7 centimeters
"What is the fall armyworm, and why is it a concern for farmers in Uganda?","The fall armyworm, in particular, is a major concern for farmers as it is highly invasive, can reproduce quickly, and can cause significant crop losses"
why do place the fertilizers in close proximity to the plant roots.,it ensures that the nutrients are readily available to the plants for uptake and utilization.
what are green manure used for?,to manage a range of soil macronutrients and micronutrients
what the advantages of natural food?,make cows produce more milk and chickens produce more eggs
"what is volunteer plant
","A plant, which usually comes up from seed (root or cutting) left on/in the ground
from a previous crop"
why is gregaria phase dangerous to crops.,because the black-bodied caterpillars are more active and densely concentrated than solitaria caterpillars
Does my food price go up because farmers want to make more money?,"When you see an increase in price at the grocery story, don�t assume it�s going into the pocket of your local farmers"
What are some common pests that attack apple trees and how can I control them?,"codling moths, apple maggots, and aphids. To control these pests, it's important to monitor the trees regularly and take action as soon as signs of infestation are observed"
which preservatives causes hormonal disruption., parabens and BHA/BHT
what is plant biotechnology,a set of techniques used to adapt plants for specific needs or opportunities
what is High fructose corn syrup,is a common sweetener in sodas and drinks
what is the importance of humidity.,"High humidity can promote the growth of fungal diseases, while low humidity can increase water stress on plants. Crop-specific humidity requirements vary, and farmers need to consider the ideal humidity levels for their crops."
what is the importance of humidity.,"High humidity can promote the growth of fungal diseases, while low humidity can increase water stress on plants. Crop-specific humidity requirements vary, and farmers need to consider the ideal humidity levels for their crops."
why are farmers not encouraged to collect soil samples compost piles or manure storage., These areas may have localized nutrient concentrations that do not represent the overall soil fertility.
how long does TZECOMP 3 takes to mature., 90 days
which nutrients can we get from cassava roots.,"The root is rich in carbohydrates and contains essential nutrients such as iron, calcium, and vitamin C."
what is the importance of humidity.,"High humidity can promote the growth of fungal diseases, while low humidity can increase water stress on plants. Crop-specific humidity requirements vary, and farmers need to consider the ideal humidity levels for their crops."
Livestock needs appropriate housing to protect them ,from extreme weather conditions and provides adequate space for them to move around
which soil organism play a critical role in nutrient cycling.,"bacteria and fungi,"
can deforestation affect soil nutrients?,"Deforestation can cause soil erosion and loss of soil organic matter, which can reduce soil fertility and productivity."
what is GMO in full.,Genetically modified organisms
how can Cassava mosaic disease spread ,Whitefly infestations
which symptoms are evident of Micronutrient deficiencies,"leaf discoloration, reduced growth, and poor reproductive performance"
Where does our food come from?,People in developed countries such as the United States eat food that comes from all over the world.
what are the signs and symptoms of cassava mealybugs.,"stunted growth, wilting, yellowing of leaves, and reduced yield"
Where does our food come from?,"87.3% of food and beverage purchases by U.S. consumers, including both grocery store and eating out purchases, were from domestic production. The remaining 12.7% were imported food and beverages such as produce from Chile or wines from France"
which crop disease cause yellowing in beans plants., bacterial blight and aphids
