question,answers
name the diet in which diary cows should be fed on.,diet high in protein and calcium
give examples of micronutrients.," iron, zinc, and manganese."
what is the approximate Global agricultural production of food.,11 billion tonnes
"If it says locally grown, does that mean it is from my community?","Not necessarily. This may come as a surprise, but if you�re buying or eating locally grown food, it may not be food grown in your community."
why do climbing beans have higher yields than bush beans.,because they can grow taller and produce more foliage and pods per plant
name some control measures for cutworms.," use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
what are fertilizers?,Fertilizers are substances that are added to soil to improve the growth and quality of crops
Which crop is the major source of food in africa?,Cassava 
Why do horses sleep standing up?,"Their legs can lock in place, enabling them to fall asleep without falling over. Because they are prey animals, horses often do not feel comfortable sleeping on the ground, and most of their sleeping is done during the day rather than at night when predators are out hunting. Horses have straight backs, so they cannot get up quickly."
why is crop rotation important?, help to maintain soil health and improve crop yields over time
can crop rotation be used to control couch grass?,Crop rotation is another effective way to control couch grass. This involves planting a different crop in the cassava garden after harvesting the cassava. This can help to break the life cycle of the couch grass and prevent it from establishing a strong presence in the soil.
"In growing Irish potatoes,row planting and use of holes, which one conserves fertilizers?",Row planting
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
The primary macronutrients are?," nitrogen (N), phosphorus (P), and potassium (K), which are typically present in fertilizers in the form of NPK ratios"
which symptoms are evident of Micronutrient deficiencies,"leaf discoloration, reduced growth, and poor reproductive performance"
how do farmers control insects?,prevent insect damage by putting up insect traps or by bringing in beneficial insects that feed on the harmful ones that are causing a problem.
Is there difference between fresh and dry maize in  terms of the food value.,"Yes, there are differences between fresh and dry maize in terms of their food value. Fresh maize, also known as sweet corn, is harvested when the kernels are still tender and contain a high amount of sugar. Dry maize, on the other hand, is left on the stalks to dry and mature, resulting in hard, starchy kernels."
name the phase in polyphenism in which the larvae raised in isolation turns green,solitaria 
can human activity spread bacterial blight in the cassava field?, People working in cassava fields can inadvertently spread the disease through contact with infected plants or contaminated soil.
what is Couch grass?,is a persistent weed that can be difficult to control in cassava gardens
what is crop rotation,Crop rotation is the practice of growing a series of different crops in the same area over several seasons
name any example of cover crops that can be grown together with cassava.,mucuna or velvet beans
what is a fish farm,Fish farms are businesses that produce a limited number of fish for sale in restaurants and supermarkets
which type of family do green manure crops belongs to.,leguminous
What are the effects of reliable rain fall,"improved crop yields, better soil health, enhanced biodiversity, reduced risk of drought, and improved water quality."
name any Environmental issues.,"depletion of aquifers, deforestation, antibiotic resistance"
what is soil?,"Soil is a complex mixture of minerals, organic matter, water, air, and living organisms."
what important role does agriculture play?,feeding the growing population.
how effective is hand-pulling as way of controlling Couch grass.,it can be effective in small gardens or in areas where couch grass is not too widespread
Which condition is suitable for cassava plantation,The cassava crop grows well in areas that are humid and moist
what is agricultural automation?,refers to autonomous navigation by robots without human intervention. 
which does virus responsible for cassava mosaic disease belongs to?,Geminiviridae
what is animal husbandry?,"is the breeding and raising of animals for meat, milk, eggs, or wool, and for work and transport."
how many eggs does the female armyworm lays per night.,100�400
name the application of the cassava glue.,"paper mache, bookbinding, and woodworking"
how can we prevent shriveling and rotting of bean seeds.,"To prevent shriveling and rotting of bean seeds, it is essential to implement proper seed handling and storage practices. This includes using high-quality seeds, ensuring seeds are adequately dried before storage, providing appropriate storage conditions (low humidity, good ventilation), and implementing seed treatments or fungicide applications when necessary. Additionally, practicing crop rotation, maintaining good field hygiene, and avoiding excessive irrigation can help reduce the incidence of seedborne diseases."
What farming practices destroy soil nutrient,"Overuse of synthetic fertilizers: Excessive use of synthetic fertilizers can result in soil acidification and nutrient imbalances, which can reduce soil fertility and productivity over time."
"I was told that for quickly germination of maize seeds, it needs first to be shocked in water before planting, is that true?","No, it is not necessary to shock maize seeds in water before planting for quicker germination. Maize seeds generally do not require pre-soaking before planting. They are capable of germinating under favorable soil conditions without any pre-treatment."
which agricultural products accounted for the exports in 2019,"soybeans, beef, veal, pork, poultry and fresh and processed fruits and veggies "
what is the advantages of stake planting., method ensures uniformity in plant size and reduces the risk of diseases and pests
what other role does water play in the soil.," Water is also needed for photosynthesis, the process by which plants use sunlight to convert carbon dioxide and water into energy in the form of glucose. Without water, plants cannot produce the energy they need for growth and reproduction."
which countries import  maize from Uganda.,"Kenya, Rwanda and Burundi."
which preservatives causes hormonal disruption., parabens and BHA/BHT
why are farmers advisable to leave bean stalk in the garden.,". Bean stalks are rich in nutrients and organic material, which can contribute to improving soil fertility and structure. When the bean stalks decompose, they release nutrients back into the soil, making them available for the next crop."
which farming tools can spread bacterial blight when contaminated.,pruning shears or machetes
