question,answers
What spacing is recommended for cassava planting?,"The recommended spacing for cassava planting can vary depending on several factors, including the variety of cassava, soil fertility, and intended use of the crop. However, a common spacing for cassava is between 1 meter to 1.5 meters between rows and 0.8 meters to 1 meter between plants within a row."
which vegetables can be intercropped with cassava. ,"Vegetables such as okra, pumpkin, and amaranth"
Which type of seed is resistant to pests and diseases,"Hybrid seeds: Hybrid seeds are produced by cross-breeding two or more distinct plant varieties to create a new variety with desirable traits, such as disease and pest resistance.

Genetically modified (GM) seeds: GM seeds have been genetically altered to express certain traits, such as resistance to specific pests or diseases. For example, Bt (Bacillus thuringiensis) maize has been genetically modified to produce a protein toxic to certain insect pests.

Heirloom or heritage seeds: Heirloom or heritage seeds are non-hybrid seeds that have been passed down from generation to generation, often for centuries. These seeds have developed natural resistance to local pests and diseases over time.

Open-pollinated seeds: Open-pollinated seeds are non-hybrid seeds that have been pollinated by natural means, such as wind or insects. These seeds can be genetically diverse and may exhibit natural resistance to pests and diseases."
"which crop can be grown at elevations up to 2,000 meters above sea level, but it grows best at lower elevations.",Cassava 
do some people experience digestives issues after consuming food with preservatives.,"Some people may experience digestive issues, such as bloating, gas, and diarrhea, after consuming foods containing preservatives. This may be due to the fact that some preservatives, such as sorbic acid and benzoic acid, can irritate the lining of the digestive tract."
What cultural methods are good in controlling soil erosion in maize gardens especially in hilly areas of kigezi? ,"Constructing contour terraces on slopes helps to slow down the flow of water, reducing erosion. Terraces are level or slightly sloping strips of land that follow the contour lines of the hillside. They are built with raised ridges of soil and suitable vegetation to trap water and prevent soil from being washed away."
Is uganda among the largest cassava producers in Africa?,Certainly
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
what is RFID used for?,is a technology that has been used to identify and track livestock animals
name the diet in which diary cows should be fed on.,diet high in protein and calcium
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
name other way of controlling couch grass.,Hand weeding
give examples of cover crops.,"beans, peas, clover)"
what is biological pest control., is a method of controlling pests such as insects and mites by using other organisms
what is Field inspection.,"An inspection of a seed field for carrying out checks to ascertain correct crop rotation,
isolation, rouging, weeding or compliance to seed quality standards"
what is a trap crop?,"is a crop of a plant that attracts pests, diverting them from nearby crops."
how are fungi beneficial to soil.,"hese fungi can form symbiotic relationships with plant roots, helping to improve nutrient uptake and plant growth.
"
what is Cassava Anthracnose Disease (CAD) .,is a fungal disease that affects cassava plants.
How do you call the young ones of a horse,foal
how do define Field count.,A count of contaminating factors as specified in the field production standards for seed
what is chlorosis., a condition characterized by yellowing or pale leaves due to a lack of chlorophyll production
can the use of farmyard manure increased infiltration?," FYM improves soil permeability and enhances water infiltration into the soil. The organic matter in FYM improves soil structure, creating larger pore spaces that allow water to penetrate more easily into the soil rather than running off the surface."
What is gene editing? How is it different from genetic engineering?,Gene editing allows scientists to make changes to a specific target sequence of DNA within a gene. It modifies the gene in a precise and predictable manner
Is it criminal if i kill monkeys spoiling my crops,"I am not a legal expert, but the legality of killing monkeys or any wildlife species largely depends on the laws and regulations of your country or region. In many places, wildlife is protected by law, and killing or harming them without proper authorization can be illegal and subject to penalties.

If monkeys or other animals are causing damage to your crops, it is generally recommended to explore non-lethal methods of managing wildlife, such as implementing deterrents, using fencing or netting, or seeking assistance from local wildlife authorities or conservation organizations. They may be able to provide guidance and solutions for addressing wildlife conflicts in a legal and humane manner.
"
where is Intensive farming practiced.,mainly in developed countries
How can local maize breeds be improved  on productivity?,"Selective breeding: This involves selecting the best plants in terms of yield, disease resistance, and other desirable traits and using them as parents to produce offspring with improved traits."
Is there any cassava variety suitable for a particular region in Uganda?,There is no single cassava variety that is suitable for all regions in Uganda due to variations in climatic conditions and soil types.
What is the best season for beans?,"beans prefer warm weather, plant at least a week after the last spring frost"
what is the percentage of moisture content before storage?,13.5% or less
how is  shifting cultivation done?," a small area of forest is cleared by cutting and burning the trees. The cleared land is used for growing crops for a few years until the soil becomes too infertile, and the area is abandoned. Another patch of land is selected and the process is repeated"
How is intercropping helpful in cassava production.,This helps to maximize land use and improve soil fertility
name any materials that can be use mulch on the farm.,"straw, leaves, or wood chips"
how can a farmer regularly monitor for cassava beetles.,"regularly monitor the crop for signs of infestation, such as wilting or yellowing of leaves, and take appropriate measures to prevent or control the pests"
what is harvesting,It involves removing the mature crops from the field and preparing them for storage or transport
how is spacing beneficial during beans cultivation.," Appropriate spacing makes it easier to access and maintain individual bean plants. This includes activities like weeding, applying fertilizers or pesticides, and inspecting for pests or diseases. Sufficient space between plants allows for better maneuverability and reduces the risk of damaging neighboring plants during maintenance tasks."
name the components of nitrogen fertilizers.,"ammonium nitrate, urea, and ammonium sulphate"
do plants have naturally occurring B12?,no 
what is advantages of spacing beans appropriately during planting.,"Adequate spacing between bean plants allows for better air circulation, reducing the risk of fungal diseases. Good air movement helps to keep the foliage dry, preventing the development and spread of diseases such as powdery mildew or rust."
how do define Field count.,A count of contaminating factors as specified in the field production standards for seed
what is the role of an inspector.,Person authorized by the regulatory body to perform the field inspection
What is the best time of year to plant soybeans in the Midwest?, between late April and mid-May
Name factors that causes seed dormancy," mechanical barriers, chemical inhibitors, immature embryos, scarification requirements, and environmental cues"
name two types fertilizers.,organic and inorganic fertilizers
how can farmers prevent livestock diseases.,"implement measures such as regular vaccinations, quarantine of new animals, and good hygiene practices."
what are the benefits of crop domestication.," increased yield, improved disease resistance and drought tolerance, eased harvest and improved the taste and nutritional value of crop plants"
Which type of fertilizer is good to apply for beans,"beans do require other essential nutrients such as phosphorus, potassium, and micronutrients. The specific fertilizer recommendation for beans will depend on the nutrient status of the soil, which can be determined through soil testing."
what is the ideal storage temperature for beans?, between 10-15�C
what is Integrated Pest Management?,"IPM is a holistic approach to pest management that emphasizes the use of multiple methods to control pests, including biological control, cultural control, and chemical control"
what are Water-absorbing polymers,"These are synthetic materials that can absorb and retain large amounts of water, releasing it slowly to plant roots. They can be added to soil or mixed with fertilizer, and can help reduce watering frequency and improve plant survival during drought conditions."
which fertilizer is advisable to be used during the flowering and grain filling stage., GoldChance super flowers &fruit fertilizer or with DIMIPHITE
which family does the African armyworm belongs to.,Noctuidae
What type of soil is beans doing well,"Beans generally do well in soil that is well-draining, fertile, and rich in organic matter. The ideal soil for beans is a sandy loam soil with a pH range of 6.0 to 7.0. The soil should also be free of pests and diseases that can damage the plants.
"
What is a seed drill?,a device that allowed farmers to plant seeds in the soil and then cover them up
Can I eat healthy without spending a lot of money?,es. Food in the United States is very affordable
when do primary outbreaks occurs?,"occur with relatively inconspicuous, low-density populations that can survive without frequent rainfal"
which key districts produces maize in uganda?,"Masindi, Kapchorwa, Kasese, Jinja, Kabarole and Mbale"
why DK maize variety widely grown in Uganda. ,"It is known for its high yield potential, good disease resistance, and adaptability to various growing conditions"
What fertilizer is recommended for maize at planting stage?,"For maize at the planting stage, a fertilizer high in phosphorus (P) is recommended. Phosphorus plays a crucial role in promoting root development and early plant establishment. One commonly used fertilizer for maize at planting is diammonium phosphate (DAP), which typically has a ratio of 18-46-0, indicating 18% nitrogen (N), 46% phosphorus (P), and no potassium (K). This fertilizer provides a readily available source of phosphorus for the young maize plants.
"
