question,answers
what spreads cassava mosaic diesease.,whiteflies 
 which variety of maize has a hard outer layer and is used for making popcorn.,Popcorn maize
why whiteflies are able to multiply and spread so quickly,"Whiteflies have a high reproductive rate, with females capable of laying hundreds of eggs during their lifetime. These eggs hatch quickly, and the nymphs develop into adults in just a few weeks, allowing populations to increase rapidly."
In what ways can farmers manage maize streak disease.,"Planting resistant or tolerant maize varieties that have been developed through breeding programs.
Practicing good weed control, as certain weed species can serve as alternative hosts for the virus and leafhoppers.
Implementing integrated pest management strategies to control leafhopper populations, such as using insecticides or employing physical barriers.
Proper crop rotation and maintaining good agronomic practices to enhance plant health and reduce disease pressure.
Removing and destroying infected plants and plant debris to reduce the source of the virus.
It is essential for farmers to work closely with agricultural extension services and research institutions to access information on resistant varieties, disease management strategies, and early warning systems for maize streak disease in their specific region."
name two commonly used nitrogen-based fertilizers that can be applied 4-6 weeks after germination.,"Urea: Urea is a widely used nitrogen fertilizer that contains a high concentration of nitrogen. It is typically applied in granular form and can be broadcasted or applied as a side-dressing around the base of the plants. Urea is readily available to plants and helps promote vigorous growth and greening.

Ammonium Nitrate: Ammonium nitrate is another nitrogen-based fertilizer that provides a quick-release source of nitrogen. It is commonly used for top-dressing or side-dressing application in the early stages of crop growth. Ammonium nitrate delivers nitrogen rapidly to the plants, stimulating growth and improving overall plant health."
what other way can a farmers control Cassava mosaic disease,Planting resistant varieties: Some cassava varieties have been developed that are resistant to CMD. These varieties should be used whenever possible to reduce the risk of disease.
What is crop cultivation?," is the practice of growing crops for food, fiber, or fuel"
What other crops can be inter cropped with cassava without interference in yield reduction?,"Legumes: Legumes such as cowpeas, soybeans, and groundnuts"
A large diary cows can eat up of?,150 pounds
 which variety of maize has a hard outer layer and is used for making popcorn.,Popcorn maize
How does environmental condition contributes to the spread of maize streak disease.,Maize streak disease tends to be more prevalent and severe in regions with warmer temperatures and high humidity. These conditions favor the growth and activity of both the virus and its leafhopper vectors.
what are the control measures for Cassava Anthracnose Disease:," use of disease-free planting material, crop rotation, and the application of fungicides."
name the variety grown in kenya.,KU50
why should farmers replace old seed during planting.,"using old seeds can result in poor germination rates, uneven plant growth, and reduced resistance to environmental stressors such as drought, pests, and diseases."
which other DK varieies are available in amolatar?,"DK 9093, DK 8073, and DK 8031"
why are farmers not encouraged to collect soil samples compost piles or manure storage., These areas may have localized nutrient concentrations that do not represent the overall soil fertility.
what are organic fertilizers.,"Organic fertilizers are made from natural materials such as compost, manure, and bone meal. They can provide a range of nutrients and help to improve soil structure and fertility over time."
where is Intensive farming practiced.,mainly in developed countries
What is the current price of yellow beans?,"prices can fluctuate frequently. However, the prices for dry beans (yellow) in Uganda are affected by various factors such as supply and demand, transportation costs, and market conditions. It is best to check with local markets or traders for the current prices in the region."
what  is the role of Center for Disease Control(CDC). ,"to prevent �illness, disability and death due to domestic and imported foodborne diseases"
give two cultural crop protection practices.,crop rotation and intercropping.
Can and urea what is suitable for top dressing in maize?,"Yes, both CAN (Calcium Ammonium Nitrate) and Urea are suitable for top dressing in maize. Both are nitrogen fertilizers that can provide the crop with the essential nutrients needed for growth and development."
