question,answers
what is mound planting.,Mound planting involves creating mounds or hills by heaping soil around the base of the cassava stem
how can a farmer identify root rot in cassava plant.,"yellowing of leaves, wilting, and stunting of plant growth"
do plants have naturally occurring B12?,no 
what is the taste of fresh maize.,"Fresh maize has a sweet, juicy flavor and a soft, tender texture,"
how can nutrient management help in improving red soil.,"Conduct a soil test to determine the nutrient deficiencies in the soil. Based on the test results, apply the necessary fertilizers to provide adequate levels of essential nutrients, such as nitrogen, phosphorus, and potassium. This helps to optimize plant growth and yield."
what is band placement of fertilizers,where the fertilizers are placed in rows near the plant roots
name two types of beans found in the garden,bush beans and pole beans
name the disease that can cause the pods to become waterlogged and develop rot,pod rot diseases
why should farmers use farmyard manure in their garden.,helps improve the structure and texture of the soil. It contains a range of nutrients and microorganisms that can break down and decompose to provide nutrients and improve soil health
how do we call the cover crops that increases soil fertility.,green manure
How can i improve clay soil for maize production,"Add organic matter: Incorporating organic matter, such as compost or well-rotted manure, into clay soil can improve soil structure, increase soil fertility, and enhance water-holding capacity. It is best to apply organic matter in the fall or early spring and mix it into the soil to a depth of 6-8 inches."
what is Composting?,"Composting involves decomposing organic materials such as animal manure, food waste, and yard trimmings to create a nutrient-rich soil amendment that can be added back to the soil."
how is biological pest control done?,involves the introduction of natural enemies of the pest that are bred in the laboratory and released into the environment.
what other recommendation can you give for the best time to apply insecticides or spray your garden.,"In general, it is best to consult with a local agricultural extension agent or agronomist for advice on the specific pests and diseases that affect beans in your area, and the best timing and methods for their control."
why is mulching important.,"Mulching helps to suppress weed growth, retain soil moisture, and improve soil fertility"
"what nutrients can i use for water regulation, disease resistance, and stress tolerance in plants.",potassium 
name the four stages of the lifecycle.," Eggs, Larvae, Pupae and Adult"
what are natural fertilizers made of ?,"natural materials such as compost, manure, and bone meal"
which pest feeds on the underside of cassava leaves and causes yellowing and curling of the leaves,Cassava whitefly
what does a hand represents in a horse?, 4 inches
which environmental condition does the Cassava green mite have.,hot and dry conditions
what is the approximate Global agricultural production,32 million tonnes of natural fibres
name examples of phosphorous fertilizers,triple superphosphate and diammonium phosphate.
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
whats the botanical name of african armyworm,Spodoptera exempta
How long does beans take  from planting to harvesting season?,75 days to 90 depending on the variety
which key districts produces maize in uganda?,"Masindi, Kapchorwa, Kasese, Jinja, Kabarole and Mbale"
which caterpillar pests  can cause significant damage to cassava crops.,Armyworms 
why should farmers implement waste management strategies.,Livestock produce a significant amount of waste that can be harmful to the environment if not managed properly.
name working animals that have been used to cultivate fields.,"horses, mules, oxen, water buffalo, camels, llamas, alpacas, donkeys, and dogs"
which other DK varieies are available in amolatar?,"DK 9093, DK 8073, and DK 8031"
what is a major source of greenhouse gas emissions,Animal husbandry
name the first step in crop cultivation,Land preparation
which preservatives causes hormonal disruption., parabens and BHA/BHT
how can farmers use test kit to test soil PH.,"To use the kit, farmers can collect a soil sample from their field or garden, mix it with distilled water, and then add a few drops of the pH indicator solution. The color of the solution will then be compared to the chart, which indicates the pH level of the soil. A pH level of 7 is considered neutral, while levels below 7 indicate acidic soil and levels above 7 indicate alkaline soil.
"
what interval should CAN be used.,intervals of between 6 weeks
