question,answers
what are some of the  preventive measures for managing CMD,"planting virus-free or resistant cassava varieties, practicing good field sanitation, and controlling whitefly populations through integrated pest management strategies. Early detection and removal of infected plants can also help prevent the spread of the disease within a field or area."
what is FDA,Food and Drug Administration
which disease is transmitted by leafhoppers.,Maize streak virus
which type of family do green manure crops belongs to.,leguminous
which countries do we find african armyworm,"Tanzania, Kenya, Uganda, Ethiopia, Somalia, Malawi, Zimbabwe, Zambia, and South Africa"
Which pests affects mostly beans?,Bean weevils
why has Food and Drug Administration has approved  the use of antibiotics in treating animals?,"to treat disease in animals that are sick, control disease for a group of animals when some of the animals are sick and to prevent disease in animals that are at risk for becoming sick"
why do crops require regular maintainance after planting,to ensure healthy growth and yield
which  districts in Uganda grow maize.,"Kabarole, Mubende, Masindi, Jinja, Iganga, Kamuli, Mbale and Kasese."
Do farmers waste water?,"Water is necessary to grow plants that provide food, fiber and shelter for the world"
What are windmills used for?,to generate power and grind wheat since ancient times
which nutrients do beans require for their growth.,"Beans require adequate levels of nitrogen, phosphorus, and potassium"
what is the impact of Intensive tillage.,"Intensive tillage can disrupt soil structure, reduce soil organic matter, and increase soil erosion, which can all lead to reduced soil fertility over time."
How is maize streak disease transmitted.,"transmitted by an insect vector called the maize streak virus vector or ""leafhopper."" "
which tool can be used to cut cassava stems.,machete 
Explain how agronomic practices can be used to impact on the extent of damage done by crop pests? ,"Crop rotation: Rotating crops helps disrupt the life cycles of pests and reduces the buildup of pest populations. By alternating different crops in the same field, pests that are specific to a particular crop are less likely to persist and cause significant damage.

Proper planting time and spacing: Planting crops at the appropriate time and with the correct spacing can promote healthy plant growth and vigor. Well-spaced plants have better air circulation, reducing the favorable conditions for pests and diseases to spread. Timely planting can also help avoid critical pest infestation periods.

Field sanitation: Proper field sanitation involves removing crop residues, weeds, and other debris from the field. These residues can harbor pests and diseases, providing a breeding ground for future infestations. Removing crop debris and maintaining clean field conditions can help reduce pest populations.

Use of resistant or tolerant varieties: Planting crop varieties that have natural resistance or tolerance to specific pests can greatly reduce pest damage. Resistant varieties have built-in genetic traits that make them less susceptible to pest attacks. By choosing and planting resistant or tolerant varieties, farmers can minimize the impact of pests on their crops."
how can farmers benefit from farmers organization,"Knowledge and information sharing: Farming organizations often serve as platforms for knowledge and information exchange among farmers. They provide access to training programs, workshops, seminars, and demonstrations on various agricultural practices, technologies, and market trends. This helps farmers stay updated on the latest farming techniques, best practices, and innovations, enabling them to improve their skills and productivity.

Collective bargaining power: By joining together in a farming organization, farmers can collectively negotiate better prices for their produce and access to inputs, such as seeds, fertilizers, and machinery. The organization can act as a unified voice, representing the interests and concerns of farmers to government authorities, agribusinesses, and other stakeholders, leading to improved market access and fairer trade terms.

Access to financial resources: Farming organizations can facilitate access to credit and financial resources for farmers. They may partner with financial institutions or develop their own revolving funds to provide affordable loans, savings schemes, and insurance products tailored to farmers' needs. This helps farmers overcome financial constraints, invest in their farms, and manage risks associated with farming.

Market linkages and value addition: Farming organizations can establish market linkages and connect farmers with potential buyers, processors, and exporters. They may engage in collective marketing initiatives, bulk sales, or value addition activities, such as processing and packaging, to enhance the marketability and profitability of farmers' produce. This can lead to better market prices, increased income, and improved market access for farmers.

Advocacy and representation: Farming organizations often engage in advocacy and policy dialogue on behalf of farmers. They can influence agricultural policies, regulations, and practices to create a favorable enabling environment for farming. By representing farmers' interests, they can address challenges, promote sustainable farming practices, and advocate for policies that support the growth and development of the agricultural sector.

Networking and collaboration: Being part of a farming organization allows farmers to network and collaborate with peers, experts, researchers, and other stakeholders in the agricultural sector. This fosters learning, collaboration, and innovation, as farmers can share experiences, exchange ideas, and collaborate on research, projects, and initiatives that benefit the farming community as a whole."
Which two types of beans gives high yields...the climbing beans or the ordinary beans?,Both climbing beans and bush (ordinary) beans can give high yields if they are properly managed and grown under suitable conditions. 
how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity"
what is the advantages of stake planting., method ensures uniformity in plant size and reduces the risk of diseases and pests
how many eggs does a female African armyworm lays.,"about 1,000 eggs in her lifetime"
why not fully dried maize susceptibility to mold and insect damage.,the moisture content is higher
name some cultural practices that farmers can use to control cutworms,removing weeds and plant debris from the field and cultivating the soil before planting can help to reduce cutworm populations.
What other crops can be inter cropped with cassava without interference in yield reduction?,"Legumes: Legumes such as cowpeas, soybeans, and groundnuts"
which cassava variety for suitable for Soroti and Lira.,NASE 3
what is micropropagation.,"The practice of rapidly multiplying stock plant material to produce a large number
of progeny plants using plant tissue culture techniques"
What is the best fertilizers for beans? farmers are in need  of rhizobium  is it possible for me to get them and sell to my farmers?,"it is possible for farmers to obtain rhizobia inoculants for their beans. Inoculants are available in various forms, including powders and liquids, and they can be applied to the seed before planting or directly to the soil. Inoculation of beans with rhizobia has been shown to increase yields and improve plant health."
How can local maize breeds be improved  on productivity?,"Selective breeding: This involves selecting the best plants in terms of yield, disease resistance, and other desirable traits and using them as parents to produce offspring with improved traits."
give symptoms of cassava root rot,"ytophthora root rot: This is caused by the oomycete pathogen Phytophthora spp. It leads to root decay and can result in wilting and stunted growth of the cassava plant.

Bacterial root rot: This is caused by bacteria such as Erwinia spp. and Pectobacterium spp., which infect the cassava roots and cause rotting and tissue breakdown.

Poor soil drainage: Excessive moisture in the soil can lead to root rot, as it creates favorable conditions for fungal and bacterial pathogens to thrive.

Poor soil health: Nutritional deficiencies, high soil acidity, or other soil-related issues can weaken cassava plants and make them more susceptible to root rot."
How do you call the young ones of a horse,foal
what are symptoms of Cassava Brown Streak Disease.," brown streaks on the stem and root, as well as yellowing and distortion of the leaves"
why should farmers avoid areas with recent fertilizer or pesticide applications when collecting soil sample.,"These substances can alter the nutrient levels and pH of the soil, affecting the accuracy of the soil analysis."
What fungicides can be used to control CBB.,"Copper-based fungicides can be used to control CBB, but they must be applied before the disease becomes severe."
what is hay,"(dried grasses) to feed livestock (horses, cattle, sheep) during the winter when they cannot feed in green pastures"
name examples of cover crops.,"Secale cereale (rye), Vicia villosa (hairy vetch), Trifolium pratense (red clover), Sorghum bicolor (sorghum-sudangrass), and species in the family Brassicaceae, particularly mustards"
how are cover crops used in agroecosystem where water for crop production is in short supply, cover crops can be used as a mulch to conserve water by shading and cooling the soil surface
Which chemical is best for controlling insects which destroys beans leave.,"There are several chemicals that can be effective for controlling insects that damage bean leaves. The choice of chemical will depend on the specific pest species that are causing the damage. Here are some commonly used insecticides for controlling insect pests in beans:

Pyrethroids: These are synthetic insecticides that are effective against a wide range of insect pests, including aphids, thrips, and bean fly. Examples of pyrethroids that are commonly used for controlling bean pests include cypermethrin and deltamethrin."
"apart from suppressing weeds, what are other properties of allelopathic cover crops."," they can also break disease cycles and reduce populations of bacterial and fungal diseases, and parasitic nematodes"
list ways how maize streak disease transmission occurs.,"Infection of the maize plant: The virus is initially introduced into the maize plant through a bite by the maize streak virus vector or ""leafhopper"" insect, which feeds on the sap of the plant.

Replication and spread: Once the virus has infected the plant, it replicates and spreads within the plant, causing damage to the leaves, stem, and grains of the plant.

Transmission to new plants: The virus can be transmitted to new plants when an infected leafhopper feeds on a healthy plant. The virus can also be spread through infected seeds or plant debris.

Environmental factors: Environmental factors such as temperature, rainfall, and the presence of other pests and diseases can affect the severity and spread of MSD."
what is mechanical planting?,"involves the use of machines to plant cassava stem cuttings, which saves time and labor compared to manual planting."
why are fertilizers used in farming?, to improve the growth and quality of crops
what is a test dig?,dig to check if the tubers are ready for harvesting
Which crops responds better in acidic soils? ,Blueberries
name any insecticides that can be used on cassava beetles.,neem oil or pyrethroids
What is total seed population of wheat in an acre?," Wheat seeding rates can vary depending on factors like variety, soil fertility, and intended yield. A common range for wheat is around 1.5 to 2.5 million seeds per acre, aiming for a plant population of 1 to 1.5 million plants per acre."
Does most of the money I pay for food go back to the farmer?,Not necessarily
which nutrient is essential for the production of chlorophyll.,Nitrogen 
name regions where irrigation is applicable.,regions with low rainfall or unreliable water sources
which caterpillar pests  can cause significant damage to cassava crops.,Armyworms 
how can tillage be used to control Couch grass., involves digging up the soil to a depth of at least 6 inches to disrupt the root system of the grass
how can crop rotation improves clay soil.," Rotating maize with other crops, such as legumes or grasses, can help improve soil health and fertility by adding organic matter and breaking up soil compaction. It can also help reduce pest and disease pressure.Add lime and humus which clamp tinny particles to form a larger one hence improving aeration"
how can farmers mitigate leaf shedding in cassava during the dry season,"Irrigation: Providing supplemental irrigation to cassava plants during dry periods can help alleviate water stress and maintain adequate soil moisture levels.

Mulching: Applying organic mulch around the cassava plants can help conserve soil moisture, regulate soil temperature, and reduce water evaporation from the soil surface.

Fertilization: Ensuring optimal nutrient levels through balanced fertilization can help maintain the health and vigor of cassava plants, reducing the risk of nutrient deficiencies and associated leaf shedding.

Pest and disease management: Implementing appropriate pest and disease control measures, such as regular scouting and timely application of recommended treatments, can help minimize leaf damage and subsequent leaf shedding."
which micronutrients do beans require.,"calcium, magnesium, and sulfur"
name the symptoms of cassava whitefly.,"wilting, yellowing of leaves, and stunted growth"
which type of family do green manure crops belongs to.,leguminous
which fruit crops can cassava be intercropped with?,"mango, citrus, and avocado"
Which pests affects mostly beans?,Bean weevils
Suggest the disadvantages of sandy  soil,"Poor water-holding capacity: Sandy soils have a low water-holding capacity, which means that they require more frequent irrigation and may not be suitable for crops that require consistent soil moisture.
Low nutrient retention: Sandy soils have low nutrient retention capacity, which can lead to leaching of nutrients and require more frequent application of fertilizers and organic matter.
Low organic matter content: Sandy soils are often low in organic matter, which can lead to soil erosion and reduced soil fertility.
Susceptible to erosion: Sandy soils are prone to erosion by wind and water, which can lead to soil degradation and loss of topsoil."
which crops can be grown together with cassava.,"beans, maize, or vegetables"
What causes CBB., It is caused by the bacterium Xanthomonas axonopodis pv. manihotis
can deforestation affect soil nutrients?,"Deforestation can cause soil erosion and loss of soil organic matter, which can reduce soil fertility and productivity."
Is maize growth affected by altitude?,The expert will reachout to help
What bean variety fetch high price on market?,"Kidney beans (Phaseolus vulgaris): They are large, kidney-shaped beans with a smooth texture and a rich, meaty flavor. They are often used in chili, soups, and stews.

Black beans (Phaseolus vulgaris): These beans have a dense, creamy texture and a slightly sweet, earthy flavor. They are commonly used in Latin American and Caribbean cuisine.

Pinto beans (Phaseolus vulgaris): They are medium-sized beans with a speckled appearance and a creamy texture. Pinto beans are popular in Mexican and Southwestern cuisine.

Navy beans (Phaseolus vulgaris): These small, white beans have a mild flavor and a smooth texture. They are often used in baked beans and soups.

Cannellini beans (Phaseolus vulgaris): These Italian white beans have a creamy texture and a mild, nutty flavor. They are commonly used in Mediterranean dishes."
what does  nitrogen deficiency causes?,"stunted growth, yellowing leaves, and reduced yield."
what type of fertilizers are made from chemical?,synthetic fertilizers
What is total seed population in an acre?,"he recommended plant population for maize varies, but a common range is around 20,000 to 40,000 plants per acre. This translates to seeding rates of approximately 25,000 to 50,000 seeds per acre, considering germination rates and seedling mortality."
name plants that uses C3 carbon fixation.,alfalfa and soybeans
how can conduct a simple test to check the authenticity of the agrochemical.,"For example, you can mix a small amount of the product with water and observe how it dissolves. Fake products often leave residues or do not dissolve properly.
"
how does clover cover crop enhanced songbird habitat.,"by providing cover and nesting sites, and an increased food source from higher arthropod populations"
what is the effect severe CBSD , reducing yields and making cassava roots unsuitable for consumption or processing
"Adjumani district, what are the necessary conditions for cassava germination",Cassava seeds germinate best in warm soil with temperatures between 25�C to 30�C.
what is Land transformation.,the use of land to yield goods and services
"Apart from supergro, what other fertilizer can a farmer use to retain moisture in the garden during the period of drought?","Organic matter: Adding organic matter to the soil can help improve soil structure, increase water-holding capacity, and promote healthy root growth. Organic matter can come from compost, manure, or other plant residues."
name the diet in which diary cows should be fed on.,diet high in protein and calcium
wat is the vitalness of calcium?,"Calcium plays a crucial role in plant development and helps in cell wall formation, nutrient uptake, and overall plant health"
how does seed drying prevent spoilage.," Drying seeds effectively reduces the risk of spoilage during storage. Moisture provides a favorable environment for the growth of microorganisms, such as fungi and bacteria, which can attack and damage seeds. By reducing moisture content through drying, farmers can inhibit the growth of these organisms and minimize the risk of seed spoilage and loss."
what is the minimum soil depth required for growing cassava,30 cm
which kind of cultivation is sometimes referred to as slash and burn.,Shifting cultivation
How should the soil be prepared before planting beans?, the soil must be prepared by removing weeds and incorporating organic matter such as compost or manure to improve soil fertility.
Why is it that loam soil is dark in colour?,"The dark color of loam soil is due to the presence of organic matter, which is composed of decaying plant and animal material."
"name the processes in cassava growing,","land preparation, planting, weeding, harvesting, and processing"
which plants prefer acidic soils with a pH range between 4.5 and 6.0.,Rhododendrons and Azaleas
what is Aquaculture,production of fish for human consumption
name any example of cover crops that can be grown together with cassava.,mucuna or velvet beans
which agricultural products accounted for the exports in 2019,"soybeans, beef, veal, pork, poultry and fresh and processed fruits and veggies "
can educating farmers help improve productivity?,Educating farmers on the best practices for growing maize can help to improve their productivity and increase the yield of local maize breeds.
which species of leafhoppers spread maize streak disease.,Cicadulina mbila and Cicadulina storeyi
What is the organic name for cassava.,Manihot esculenta
why is DAP used in planting maize.,"is a phosphorus-rich fertilizer that also contains nitrogen. It is often used as a basal or pre-planting fertilizer for maize, as it promotes root development and helps the plants establish quickly. However, it may not provide adequate amounts of potassium and other micronutrients that maize needs for optimal growth."
define what is intercropping., several crops are grown at the same time
define Livestock management practices?," practices involve a range of activities and strategies that are designed to keep animals healthy, productive, and profitable"
what is mulching.,covering the soil around the cassava plants with a layer of organic material such as leaves or straw.
which nutrient is leguminous crops high in?,nitrogen 
what is other use of farmyard manure.,"help to increase the porosity of the soil, allowing for better infiltration of water and air into the soil. This can also help to prevent soil compaction, which can reduce the amount of water that is able to infiltrate the soil and stay there."
why should the garden be harrowed after ploughing.,to break down any large clumps and create a fine tilth for planting
"which pest feed on the sap of the bean plant, causing stunting and distortion of the leaves",Bean aphids (Aphis fabae)
which farm tool was used by farmers to thresh or beat the dried wheat in order to separate its edible grain seeds from its stalks,flails 
define what a seed class is?,"The categorization of seed according to genetic purity and quality standards. The seed
classes adopted in these guidelines are Nuclear stock, Basic seed, Certified 1, Certified 2 and QDS."
What common practice is done to control field pests?,"Crop rotation: Rotating crops can help break pest cycles and reduce pest populations over time.

Use of resistant varieties: Planting crop varieties that are resistant or tolerant to specific pests can help reduce pest damage.

Proper field hygiene: Removing crop residue and weeds can eliminate potential hiding places and breeding grounds for pests.

Sanitation: Proper disposal of infested plants, crop debris, and waste materials can help prevent the spread of pests.

Biological control: Introducing beneficial insects, such as ladybugs or parasitic wasps, that prey on pests can help control their populations naturally.

Mechanical methods: Handpicking pests, using traps, or employing physical barriers can be effective in managing certain pests.

Integrated Pest Management (IPM): Implementing an integrated approach that combines multiple pest control strategies tailored to specific pest and crop conditions.

Timely planting and harvesting: Planting at the appropriate time and harvesting crops promptly can minimize exposure to pests."
why does the use of herbicides requires proper training and application.,to avoid damage to the cassava plants and the environment
