question,answers
what is the distance of the furrows to be formed for cassava plants.,1-1.5 meters between rows
what is the importance of humidity.,"High humidity can promote the growth of fungal diseases, while low humidity can increase water stress on plants. Crop-specific humidity requirements vary, and farmers need to consider the ideal humidity levels for their crops."
what is the most popular crop in midwest?,Soybeans 
what is the major cassava disease?,Cassava Mosaic Disease (CMD)
how can distinguish female from male,Females and males can be distinguished by the number of bristles on their frenulum
What are the uses of soil air,"oil air plays an important role in the growth and development of plants by providing oxygen for respiration and other metabolic processes. Soil air also helps to maintain the proper soil moisture levels, which are essential for plant growth. "
what are the causes of soil degradation?,"erosion, compaction, and nutrient depletion"
Which agricultural method can be used to improve on soil fertility,incorporating cover crops that add organic matter to the soil
what is cassava mosaic disease.,"This is a viral disease that causes yellowing and mottling of the leaves, stunted growth, and reduced yield"
what is shifting cultivation.,"is a system in which forests are burnt, releasing nutrients to support cultivation of annual and then perennial crops for a period of several years"
Name regions in which Pastoralism is practised.,"arid and semi-arid regions of Sahara, Central Asia and some parts of India."
why has Food and Drug Administration has approved  the use of antibiotics in treating animals?,"to treat disease in animals that are sick, control disease for a group of animals when some of the animals are sick and to prevent disease in animals that are at risk for becoming sick"
name the application of the cassava glue.,"paper mache, bookbinding, and woodworking"
How do I know when my corn is ready to harvest?,"Corn is typically ready to harvest when the kernels are firm and have reached their full size, and the ears have a mature appearance"
how can farmers control Cassava green mite.,it is important to regularly monitor the cassava crop for signs of infestation. Early detection and treatment can prevent the spread of the mites and minimize crop damage
what is the ideal storage temperature for beans?, between 10-15�C
What is total seed population in an acre?,"For soybeans, the recommended plant population is typically higher, ranging from 100,000 to 200,000 plants per acre. This corresponds to seeding rates of approximately 125,000 to 250,000 seeds per acre."
give examples of micronutrients.," iron, zinc, and manganese."
Which fertilizer is best for increase of productive of beans,Phosphorus (P) and potassium (K) are two key nutrients
What causes cassava seedling blight?,Xanthomonas axonopodis pv. manihotis is the pathogen that causes bacterial blight of cassava
which fertilizer is advisable to be used during the flowering and grain filling stage., GoldChance super flowers &fruit fertilizer or with DIMIPHITE
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
"I am in eastern, central, and western Uganda, which cassava do you recommend?",NASE 14
which continents are cassava  referred to as an important source of food and income for millions of people.,"Africa, Asia, and Latin America"
Do brown cows produce chocolate milk?,No
how is threshing done.,"achieved through rubbing, stripping, or impact action, or using a combination of these actions. The operation can be performed manually (trampling, beating), using animal power, or mechanical threshers"
why do climbing beans have higher yields than bush beans.,because they can grow taller and produce more foliage and pods per plant
What is total seed population in an acre?,"For soybeans, the recommended plant population is typically higher, ranging from 100,000 to 200,000 plants per acre. This corresponds to seeding rates of approximately 125,000 to 250,000 seeds per acre."
give two ways in which frozen vegetables can even be more nutritious than fresh vegetables.,"frozen vegetables are often left to ripen longer than fresh vegetables. As they ripen and mature, they become full of vitamins, minerals and antioxidants. Second, vegetables begin to lose their nutritional value as soon as they are harvested. Freezing slows this process."
which year was Kawanda Composite A released.,1971
what causes cassava root rot., fungal and bacterial pathogens
name the various forms in which fertilizers can be applied?,"granular, liquid, and foliar applications."
what is Integrated Pest Management?,"IPM is a holistic approach to pest management that emphasizes the use of multiple methods to control pests, including biological control, cultural control, and chemical control"
what is wilting point?,"This refers to the point at which the soil has lost so much water that plants begin to wilt and cannot recover their turgidity even when water is added. At this point, the soil is extremely dry, and the water is held tightly to the soil particles."
what does the number 10-20-10 represent in  fertilizers.,"the numbers represent the percentage of N, P, and K, respectively"
What are the roles of mineral matter/particles in the soil,"The mineral particles are primary determinants of soil structure. The smaller the particle, the greater the surface area per unit volume. Bonding and aggregation is much more significant with the availability of large surface areas. Clay sized materials (when moist) impart a ""plastic"" feel to kneaded soil samples"
how can crop rotation improves clay soil.," Rotating maize with other crops, such as legumes or grasses, can help improve soil health and fertility by adding organic matter and breaking up soil compaction. It can also help reduce pest and disease pressure.Add lime and humus which clamp tinny particles to form a larger one hence improving aeration"
"which variety is grown in Colombia and is known for its high yield potential, disease resistance, and good processing qualities.",COCU 001
What does the label on my egg carton mean?,Omega?3 Enriched: Ingredients like flaxseed and fish oils are added to hen�s diets to increase omega?3 content. � Organic: Hens are not in cages and are raised according to the USDA�s National Organic Program guidelines � Free?range: Hens are raised with access to the outdoors. � Cage?free: Hens are allowed to roam in open areas
why is fertilizer used in soil management?,to provide the necessary nutrients for optimal crop growth.
why is crop rotation important in farming?,"This helps to prevent soil erosion and depletion, and can also help to control pests and diseases"
what spreads Cassava Mosaic Disease (CMD),whitefly
which micronutrients are present in most common fertilizers.,"iron, manganese, and zinc"
which crops can be grown together with cassava.,"beans, maize, or vegetables"
"which indicator can be used to check for cassava maturity.
",Time since planting
which cassava variety was developed by the International Institute of Tropical Agriculture (IITA) and is popular in many African countries.,TME 419
how long does the cassava plant takes to mature.," between 9-24 months after planting, depending on the variety and the intended use of the crop"
How can Rogueing be used to control CBSD.,Infected plants should be identified and removed from the field to prevent the disease from spreading
What are the symptoms of cassava mosaic,"Leaves leaves become distorted and yellow, Poor formation of tubers, The plants is stumted, Mosaic mottling,mishapen and twisted leaflets and reduction in size of leaves"
What is likely effects of not replacing new seeds every season?,"Not replacing new seeds every season can lead to a decrease in yield and quality of the crop. This is because the seeds may lose their vigor and genetic purity over time due to factors such as natural genetic drift, environmental stressors, and contamination from other varieties."
which other way can cover crops increase fertility,Cover crops can also improve soil quality by increasing soil organic matter levels through the input of cover crop biomass over time
how is biodiversity enhanced through reliable rainfall.," Rainfall can support a variety of plant and animal species, leading to increased biodiversity and a healthier ecosystem.
"
name the symptoms of cassava whitefly.,"wilting, yellowing of leaves, and stunted growth"
how long does TZECOMP 3 takes to mature., 90 days
How should the soil be prepared before planting beans?, the soil must be prepared by removing weeds and incorporating organic matter such as compost or manure to improve soil fertility.
How can crop rotation be used to control CBSD from spreading.,Planting cassava in the same field year after year can increase the risk of CBSD. Crop rotation can help to break the cycle of disease and reduce the risk of infection.
How can agronomist overcome problems due to persistent use of fertilizers? ,"Regular soil testing helps determine the nutrient levels in the soil and allows for tailored fertilizer recommendations. Agronomists can assess the nutrient needs of specific crops and apply fertilizers accordingly, avoiding over-application. This helps maintain nutrient balance and prevents nutrient imbalances or excesses."
can crop rotation help control root rot in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
During which phases are the S. exempta species susceptible to a cytoplasmic virus.,During the pupal and pre-pupal stages
why has maize production improved in Uganda.,the adoption of improved technologies by farmers.
What is the process of field drying and threshing maize?,Post-harvest management
what is crop rotation in soil management?,a technique used in soil management to reduce soil-borne diseases and pests and improve soil fertility
