question,answers
how do apply fertilizers using top-dressing method.,"To apply fertilizer using the top-dressing method, you should first prepare the fertilizer by calculating the recommended dosage according to the soil analysis results and the crop requirements. Then, carefully spread the fertilizer evenly around the base of each plant, taking care not to damage the plant roots. After applying the fertilizer, you can use a hoe or other tool to gently scratch the soil surface to incorporate the fertilizer into the soil."
what do i look when inspect the packaging.," Look for signs of tampering, such as broken seals or mismatched packaging, which may indicate that the product is fake."
how are mosquitoes controlled biologically.,"by putting Bt Bacillus thuringiensis ssp. israelensis, a bacterium that infects and kills mosquito larvae, in local water sources."
do some people experience digestives issues after consuming food with preservatives.,"Some people may experience digestive issues, such as bloating, gas, and diarrhea, after consuming foods containing preservatives. This may be due to the fact that some preservatives, such as sorbic acid and benzoic acid, can irritate the lining of the digestive tract."
which cassava variety for suitable for Soroti and Lira.,NASE 3
what is shifting cultivation.,"is a system in which forests are burnt, releasing nutrients to support cultivation of annual and then perennial crops for a period of several years"
A mature horse shorter than 14 hands is considered?,pony 
what causes plant diseases?,"variety of pathogens, including fungi, bacteria, viruses, and nematodes"
what are combine harvesters?,"machines, which are loaded with technology, are very efficient and combine all three jobs of cutting, collecting, and threshing a crop"
why are farmers not encouraged to collect soil samples compost piles or manure storage., These areas may have localized nutrient concentrations that do not represent the overall soil fertility.
Who invented the earliest milking machines?,the ancient Egyptians
how can farmers ensure proper drainage.,Ensuring that fields are properly drained can help to reduce the risk of infection.
in which way is climate change affecting agriculture?,"changes in temperature, rainfall, and weather patterns"
How can i store beans safely?,"Clean and dry the beans: Remove any debris, dirt or broken beans. Then, spread them out on a clean, dry surface, like a tarp or a concrete floor, to dry. Make sure they are completely dry before storing them."
Who invented the earliest milking machines?,the ancient Egyptians
why is it advisable or recommended to conduct a soil test before fertilizer application.,to determine the soil nutrient levels and to calculate the appropriate fertilizer application rate
what is the best spacing for cassava.,a distance of 1-1.5 meters between rows and 0.75-1 meter between plants
what is Thiram,"Thiram is a fungicide that is used to control a variety of seed-borne and soil-borne fungal diseases, such as damping-off, seed rot, and seedling bligh"
what are the common causes of fatal injuries among young farm workers.,"drowning, machinery and motor accidents, including with all-terrain vehicles."
what are the effects of climate change,"decreased crop yields, increased pest and disease pressure, and other challenges for farmers."
can human activity spread bacterial blight in the cassava field?, People working in cassava fields can inadvertently spread the disease through contact with infected plants or contaminated soil.
Which method of fertilizer application do we use during weeding beans?,"The type of fertilizer recommended for top-dressing maize depends on the soil nutrient status and the crop's nutrient requirements. However, generally, a nitrogen-rich fertilizer is recommended for top-dressing maize because nitrogen is one of the primary nutrients required for maize growth and development."
which natural water can fish grow in?,"ponds, lakes, rivers, and streams"
which other field is RFID being used?,hay
what is crop rotation,Crop rotation is the practice of growing a series of different crops in the same area over several seasons
Which disease make maize leaves to turn yellow,Maize chlorotic mottle virus:
how can Livestock integration helps increase soil fertility.,"Grazing livestock on pasture land can help add organic matter to the soil through manure and urine deposition. Additionally, crop residues and other organic materials can be fed to livestock and the resulting manure can be applied to the soil to improve fertility."
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
what is a cassava whitefly," is a tiny, sap-sucking insect that feeds on the cassava plant, particularly on the underside of the leaves."
what does poverty results in?,"inability to purchase food, safely store food or transport food from where it is grown to where it is needed."
Can beans be milled like soyabean for human consumption,"Yes, beans can be milled like soybeans for human consumption. The process of milling involves grinding the beans into a fine powder, which can then be used as a flour in various recipes."
excessive tillage can lead to ?,soil erosion and nutrient loss
which cassava variety is grown in Brasil?,BRS Kiriris
how is long 2H spaced.,is given a spacing of 75x30m with a seed rate of 25kg/ha so does other varieties.
can waterlogging cause yellowing in beans plants?,"Beans do not tolerate waterlogging, and excess moisture can cause their roots to suffocate, leading to yellowing of the leaves."
what is the most popular crop in midwest?,Soybeans 
what is animal husbandry?,"is the breeding and raising of animals for meat, milk, eggs, or wool, and for work and transport."
name one plant that uses C4 carbon fixation.,maize 
What transmit cassava mosaic,"is primarily transmitted by whiteflies, specifically the species Bemisia tabaci"
what does a hand represents in a horse?, 4 inches
Where can we farmers get the beans seeds with iron content?,Look for seed suppliers that specialize in breeding and supplying seeds with higher iron content. You can search online for seed suppliers in your area or contact your local agricultural extension office for recommendations.
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
how can microbial activity help facilitate the loosening of the upper soil layers when farmyard manure is applied.,"Farm yard manure provides a food source for soil microorganisms. These microorganisms break down the organic matter in the manure, releasing nutrients and byproducts that contribute to the formation of soil aggregates. Microbial activity also produces substances that help bind soil particles together and enhance soil stability."
how many bristles do female armyworms have?,females have multiple
any maize market out there?,There are several markets available but all depends on where you are based.Where are you based
Name the pest control management practices.," Chemical (pesticides), biological (biocontrol), mechanical (tillage), and cultural practices are used"
Is uganda among the largest cassava producers in Africa?,Certainly
how is mulching important in agriculture.,"Mulching helps conserve soil moisture, regulate soil temperature, and suppress weed growth."
"What is the fall armyworm, and why is it a concern for farmers in Uganda?","The fall armyworm, in particular, is a major concern for farmers as it is highly invasive, can reproduce quickly, and can cause significant crop losses"
Where does our food come from?,"87.3% of food and beverage purchases by U.S. consumers, including both grocery store and eating out purchases, were from domestic production. The remaining 12.7% were imported food and beverages such as produce from Chile or wines from France"
What causes shriveling and rotting of beans seed.?.,"Fungal and Bacterial Diseases: Several fungal and bacterial pathogens can infect bean seeds and cause rotting. Common diseases include seed rot, damping-off, and seedling blight. These diseases often thrive in moist conditions and can lead to seed decay and deterioration."
Poor irrigation leads to?,"waterlogging, soil salinization, and other negative environmental consequences."
what is inter-cropping.,This involves planting other crops between the cassava rows to help suppress weed growth
define what is humdity.,Humidity refers to the amount of moisture present in the air.
which teso region districts are affected by drought.,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Ngora, Serere, and Soroti"
which part of cassava is affected by CBSD,roots
what is pest control.,"is the regulation or management of a species defined as a pest; such as any animal, plant or fungus that impacts adversely on human activities or environment"
what is High fructose corn syrup,is a common sweetener in sodas and drinks
what is Hybridization.,This involves crossing two different varieties of maize with desirable traits to create a new variety that combines the best traits of both parents.
name the various pest and diseases that can affect cassava plants.,"mealybugs, whiteflies, cassava mosaic disease, and cassava brown streak disease"
How long does cassava takes to mature.," It takes between 8 to 18 months to mature, depending on the variety"
what the required soil PH for beans, between 6.0 and 7.0
what is top side dressing?, refers to the application of fertilizers on the soil surface around the base of the plants after they have been established
what is the approximate Global agricultural production of food.,11 billion tonnes
name the important categories of food crops.,"cereals, legumes, forage, fruits and vegetables"
How can couch grass be effectively control from the cassava garden.,"Hand-pulling, mulching, herbicides, and tillage"
what factors should be considered when a applying NPK fertilizers on maize plants.,"soil fertility, crop growth stage, and local recommendations"
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
how do you control Cassava mosaic disease,"planting disease-resistant varieties, using virus-free planting materials, and maintaining good field sanitation, as well as chemical control measures"
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
how are beans planted?,The seeds are planted at a depth of 1-2 inches and spaced about 2-4 inches apart in rows
what are some of the consideration to be done during ban placement of fertilizers.," specific crop, soil conditions, and nutrient requirements"
why are farmers advisable to leave bean stalk in the garden.,". Bean stalks are rich in nutrients and organic material, which can contribute to improving soil fertility and structure. When the bean stalks decompose, they release nutrients back into the soil, making them available for the next crop."
Which fertilizer is good for planting beans?," a fertilizer with a higher ratio of phosphorus and potassium, such as 10-20-20 or 15-30-15, would be suitable for planting beans"
cam maize grow in clay soil,"es, maize can grow in clay soil. However, clay soil has certain characteristics that can affect maize growth and productivity. Clay soil tends to retain water and drain poorly, which can lead to waterlogged conditions and root suffocation if not properly managed. Additionally, clay soil can be compacted, making it harder for roots to penetrate and access nutrients."
