question,answers
"apart from providing nutrients, name important of applying fertilizers."," fertilizers can also improve soil structure and fertility over time. They can help to increase soil organic matter, improve soil water-holding capacity, and reduce erosion."
what can happen to maize that is harvested before it is fully dried.,"may not store well, as the moisture content is higher and the grain is more prone to spoilage and insect damage."
which countries in United States has fish farms,"California, Idaho, Alabama, Arkansas, Louisiana, Mississippi, and along the southeastern U.S. coast"
What are the measures farmers can take minimize crop losses during storage," Harvesting crops at the right time and in the right way is important to ensure that they are not damaged during the process. The crops should be harvested when they are mature but not overripe, and the tools used should be in good condition to prevent damage to the crops."
what are some of the advantages of Band placement of fertilizers.,"By placing the fertilizers in rows, you can specifically target the area around the plant roots where nutrient uptake is most active. This allows for more efficient use of the fertilizer and reduces the risk of nutrient loss through leaching or runoff."
what is the maturity age of DKC 9098 maize variety.,85 days
why do farmers need to consider intercropping beans with cassava.," beans can provide shade for young cassava plants, which can help to reduce water stress during the early stages of growth."
how does farmers benefit from seed exchange programs.,Seed exchange programs allow farmers to share seeds with each other. Check with your local agricultural extension office or farmer network to see if there are any seed exchange programs in your area.
which variety is known for its high starch content and good processing qualities.,M Col 22
what kind of practices are used for crop protection?," use of pesticides, fungicides, and other chemicals, as well as cultural practices"
which cassava variety for suitable for Soroti and Lira.,NASE 3
why are maize planted in rows.,it also allows for planting of other crops between these rows to make more efficient use of land space
name working animals that have been used to cultivate fields.,"horses, mules, oxen, water buffalo, camels, llamas, alpacas, donkeys, and dogs"
how does deforestation causes drought.,"reduce the amount of water vapor that is released into the atmosphere, leading to reduced rainfall in the surrounding areas."
name any  veterinary care that should be given to livestock,routine check-ups and vaccinations
What is gene editing? How is it different from genetic engineering?,Gene editing allows scientists to make changes to a specific target sequence of DNA within a gene. It modifies the gene in a precise and predictable manner
what interval should CAN be used.,intervals of between 6 weeks
Name the cultural pest control practicies.,"crop rotation, culling, cover crops, intercropping, composting, avoidance, and resistance"
what is the spacing between plants and rows?,a spacing of 20-30 cm between plants and 60-75 cm between rows
which grass species  harbor leafhoppers,"Setaria barbata (Lam.) Kunth and Brachiaria lata (Schumach) Hubbard, "
give two cultural crop protection practices.,crop rotation and intercropping.
what is Land transformation.,the use of land to yield goods and services
name some control measures for cutworms.," use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
what is plant nutrition?,refers to the process by which plants obtain and utilize essential nutrients for growth and development. 
how else can you achieve pest control.,culling
how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity"
how many eggs does the female armyworm lays per night.,100�400
what is the approximate amount of Global agricultural production of wood.,4 billion
which maize variety is recommended for second season ,"Longe 5H - this is a medium maturing hybrid that takes approximately 100-110 days to mature. It is tolerant to drought and is suitable for areas with moderate rainfall.

Longe 7H - this is also a medium maturing hybrid that takes approximately 100-110 days to mature. It is suitable for areas with low to moderate rainfall.

DKC 9088 - this is a high-yielding hybrid that takes approximately 110-115 days to mature. It is suitable for areas with good rainfall and good soil fertility.

It is recommended to consult your local agricultural extension officer or seed supplier for advice on the best maize variety to plant in your specific area and conditions."
what are the ecological requirements for cassava growth.,"warm temperatures, regular rainfall, well-drained fertile soils, full sunlight, high humidity, and grows best at lower elevations"
what is the WHO death estimates from pesticides poisonings.," 220,000 deaths"
What does the label on my egg carton mean?,Omega?3 Enriched: Ingredients like flaxseed and fish oils are added to hen�s diets to increase omega?3 content. � Organic: Hens are not in cages and are raised according to the USDA�s National Organic Program guidelines � Free?range: Hens are raised with access to the outdoors. � Cage?free: Hens are allowed to roam in open areas
what is the purpose of threshing .,The purpose of the threshing process is to detach the grain from the panicles
What are the symptoms of cassava mosaic,"Leaves leaves become distorted and yellow, Poor formation of tubers, The plants is stumted, Mosaic mottling,mishapen and twisted leaflets and reduction in size of leaves"
why has maize production improved in Uganda.,the adoption of improved technologies by farmers.
What is total seed population in an acre?,"For soybeans, the recommended plant population is typically higher, ranging from 100,000 to 200,000 plants per acre. This corresponds to seeding rates of approximately 125,000 to 250,000 seeds per acre."
"Why do beans leave turns yellowish before maturity dispute rain is available
","Nutrient deficiency: If the beans are not getting enough nutrients, especially nitrogen, their leaves can turn yellow. A soil test can help identify if there is a nutrient deficiency."
which does virus responsible for cassava mosaic disease belongs to?,Geminiviridae
what is strip cropping.,Planting different crops in alternating strips across the slope helps to reduce erosion by breaking up the flow of water. The alternating strips of different crops create barriers that trap sediment and prevent it from being washed away.
which fertilizer can i use for beans.,"Beans have lower nitrogen requirements than maize, but still require sufficient levels of phosphorus and potassium for good growth. Therefore, a balanced fertilizer that provides all three nutrients may be suitable for beans."
what is Livestock management.,"involves taking care of different animals that are raised for various purposes, such as meat, milk, wool, and eggs."
what other reasons are there for using diammonium phosphate put in planting hole.,"DAP is water-soluble, which means it can be quickly taken up by plant roots and used for growth. By placing DAP in the planting hole, the young plant's roots can access the nutrients immediately, promoting early growth and establishment."
what are green manure used for?,to manage a range of soil macronutrients and micronutrients
What causes shriveling and rotting of beans seed.?.,"Fungal and Bacterial Diseases: Several fungal and bacterial pathogens can infect bean seeds and cause rotting. Common diseases include seed rot, damping-off, and seedling blight. These diseases often thrive in moist conditions and can lead to seed decay and deterioration."
what are liquid fertilizers used for?,"iquid fertilizers are often used for foliar feeding, where the fertilizer is sprayed onto the leaves of plants."
which preservatives causes hormonal disruption., parabens and BHA/BHT
can clean planting materials be used to control root rot?,Cassava cuttings should be obtained from healthy plants that have been certified as free from root rot.
which organic matter help improve soil fertility.,compost or well-rotted manure
what is Food Safety and Inspection Service (FSIS) responsible.,"FSIS is �responsible for ensuring that the nation�s commercial supply of meat, poultry and egg products is safe, wholesome and correctly labeled and packaged"
Npk and dap winch one is good for planting maize?,"It is important to note that the choice of fertilizer and application rate may depend on the specific soil and environmental conditions, as well as the maize variety and intended use of the crop. It is recommended to conduct a soil test and consult with a local agricultural expert to determine the appropriate fertilizer and application rate for a specific situation."
which year was Apple farming introduced in Uganda?,1999
"In top side dressing, at what stage should fertilizers be applied? ","""vegetative stage"" or ""early growth stage"" of the plant"
Can over boiling maize make it loss Carbohydrates?," Boiling maize grains does not significantly affect the carbohydrate content, so the length of time for boiling is not critical for this nutrient."
which fertilizer is advisable to be used during the flowering and grain filling stage., GoldChance super flowers &fruit fertilizer or with DIMIPHITE
"what conditions can accelerate the breakdown of active ingredients in pesticides, reducing their effectiveness","extreme temperatures, moisture, and sunlight"
what are Single nutrient fertilizers., supply 1 or 2 of these nutrients.
which fungi causes root rot ?,"Fusarium, Pythium, and Phytophthora"
Can over boiling maize make it loss Carbohydrates?," Boiling maize grains does not significantly affect the carbohydrate content, so the length of time for boiling is not critical for this nutrient."
what is shifting cultivation.,"is a system in which forests are burnt, releasing nutrients to support cultivation of annual and then perennial crops for a period of several years"
how is farmyard manure derived?,"Farmyard manure is typically derived from animal waste, such as cow dung, and contains a mix of organic matter, nutrients, and microorganisms. It provides a slow-release source of nutrients and helps improve soil structure and moisture retention."
which natural water can fish grow in?,"ponds, lakes, rivers, and streams"
Which crop is the major source of food in africa?,Cassava 
what is manual weeding., involves using hand tools such as hoes or machetes to manually remove weeds around the cassava plants.
name the symptoms of cassava whitefly.,"wilting, yellowing of leaves, and stunted growth"
what is top side dressing?, refers to the application of fertilizers on the soil surface around the base of the plants after they have been established
What farming practice helps prevent soil erosion?,Crop Rotation
what are the effects of armyworm infestation.,significant defoliation and reducing the plant's ability to produce healthy tubers
name one open-pollinated maize variety that was developed in West Africa and is well-suited to drought-prone regions.,SAWAH
name Spodoptera exempta species that have chisel-like mandibels.," S. triturata, S. m. mauritia, S. m. acronyctoides, S. umbraculata, S. cilium, Spodoptera depravata [sv], and S. pecten"
how do we define a cover crop biomass.,"a physical barrier between rainfall and the soil surface, allowing raindrops to steadily trickle down through the soil profile"
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
what is advantages of spacing beans appropriately during planting.,"Adequate spacing between bean plants allows for better air circulation, reducing the risk of fungal diseases. Good air movement helps to keep the foliage dry, preventing the development and spread of diseases such as powdery mildew or rust."
What are the problems facing farming organization in uganda?,"Limited access to finance: Many farming organizations in Uganda lack access to finance, which makes it difficult for them to invest in modern farming technologies, hire skilled workers, and expand their operations.

Limited access to markets: Many small-scale farmers in Uganda struggle to access markets to sell their products, which can result in low prices and limited income.

Climate change: Uganda is vulnerable to climate change, which can have a negative impact on crop yields and overall agricultural productivity.

Pest and disease outbreaks: Uganda has experienced several pest and disease outbreaks in recent years, such as the Fall Armyworm and Banana Bacterial Wilt, which can significantly reduce crop yields and income.

Limited access to extension services: Many farmers in Uganda lack access to extension services and technical assistance, which can limit their ability to adopt modern farming technologies and improve their farming practices.

Land tenure insecurity: Land tenure insecurity is a common challenge in Uganda, particularly for small-scale farmers, which can limit their ability to invest in their farms and access credit.

Poor infrastructure: Poor infrastructure, including inadequate roads, storage facilities, and irrigation systems, can limit the ability of farming organizations in Uganda to transport their products, store them properly, and irrigate their crops during dry spells."
