question,answers
why should you cassava plant regularly.,to ensure that the cassava plants have enough nutrients and sunlight to grow
can clean planting materials be used to control root rot?,Cassava cuttings should be obtained from healthy plants that have been certified as free from root rot.
Which soil is better for maize production?,"Maize requires well-drained soils with a good supply of nutrients and moisture. It cannot withstand even a slight degree of waterlogging and therefore can be killed if stands in water for a day. Preferred soil for maize production should also be deep, well-aerated with moderate pH 5.5-6.5, and rich in organic matter."
How can i control pests locally in stored beans,"Proper cleaning and storage: Thoroughly clean the storage containers or structures before storing beans to remove any existing infestations. Use airtight containers with tight-fitting lids to prevent pest entry.

Physical methods: Handpicking and manually removing pests from the beans can be effective, especially if the infestation is limited. Use a sieve or mesh screen to sift the beans and separate any pests present.
"
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
which population is vulnerable  in agriculture.,Ages 0�6
how do you define Saturation in agriculture.,"This refers to the point at which the soil is completely filled with water, and all air spaces have been displaced. This can occur after a heavy rain or during periods of flooding."
what is a trap crop?,"is a crop of a plant that attracts pests, diverting them from nearby crops."
how can Cassava mosaic disease spread ,Whitefly infestations
How can i control the buying of fake agrochemicals,"Buy from reputable suppliers: It's important to purchase agrochemicals from reputable suppliers that have a good track record and are known for selling high-quality products. You can ask for recommendations from other farmers, agricultural extension officers, or trusted agrochemical dealers."
why do farmers prefer TME 419 variety.,It has good yield potential and is resistant to cassava mosaic disease and cassava brown streak disease.
name the four stages of the lifecycle.," Eggs, Larvae, Pupae and Adult"
why do farmers to use chemicals,"to control weeds and insects and to produce increased amounts of vegetables, milk, or eggs"
what is the importance of seed drying to farmers.,"Proper drying helps to reduce the moisture content of seeds to a level that is suitable for long-term storage. Moisture content is a critical factor in seed storage, as high moisture levels can lead to seed deterioration, mold growth, and loss of viability. Drying seeds to the appropriate moisture content helps to preserve their quality and ensure their viability over an extended period."
what are the effects of climate change,"decreased crop yields, increased pest and disease pressure, and other challenges for farmers."
which tool can be used to cut cassava stems.,machete 
why do we say cover crops are nurse crops?,"they increase the survival of the main crop being harvested, and are often grown over winter"
what is the spacing between plants and rows?,a spacing of 20-30 cm between plants and 60-75 cm between rows
how do apply fertilizers using top-dressing method.,"To apply fertilizer using the top-dressing method, you should first prepare the fertilizer by calculating the recommended dosage according to the soil analysis results and the crop requirements. Then, carefully spread the fertilizer evenly around the base of each plant, taking care not to damage the plant roots. After applying the fertilizer, you can use a hoe or other tool to gently scratch the soil surface to incorporate the fertilizer into the soil."
What are the potential crop losses due to armyworm infestation?," Its infestation can lead to yield losses of up to 50% and, in some cases, total crop failure"
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
how long does the cassava plant takes to mature.," between 9-24 months after planting, depending on the variety and the intended use of the crop"
what does Eutrophication leads to?,"algal blooms and anoxia, leads to fish kills, loss of biodiversity, and renders water unfit for drinking and other industrial uses"
what the several challenges facing cassava production.,"pests and diseases, low yields, and limited access to markets and processing facilities"
excessive tillage can lead to ?,soil erosion and nutrient loss
how do i check for corn maturity?,"test the kernel moisture content using a moisture meter. Additionally, the husks on the ears should have turned brown and dry"
"What is field curing, and why is it important for bean crops?","the beans are left to dry further in the sun, a process known as field curing"
why do farmers apply manure.,to improve soil fertility and moisture retention.
name working animals that have been used to cultivate fields.,"horses, mules, oxen, water buffalo, camels, llamas, alpacas, donkeys, and dogs"
which districts in Uganda produce maize.," Kapchorwa, Iganga, Masindi, Mbale, Mubende, Kasese, Kamuli, Jinja And Kabarole districts."
name any materials that can be use mulch on the farm.,"straw, leaves, or wood chips"
what happens to African armyworms first after emerging from pupation,hey allow their bodies to dry off and their wings to harden before climbing trees
which fish are grown in farms?,"salmon, catfish, rainbow trout, tilapia, and cod are grown in fish farms"
What is the recommended spacing for cassava?,spacing of 1.0 m x 1.0 m (3 ft x 3 ft) is commonly used for cassava planting
name the diet in which diary cows should be fed on.,diet high in protein and calcium
what is Mechanical pest control.,"is the use of hands-on techniques as well as simple equipment and devices, that provides a protective barrier between plants and insects"
which phase in polyphenism in which the larvae raised in groups turns black.,gregaria
which continents are cassava  referred to as an important source of food and income for millions of people.,"Africa, Asia, and Latin America"
name one Glyphosate-based herbicides that can be used to control Couch grass in cassava garden.,Roundup
how do we define a cover crop biomass.,"a physical barrier between rainfall and the soil surface, allowing raindrops to steadily trickle down through the soil profile"
what does Eutrophication leads to?,"algal blooms and anoxia, leads to fish kills, loss of biodiversity, and renders water unfit for drinking and other industrial uses"
why is it important in agriculture?,It is an essential aspect of agriculture that plays a crucial role in ensuring sustainable crop yields and protecting the environment.
What are the example of bitting and chewing pest,"Caterpillars: Caterpillars are the larvae of butterflies and moths. They have strong mandibles and feed on leaves, causing defoliation. Examples include armyworms, cutworms, and corn earworms.

Beetles: Beetles have biting mouthparts and can cause damage by feeding on leaves, stems, and fruits. Examples include Colorado potato beetle, cucumber beetle, and flea beetles."
what cultural methods are involved when eradicating whiteflies.,"Cultural control methods involve practices such as crop rotation, sanitation, and the use of reflective mulches, which can help to reduce whitefly populations by creating unfavorable conditions for their growth and reproduction."
How long should maize grains to be boiled for it's effective nutrients in human consumption.,"Maize grains can be boiled until they are tender, which usually takes around 30 to 45 minutes, depending on the variety and maturity of the maize. However, the length of time that maize grains should be boiled for optimal nutrient retention can vary depending on the specific nutrient in question."
What causes shriveling and rotting of beans seed.?.,"Fungal and Bacterial Diseases: Several fungal and bacterial pathogens can infect bean seeds and cause rotting. Common diseases include seed rot, damping-off, and seedling blight. These diseases often thrive in moist conditions and can lead to seed decay and deterioration."
I planted maize the past season and had used cow dung while sowing the drought  affected the maize i intend to plant maize again in the same place do i need to apply cow dung again or i plant with out.,"If you intend to plant maize again in the same place where you had previously used cow dung and experienced drought, you can still apply cow dung to the soil to improve its fertility. Cow dung is a good source of organic matter and nutrients that can improve soil health and provide the necessary nutrients for plant growth.

However, if you had applied a large amount of cow dung in the previous season and the soil is still rich in organic matter, you may not need to apply more cow dung. Over-application of organic matter can lead to nutrient imbalances and other soil problems. Therefore, it is important to consider the current nutrient status of the soil before adding more organic matter."
what is the botanical name for cassava mealybug,Phenacoccus manihoti
what does NPK stands for.,"(nitrogen, phosphorus, and potassium"
do plants have naturally occurring B12?,no 
which crop disease cause yellowing in beans plants., bacterial blight and aphids
Name cultural  techniques for managing crop nutrients use.,crop rotation or a fallow period
How many cuttings of cassava should a farmer plant in one hectare?,"The number of cassava cuttings to plant per hectare can vary depending on several factors, including the cassava variety, spacing, and planting method. However, as a general guideline, farmers typically plant between 10,000 to 12,000 cassava cuttings per hectare."
which cassava variety is recommended for karamoja region.,NASE 20
which type of fertilizer helps plants resist stress and disease and improve overall plant vigor.,Potassium Fertilizers
how can farmers use test kit to test soil PH.,"To use the kit, farmers can collect a soil sample from their field or garden, mix it with distilled water, and then add a few drops of the pH indicator solution. The color of the solution will then be compared to the chart, which indicates the pH level of the soil. A pH level of 7 is considered neutral, while levels below 7 indicate acidic soil and levels above 7 indicate alkaline soil.
"
