question,answers
Are there some CBB resistant crops?, Some cassava varieties have been developed that are resistant to CBB
Which type of maize is good for storage,The type of maize that is good for storage is one that has a high dry matter content and a hard outer layer. This helps to prevent moisture from getting into the kernel and reduces the risk of spoilage during storage
what other measures can be used to control CAD?,Sanitation
what is common cause of fatal agricultural injuries in developed countries., tractor rollovers
How has farming changed in the United States?,"The growth of farming brought many laborsaving devices to 19th- and early 20th-century farm life, including reaping and threshing machines, which replaced work done by hand. Today, with modern methods of agriculture that include complex machinery, scientific breeding, and chemical pesticides, farms require far fewer workers."
name examples of cover crops.,"Secale cereale (rye), Vicia villosa (hairy vetch), Trifolium pratense (red clover), Sorghum bicolor (sorghum-sudangrass), and species in the family Brassicaceae, particularly mustards"
name other ways a farmer can use to control CBSD.,Planting resistant varieties
why is it important in agriculture?,It is an essential aspect of agriculture that plays a crucial role in ensuring sustainable crop yields and protecting the environment.
how can farmers use diatomaceous earth.,"To use diatomaceous earth, simply mix it into the beans seeds at a rate of about 0.5-1.0 kg per 100 kg of beans. Make sure the diatomaceous earth is evenly distributed throughout the seeds, and store the seeds in a cool, dry place in sealed containers to prevent re-infestation."
whats the botanical name of african armyworm,Spodoptera exempta
what is Composting?,"Composting involves decomposing organic materials such as animal manure, food waste, and yard trimmings to create a nutrient-rich soil amendment that can be added back to the soil."
name other ways a farmer can use to control CBSD.,Planting resistant varieties
what is farmyard manure.,"Farmyard manure (FYM), also known as organic manure or compost, is a mixture of animal waste, plant residues, and other organic materials that have been decomposed by microorganisms"
Where does our food come from?,People in developed countries such as the United States eat food that comes from all over the world.
what is Cassava Mosaic Disease (CMD)., is a viral disease that is caused by different strains of the cassava mosaic virus
name agricultural products that belong to food classes.,"cereals (grains), vegetables, fruits, cooking oils, meat, milk, eggs, and fungi"
what is the basic principle of organic farming,keeping the soil rich with nutrients by feeding it natural fertilizers such as cow manure
how has methane emissions negatively impacted crop yields.,by increasing temperatures and surface ozone concentrations.
what is the use of cow's special stomach,to store food for later chewing and digestion once they were hidden and out of danger
Is it true that i can make glue from cassava,"Yes, cassava can be used to make glue. Cassava is a starchy root vegetable that is native to South America, but is now grown in many parts of the world. The starchy content of cassava can be extracted and used to make a type of adhesive or glue"
where are the south americans beetles,South America
"What size should cassava stem be for planting?

",between 25 to 30 centimeters in length
what is the percentage of moisture content before storage?,13.5% or less
how do apply fertilizers using top-dressing method.,"To apply fertilizer using the top-dressing method, you should first prepare the fertilizer by calculating the recommended dosage according to the soil analysis results and the crop requirements. Then, carefully spread the fertilizer evenly around the base of each plant, taking care not to damage the plant roots. After applying the fertilizer, you can use a hoe or other tool to gently scratch the soil surface to incorporate the fertilizer into the soil."
which cassava variety is recommended for karamoja region.,NASE 20
which countries in United States has fish farms,"California, Idaho, Alabama, Arkansas, Louisiana, Mississippi, and along the southeastern U.S. coast"
what does Cassava Anthracnose Disease: causes.,"dark spots on the leaves, stem, and root"
How can I improve the quality of my grapes for winemaking?,"Grape quality can be improved by careful management of the vines, such as proper pruning and trellising. Additionally, thinning the grape clusters can help ensure even ripening and improve the quality of the fruit"
which fertilizer is good for maize.,"Maize typically requires higher levels of nitrogen than beans and cassava, and may benefit from fertilizers such as urea, ammonium nitrate, or ammonium sulphate, which are high in nitrogen. Phosphorus is also important for maize growth, and triple superphosphate or diammonium phosphate can be used to provide this nutrient."
why is mulching important.,"Mulching helps to suppress weed growth, retain soil moisture, and improve soil fertility"
How can I increase the yield of my potato crop?,"Potato yield can be increased by taking steps to improve soil fertility, such as using organic matter and maintaining proper soil pH"
what is the basic principle of organic farming,keeping the soil rich with nutrients by feeding it natural fertilizers such as cow manure
what kind of practices are used for crop protection?," use of pesticides, fungicides, and other chemicals, as well as cultural practices"
why are farmers encouraged to do proper seed bed preparation.,"Proper seed bed preparation creates a favorable environment for seed germination. It helps to loosen the soil, remove debris, and create a fine and level surface where seeds can make good contact with the soil, facilitating better seed-to-soil contact and increasing the chances of successful germination."
what type of fertilizers are made from chemical?,synthetic fertilizers
what is the botanical name for Cassava green mite.,Mononychellus tanajoa
which year was Kawanda Composite A released.,1971
Is beef a healthy protein option?,serving of beef provides 10 essential nutrients including vitamins B6 and B12 and about half the daily requirement of protein.
why do crops require regular maintainance after planting,to ensure healthy growth and yield
what does  nitrogen deficiency causes?,"stunted growth, yellowing leaves, and reduced yield."
Why do horses sleep standing up?,"Their legs can lock in place, enabling them to fall asleep without falling over. Because they are prey animals, horses often do not feel comfortable sleeping on the ground, and most of their sleeping is done during the day rather than at night when predators are out hunting. Horses have straight backs, so they cannot get up quickly."
what is the most popular crop in midwest?,Soybeans 
what are other pest management practices that can be used to manage mealybug infestations.,"the use of resistant varieties, maintaining proper plant nutrition and moisture levels, and minimizing weed growth around the cassava plants."
which plant nutrient helps in formation of chlorophyll . , magnesium (Mg)
why do cassava propagated through stem cuttings matures faster compared to seed propagation.,This is because the stem cuttings already have a head start in development and can quickly establish roots and start growing.
which natural water can fish grow in?,"ponds, lakes, rivers, and streams"
Which U.S. states are the biggest farm states?,California 
what are cover crops,are plants that are planted to cover the soil rather than for the purpose of being harvested
how long should you boil maize to retain protein nutrients.,"To retain the protein content, maize grains should be boiled for 30 to 45 minutes."
what is top side dressing?, refers to the application of fertilizers on the soil surface around the base of the plants after they have been established
what other recommendation can you give for the best time to apply insecticides or spray your garden.,"In general, it is best to consult with a local agricultural extension agent or agronomist for advice on the specific pests and diseases that affect beans in your area, and the best timing and methods for their control."
how can crop rotation be used to control cassava mosaic disease.,Planting cassava in the same field year after year can increase the risk of CMD. Crop rotation can help to break the cycle of disease and reduce the risk of infection.
What fertilizer is recommended for maize at planting stage?,"For maize at the planting stage, a fertilizer high in phosphorus (P) is recommended. Phosphorus plays a crucial role in promoting root development and early plant establishment. One commonly used fertilizer for maize at planting is diammonium phosphate (DAP), which typically has a ratio of 18-46-0, indicating 18% nitrogen (N), 46% phosphorus (P), and no potassium (K). This fertilizer provides a readily available source of phosphorus for the young maize plants.
"
Where can we get fertilizer on low price for maize?,"Agricultural input suppliers: Visit local agricultural input suppliers or agro-dealers in your area. They often offer a range of fertilizers, including both synthetic and organic options, at competitive prices. Inquire about any discounts or promotions they may have.

Farmer cooperatives: Joining a farmer cooperative or collective can provide access to bulk purchasing and discounted prices on agricultural inputs, including fertilizers. Cooperative members often benefit from collective bargaining power and can negotiate better prices with suppliers.

Government subsidies or programs: In some countries, governments may offer subsidies or support programs for agricultural inputs, including fertilizers. Check with local agricultural extension services or government agricultural agencies to see if there are any such programs available in your area.

Local composting or organic waste initiatives: If you are interested in organic fertilizers, consider exploring local composting initiatives or organic waste management programs. These initiatives may offer compost or organic fertilizers at lower prices or even for free, as they aim to promote sustainable waste management practices."
What causes shriveling and rotting of beans seed.?.,"Fungal and Bacterial Diseases: Several fungal and bacterial pathogens can infect bean seeds and cause rotting. Common diseases include seed rot, damping-off, and seedling blight. These diseases often thrive in moist conditions and can lead to seed decay and deterioration."
