question,answers
name any insecticides that can be used on cassava beetles.,neem oil or pyrethroids
What are windmills used for?,to generate power and grind wheat since ancient times
how can farmers prevent livestock diseases.,"implement measures such as regular vaccinations, quarantine of new animals, and good hygiene practices."
how many eggs does the female armyworm lays per night.,100�400
"What are some common pests and diseases that can affect beans, and how can they be managed?","Common pests include aphids, thrips, and spider mites, while diseases such as bacterial blight and rust can also affect the crop. Pest and disease management typically involves the use of chemical or organic pesticides and fungicides, as well as proper crop rotation to reduce the risk of infection"
which vegetables can be intercropped with cassava. ,"Vegetables such as okra, pumpkin, and amaranth"
what percentage does agriculture contribute to the total greenhouse gas emissions,9% of total U.S. greenhouse gas emissions
What are some common pests that can affect maize crops?,"corn borers, armyworms, and rootworms"
Which fertilizer is good for planting beans?," a fertilizer with a higher ratio of phosphorus and potassium, such as 10-20-20 or 15-30-15, would be suitable for planting beans"
how can you tell a cassava plant is mature.,"The leaves of mature cassava plants begin to yellow and fall off, and the lower stems of the plant become woody."
why must farmers  balance the benefits of tillage against its potential negative impacts,excessive tillage can lead to soil erosion and nutrient loss
Which variety of dk maize is good in amolatar?,"DK 8033 is a maize variety that has been widely grown in Uganda, including in the Amolatar region"
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
What facilitates farm yard manure to loosen upper soil layers? ," Farm yard manure is rich in organic matter, which improves soil structure and promotes aggregation. Organic matter helps to bind soil particles together, creating pore spaces and improving soil porosity. This allows for better air and water movement in the soil, leading to improved soil structure and less compacted soil.
"
how does high humidity causes beans pod to have water.," In regions with high humidity, moisture in the air can condense on the bean pods, causing them to appear water-filled. This is more common in areas with poor airflow or where plants are grown in dense canopies."
Name the most common types of beans that are milled for human consumption.,"black beans, navy beans, and pinto beans"
give examples of cover crops.,"beans, peas, clover)"
how can conservation tillage helps improve soil fertility.,"Reducing the frequency and intensity of tillage can help to preserve soil structure, prevent erosion, and improve nutrient retention."
how do cover crops suppress weeds after death,they smother the next flush of weeds by forming a mulch layer on the soil surface
wat is the vitalness of calcium?,"Calcium plays a crucial role in plant development and helps in cell wall formation, nutrient uptake, and overall plant health"
what is the ideal storage temperature for beans?, between 10-15�C
"name the processes in cassava growing,","land preparation, planting, weeding, harvesting, and processing"
How is maize streak disease transmitted.,"transmitted by an insect vector called the maize streak virus vector or ""leafhopper."" "
does harvesting maize early before its dried causes mycotoxin contamination?,"Maize that is harvested before it is fully dried is at a higher risk of mycotoxin contamination, which can pose health risks to both humans and animals if consumed."
what are the different methods of irrigation?,"surface irrigation, drip irrigation, and sprinkler irrigation"
name the major categories of Natural fibers.,"cotton, wool, hemp, silk and flax"
what is Pastoralism.,"involves managing domesticated animals. In nomadic pastoralism, herds of livestock are moved from place to place in search of pasture, fodder, and water"
what is plant biotechnology,a set of techniques used to adapt plants for specific needs or opportunities
Maize flour obtained after starch extraction is commonly referred as?,"""maize meal"" or ""corn meal,"""
what are some of the factors to consider while applying liquid fertilizer.,"type of crops, soil type, and weather conditions"
define what GMO is?,"GMOs are crops that have been genetically modified to enhance their resistance to pests and diseases, as well as to improve their nutritional value and other characteristics"
why do farmers don not like stake method of planting.,it requires more labor and resources to establish the nursery bed
what are the effects of armyworm infestation.,significant defoliation and reducing the plant's ability to produce healthy tubers
what is a major source of greenhouse gas emissions,Animal husbandry
what is the approximate Global agricultural production,32 million tonnes of natural fibres
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
how does high humidity causes beans pod to have water.," In regions with high humidity, moisture in the air can condense on the bean pods, causing them to appear water-filled. This is more common in areas with poor airflow or where plants are grown in dense canopies."
what is drought?," is a natural disaster that can have severe impacts on the environment, society, and economy"
where can we find cassava whitefly., warm and humid regions
which insecticides are effective against caterpillars,Bt-based insecticides
what other role does water play in the soil.," Water is also needed for photosynthesis, the process by which plants use sunlight to convert carbon dioxide and water into energy in the form of glucose. Without water, plants cannot produce the energy they need for growth and reproduction."
why do cassava plants may shed their leaves during dry season.,"Water stress: Cassava plants have a deep root system that helps them access water from deeper soil layers. However, during prolonged dry periods, the availability of water may become limited, leading to water stress in the plants. As a survival mechanism, cassava plants shed their leaves to reduce water loss through transpiration and conserve moisture.

Nutrient deficiency: Inadequate nutrient availability, particularly nitrogen, can cause cassava plants to shed their leaves. During the dry season, nutrient uptake by the plants may be hampered, leading to nutrient deficiencies and subsequent leaf drop.

Pests and diseases: Dry conditions can increase the vulnerability of cassava plants to pests and diseases. Insect infestations, such as cassava green mites or cassava mealybugs, and diseases like cassava mosaic disease or cassava bacterial blight, can cause leaf damage and subsequent leaf shedding.

Natural plant response: In some cases, leaf shedding during the dry season may be a natural response of cassava plants to conserve energy and focus resources on survival. By shedding leaves, the plant can reduce its overall water and nutrient requirements and redirect resources to essential parts such as the stem and tuberous roots."
Is the primary focus of the USDA agricultural programs?,"7% of the total USDA budget. Rural development, research, food safety, marketing and regulatory, and departmental management accounts for 6% of the budget"
name any other way of storing cassava.,Use proper containers
