question,answers
why not fully dried maize susceptibility to mold and insect damage.,the moisture content is higher
what is organic farming?,"method of crop production that emphasizes the use of natural and sustainable practices, such as crop rotation, composting, and biological pest control"
what does excessive moisture causes.,root rot and other diseases
what is  irrigation.,the application of water to crops to supplement natural rainfall and ensure healthy plant growth
how long should you boil maize to retain protein nutrients.,"To retain the protein content, maize grains should be boiled for 30 to 45 minutes."
what is the approximate Global agricultural production of food.,11 billion tonnes
which nutrients are provided by fertilizers?," nitrogen, phosphorus, and potassium"
Why is it that loam soil is dark in colour?,"The dark color of loam soil is due to the presence of organic matter, which is composed of decaying plant and animal material."
what can happen to maize that is harvested before it is fully dried.,"may not store well, as the moisture content is higher and the grain is more prone to spoilage and insect damage."
how has methane emissions negatively impacted crop yields.,by increasing temperatures and surface ozone concentrations.
how do we prevent foodborne illness?,"cook foods to proper temperatures, use separate cutting boards for uncooked meat and ready?to?eat foods, store leftover food in shallow containers and refrigerate within two hours."
why is migration benefical to moths?,it allows the species to travel to a new location with fewer predators and less possibility of parasitism and infection
"I always see some maize combs having a variety of colors ranging from purple , blue , red , orange , yellow , white etc. what causes such maize to have all those colors in one comb,?",recombination during pollination.
"When is the best time to harvest beans, and how is this determined?",when the pods turn yellow and dry up
"what is the importance of soil management.
",it helps farmers to identify nutrient deficiencies or excesses in the soil and adjust their fertilization practices accordingly.
How are the toxic cyanide compounds removed from harvested cassava. ,"boiling, baking, and drying"
how can farmers use test kit to test soil PH.,"To use the kit, farmers can collect a soil sample from their field or garden, mix it with distilled water, and then add a few drops of the pH indicator solution. The color of the solution will then be compared to the chart, which indicates the pH level of the soil. A pH level of 7 is considered neutral, while levels below 7 indicate acidic soil and levels above 7 indicate alkaline soil.
"
what is fumigation.,"is the treatment of a structure to kill pests such as wood-boring beetles by sealing it or surrounding it with an airtight cover such as a tent, and fogging with liquid insecticide for an extended period, typically of 24�72 hours"
how can you break chemical dormancy.,by leaching the seed in water or by exposing it to a specific temperature or light regime.
why there is an increase of skin cancer among farmers, an increased exposure of UV rays as well as environmental elements
why is crop rotation important?, help to maintain soil health and improve crop yields over time
what is the basic principle of organic farming,keeping the soil rich with nutrients by feeding it natural fertilizers such as cow manure
what is the importance of crop rotation.,"Implementing crop rotation practices helps to break the cycle of soil erosion. Alternating maize cultivation with other crops, such as legumes or root crops, helps to improve soil health, reduce erosion, and mitigate nutrient depletion."
what can happen to maize that is harvested before it is fully dried.,"may not store well, as the moisture content is higher and the grain is more prone to spoilage and insect damage."
what are combine harvesters?,"machines, which are loaded with technology, are very efficient and combine all three jobs of cutting, collecting, and threshing a crop"
can crop rotation be used to control couch grass?,Crop rotation is another effective way to control couch grass. This involves planting a different crop in the cassava garden after harvesting the cassava. This can help to break the life cycle of the couch grass and prevent it from establishing a strong presence in the soil.
What is total seed population of wheat in an acre?," Wheat seeding rates can vary depending on factors like variety, soil fertility, and intended yield. A common range for wheat is around 1.5 to 2.5 million seeds per acre, aiming for a plant population of 1 to 1.5 million plants per acre."
Is agriculture a necessary industry?,Agriculture is a necessity!
what is harvesting,It involves removing the mature crops from the field and preparing them for storage or transport
why do farmers practice irrigation.,to conserve water while ensuring that crops receive the necessary moisture for healthy growth.
