question,answers
what is Agroforestry.,"Planting trees and shrubs alongside crops can help provide shade, reduce erosion, add organic matter to the soil, and provide additional income through the sale of timber or fruits."
"Any maize markets out there?
",Nakasero Market
what is the recommended time for boiling maize in order to retain vitamin especially vitamin C and D., for no more than 30 minutes
what is the recommended spacing for long 1.,spaced by 75x30cm with a seed rate of 25kg/ha
what is biological pest control., is a method of controlling pests such as insects and mites by using other organisms
what is Livestock management.,"involves taking care of different animals that are raised for various purposes, such as meat, milk, wool, and eggs."
why do crops require regular maintainance after planting,to ensure healthy growth and yield
what is the maturity days for bush beans,50-55 days
what is multiple cropping.,several crops are grown sequentially in one year
what is mechanical planting?,"involves the use of machines to plant cassava stem cuttings, which saves time and labor compared to manual planting."
why has Food and Drug Administration has approved  the use of antibiotics in treating animals?,"to treat disease in animals that are sick, control disease for a group of animals when some of the animals are sick and to prevent disease in animals that are at risk for becoming sick"
why whiteflies are able to multiply and spread so quickly,"Whiteflies have a high reproductive rate, with females capable of laying hundreds of eggs during their lifetime. These eggs hatch quickly, and the nymphs develop into adults in just a few weeks, allowing populations to increase rapidly."
what is animal welfare?,refers to the conditions in which an animal is raised
how can insects spread bacterial blight.,"Insects such as whiteflies and leafhoppers can spread the disease from infected plants to healthy ones. The bacterium can live and multiply within the insect, which then transmits it to other plants when it feeds."
which year was maize introduced in Uganda.,1861
Why my beans are geminating with yellow leaves.,"Yellowing leaves can be a sign of nutrient deficiency, particularly nitrogen. Beans require an adequate supply of nitrogen for healthy growth. If the soil lacks nitrogen or other essential nutrients, it can result in yellowing leaves."
Name examples of natural repellants.,"dried neem leaves, mint leaves, or tobacco leaves"
What are some common pests that attack apple trees and how can I control them?,"codling moths, apple maggots, and aphids. To control these pests, it's important to monitor the trees regularly and take action as soon as signs of infestation are observed"
Some maize varieties are more adapted to greenhouse growing conditions. which one are those?,"shorter, bushier varieties"
"What size should cassava stem be for planting?

",between 25 to 30 centimeters in length
what water managing techniques can a farmer user to guard against drought?,mulching
what kinds of seeds should be used when planting cassava.,High-quality and disease-free planting materials
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
name plants that uses C3 carbon fixation.,alfalfa and soybeans
why do farmers have low cancer and death rates.,This is due primarily to lower smoking rates among farmers and a very active lifestyle
Why do horses sleep standing up?,"Their legs can lock in place, enabling them to fall asleep without falling over. Because they are prey animals, horses often do not feel comfortable sleeping on the ground, and most of their sleeping is done during the day rather than at night when predators are out hunting. Horses have straight backs, so they cannot get up quickly."
how do apply fertilizers using top-dressing method.,"To apply fertilizer using the top-dressing method, you should first prepare the fertilizer by calculating the recommended dosage according to the soil analysis results and the crop requirements. Then, carefully spread the fertilizer evenly around the base of each plant, taking care not to damage the plant roots. After applying the fertilizer, you can use a hoe or other tool to gently scratch the soil surface to incorporate the fertilizer into the soil."
what are fertilizers?,Fertilizers are substances that are added to soil to improve the growth and quality of crops
what does Cassava Bacterial Blight causes on the cassava.,"dark brown to black spots on the leaves, stem, and root"
what are different cassava diseases?,Cassava 
"To manage and control cassava mosaic disease, what measures should farmers take into consideration.","Planting disease-resistant varieties when available.
Using healthy planting materials from certified sources.
Practicing good sanitation, such as removing and destroying infected plants and plant debris.
Implementing integrated pest management strategies to control whitefly populations, such as using insecticides or employing physical barriers.
Promoting crop diversification and intercropping to reduce the spread of the disease.
Conducting regular scouting and monitoring to detect early signs of the disease and take appropriate action.
It is important for farmers to collaborate with agricultural extension services and research institutions to access updated information, improved varieties, and appropriate management practices for cassava mosaic disease in their specific region."
what is the use of cow's special stomach,to store food for later chewing and digestion once they were hidden and out of danger
Do the use of artificial fertilizers degrade the soil? ," Artificial fertilizers primarily provide nutrients without adding organic matter to the soil. This can lead to a decrease in organic matter content over time, affecting soil structure, water-holding capacity, and nutrient cycling."
which type of fertilizer helps plants resist stress and disease and improve overall plant vigor.,Potassium Fertilizers
what causes plant diseases?,"variety of pathogens, including fungi, bacteria, viruses, and nematodes"
which grass species  harbor leafhoppers,"Setaria barbata (Lam.) Kunth and Brachiaria lata (Schumach) Hubbard, "
what are organic fertilizers.,"Organic fertilizers are made from natural materials such as compost, manure, and bone meal. They can provide a range of nutrients and help to improve soil structure and fertility over time."
