question,answers
can waterlogging cause yellowing in beans plants?,"Beans do not tolerate waterlogging, and excess moisture can cause their roots to suffocate, leading to yellowing of the leaves."
what is Thiram,"Thiram is a fungicide that is used to control a variety of seed-borne and soil-borne fungal diseases, such as damping-off, seed rot, and seedling bligh"
what is the size of the armyworms laid eggs.,Their eggs are relatively small at 0.5 mm in diameter
"which  social insects live in large colonies in the soil and feed on wood, plant matter, and other cellulose-containing materials.",Termites 
Organic farms that raise livestock such as dairy cows or chickens feed the animals with?,natural food
how can a farmer manage cassava whitefly infestations.," regularly monitor the crop for signs of infestation, including the presence of whiteflies and the appearance of honeydew on the leaves."
At what spacing can cassava be intercropped with beans?,"Cassava and beans can be intercropped at a spacing of 75 cm between cassava rows and 50 cm between bean rows, with a spacing of 25-30 cm between bean plants within the rows"
explain how over grazing destroy soil nutrients.,"Overgrazing by livestock can lead to soil compaction, erosion, and loss of soil organic matter, which are all detrimental to soil fertility."
which teso region districts are affected by drought.,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Ngora, Serere, and Soroti"
what is tillage?,the process of preparing the soil for planting by breaking up the soil and creating a suitable seedbed
What is the best season for beans?,"beans prefer warm weather, plant at least a week after the last spring frost"
How does farming and ranching impact wildlife habitat?," Farmers and ranchers value wildlife conservation and are working hard to improve habitat, while providing food, fiber and fuel to a growing population."
how does contour ploughing helps in controlling soil erosion in mountainous areas.,Contour plowing helps to create small ridges and furrows that slow down the flow of water and prevent it from carrying away soil particles.
why are fertilizers used in farming?, to improve the growth and quality of crops
which tools can farmers use to monitor water patterns in order to guard against drought.,"hey can use tools such as soil moisture sensors, weather stations, and remote sensing to gather information on conditions in their fields."
What damage do sucking pest cause to plants like beans in the garden,"Sucking pests, such as aphids, whiteflies, and mites, can cause significant damage to plants like beans in the garden. These pests feed on the sap of the plant, which can weaken and stunt its growth. They also often transmit plant viruses, which can cause even more damage."
what interval should CAN be used.,intervals of between 6 weeks
what is common cause of fatal agricultural injuries in developed countries., tractor rollovers
what is animal welfare?,refers to the conditions in which an animal is raised
What is the process of field drying and threshing maize?,Post-harvest management
why do farmers need to consider intercropping beans with cassava.," beans can provide shade for young cassava plants, which can help to reduce water stress during the early stages of growth."
when do the intensity of outbreak increases.,"during the start of the wet season after a drought, which allows moths to lay eggs in areas of dense vegetation which supports the larval stage growth"
The deficiency of phosphorus results into?,"poor root development, slow growth, and reduced flowering and fruiting"
in which way is climate change affecting agriculture?,"changes in temperature, rainfall, and weather patterns"
what is RFID used for?,is a technology that has been used to identify and track livestock animals
Testing Cassava?,There are various tests that can be done on cassava like testing for viruses.
what are some of the high risk of work-related hazards that can affect farmers.,"injuries, lung disease, noise-induced hearing loss, skin diseases, as well as certain cancers related to chemical use and prolonged sun exposure"
what is Seed dormancy?," is a natural mechanism that prevents a seed from germinating under unfavorable conditions, such as inadequate moisture, unsuitable temperature, or insufficient light"
Is it a good practice to apply farm yard manure and compost manure at the same time? ,"Yes, it is generally a good practice to apply farmyard manure (FYM) and compost manure together, as they can complement each other in improving soil fertility and crop productivity. Both FYM and compost manure contribute organic matter, nutrients, and beneficial microorganisms to the soi"
how can timing and method of fertilizer application improves soil fertility.,"The timing and method of fertilizer application, such as surface application, broadcasting, or placement, can influence nutrient availability and uptake by crops. For example, applying nitrogen fertilizer at planting may promote early crop growth and development, while side-dressing or top-dressing may promote later growth and fruiting."
what transmits cassava mosaic disease.,Bemisia tabaci
which region has adopted automatic milking system.,Northern Europe
what other way can a farmers control Cassava mosaic disease,Planting resistant varieties: Some cassava varieties have been developed that are resistant to CMD. These varieties should be used whenever possible to reduce the risk of disease.
which grass species  harbor leafhoppers,"Setaria barbata (Lam.) Kunth and Brachiaria lata (Schumach) Hubbard, "
how does reliable rainfall improve crop yield.,"Reliable rainfall can provide the necessary moisture for crops to grow and thrive, leading to higher yields and better quality crops. This is especially important in areas where irrigation is not available or is limited"
What causes cassava seedling blight?,Xanthomonas axonopodis pv. manihotis is the pathogen that causes bacterial blight of cassava
what is the use of wind mill.,"to saw wood and make typical household items, such as oil, paper, spices, chalk, and pottery."
what is the long term control measures for the cassava diseases.,using disease-resistant cassava varieties
what are the control measures for Cassava Anthracnose Disease:," use of disease-free planting material, crop rotation, and the application of fungicides."
which kind of GM varieties release protein to control pest.,bacterium Bacillus thuringiensis
what percentage does agriculture contribute to the total greenhouse gas emissions,9% of total U.S. greenhouse gas emissions
"apart from providing nutrients, name important of applying fertilizers."," fertilizers can also improve soil structure and fertility over time. They can help to increase soil organic matter, improve soil water-holding capacity, and reduce erosion."
define Livestock management practices?," practices involve a range of activities and strategies that are designed to keep animals healthy, productive, and profitable"
how can you control mealybug biologically?,introduction of natural enemies of the mealybug
"which  cassava variety can i plant in the high altitude regions of Uganda, such as Kabale and Kisoro.",NASE 19
what kinds of seeds should be used when planting cassava.,High-quality and disease-free planting materials
What bean variety fetch high price on market?,"Kidney beans (Phaseolus vulgaris): They are large, kidney-shaped beans with a smooth texture and a rich, meaty flavor. They are often used in chili, soups, and stews.

Black beans (Phaseolus vulgaris): These beans have a dense, creamy texture and a slightly sweet, earthy flavor. They are commonly used in Latin American and Caribbean cuisine.

Pinto beans (Phaseolus vulgaris): They are medium-sized beans with a speckled appearance and a creamy texture. Pinto beans are popular in Mexican and Southwestern cuisine.

Navy beans (Phaseolus vulgaris): These small, white beans have a mild flavor and a smooth texture. They are often used in baked beans and soups.

Cannellini beans (Phaseolus vulgaris): These Italian white beans have a creamy texture and a mild, nutty flavor. They are commonly used in Mediterranean dishes."
why is crop rotation important?, help to maintain soil health and improve crop yields over time
can crop rotation control CAD in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
what are ponnies?,"Ponies are small breeds of horses that, because of their size, appear much smaller when fully grown than larger breeds of horses"
Which soil is better for maize production?,"Maize requires well-drained soils with a good supply of nutrients and moisture. It cannot withstand even a slight degree of waterlogging and therefore can be killed if stands in water for a day. Preferred soil for maize production should also be deep, well-aerated with moderate pH 5.5-6.5, and rich in organic matter."
 can delaying weeding cassava cause cassava mosaic,"Delaying weeding in cassava fields can create favorable conditions for the spread of Cassava Mosaic Disease (CMD). Weeds can act as alternative hosts for the whiteflies that transmit the virus responsible for CMD. When weeds are left to grow and multiply in the cassava field, they can attract whiteflies and serve as a reservoir for the virus. These whiteflies can then spread the virus to the cassava plants, leading to infection and the development of mosaic symptoms."
what is GMO in full?,Genetically Modified Crops
what is the required PH for cassava growth.,pH of 5.5-6.5
A mature horse shorter than 14 hands is considered?,pony 
"If a farm is large, does that mean it is a corporate farm?","Just because a farm is large in number of acres, does not mean it is a corporate farm"
Which crops are most susceptible to armyworm infestation in Uganda?,"maize, sorghum, millet, and rice"
what is root rot disease.," This is a fungal disease that causes the roots of the cassava plant to rot, leading to stunted growth and reduced yield"
what other recommendation can you give for the best time to apply insecticides or spray your garden.,"In general, it is best to consult with a local agricultural extension agent or agronomist for advice on the specific pests and diseases that affect beans in your area, and the best timing and methods for their control."
Which crops responds better in acidic soils? ,Blueberries
name ways farmers can increase soil fertility without using artificial fertilizers.,"Crop rotation: By alternating the types of crops grown in a particular field, the soil can retain nutrients and prevent depletion of specific nutrients."
How can couch grass be effectively control from the cassava garden.,"Hand-pulling, mulching, herbicides, and tillage"
what is tillage?,the process of preparing the soil for planting by breaking up the soil and creating a suitable seedbed
 why is it is recommended to allow the cuttings to dry for a few hours in a shaded area before planting.,to reduce the risk of fungal infection and other diseases.
what is physical pest control.,involves trapping or killing pests such as insects and rodents
how does seed drying prevent spoilage.," Drying seeds effectively reduces the risk of spoilage during storage. Moisture provides a favorable environment for the growth of microorganisms, such as fungi and bacteria, which can attack and damage seeds. By reducing moisture content through drying, farmers can inhibit the growth of these organisms and minimize the risk of seed spoilage and loss."
how does farm yard manure (FYM) helps preserve moisture in the soil.,"FYM, being an organic matter, has the ability to improve soil structure and increase its water-holding capacity. It enhances the soil's ability to retain moisture and reduces water runoff or drainage, allowing the water to stay within the root zone of the plants for a longer time.
"
How can i store beans safely?,"Clean and dry the beans: Remove any debris, dirt or broken beans. Then, spread them out on a clean, dry surface, like a tarp or a concrete floor, to dry. Make sure they are completely dry before storing them."
what farming techniques helps to reduce the build up of a certain pest species.,crop rotation
how can farmers control pest.,"To control these pests, farmers can adopt several practices, including using resistant bean varieties, planting at the right time, practicing crop rotation, using natural predators and parasitoids, and applying pesticides when necessary"
what are some of the signs of cutworms.,damaged stems and cut plants
name any one example of desiccants.,silica gel
what are the effects of armyworm infestation.,significant defoliation and reducing the plant's ability to produce healthy tubers
what is the advantages of stake planting., method ensures uniformity in plant size and reduces the risk of diseases and pests
what are the control measures for Cassava Anthracnose Disease:," use of disease-free planting material, crop rotation, and the application of fungicides."
Some farmers harvest mature maize when it is not yet fully dried won't this have some side effects,"Harvesting maize before it is fully dried can have some negative effects on the quality and storability of the grain. Maize should ideally be harvested when the kernels are mature and fully dried, which is indicated by a hard, glossy appearance of the kernels, and a moisture content of around 13-15%."
Ways farmers can guard against drought.,Crop rotation
how can farmers control pest.,"To control these pests, farmers can adopt several practices, including using resistant bean varieties, planting at the right time, practicing crop rotation, using natural predators and parasitoids, and applying pesticides when necessary"
which symptoms are evident of Micronutrient deficiencies,"leaf discoloration, reduced growth, and poor reproductive performance"
why is sit recommended to conduct soil test?,to determine the nutrient status of your soil and to consult with local agricultural extension services or agronomists for precise fertilizer recommendations based on your specific location.
what are organic fertilizers?,"organic fertilizers, which are made from natural materials such as manure and compost"
what does excessive moisture causes.,root rot and other diseases
What type of soil is beans doing well,"Beans generally do well in soil that is well-draining, fertile, and rich in organic matter. The ideal soil for beans is a sandy loam soil with a pH range of 6.0 to 7.0. The soil should also be free of pests and diseases that can damage the plants.
"
which species of leafhoppers spread maize streak disease.,Cicadulina mbila and Cicadulina storeyi
How can i control the buying of fake agrochemicals,"Buy from reputable suppliers: It's important to purchase agrochemicals from reputable suppliers that have a good track record and are known for selling high-quality products. You can ask for recommendations from other farmers, agricultural extension officers, or trusted agrochemical dealers."
What maize variety has early maturity and how  many days?,H624
why is post-harvest management important for preserving the quality of beans?,to prevent mold growth and insect infestation
can educating farmers help improve productivity?,Educating farmers on the best practices for growing maize can help to improve their productivity and increase the yield of local maize breeds.
what factors does the yield of beans depends on?,"variety, soil fertility, water availability, and pest and disease management."
what is Generation.,"he number of times or seasons a seed crop has been exposed to the natural crop
growing environment"
what does Cassava Anthracnose Disease: causes.,"dark spots on the leaves, stem, and root"
what other measures can a farmer use to control root rot.,Use of fungicides
what is the best spacing for cassava.,a distance of 1-1.5 meters between rows and 0.75-1 meter between plants
name any insecticides that can be used on cassava beetles.,neem oil or pyrethroids
cam maize grow in clay soil,"es, maize can grow in clay soil. However, clay soil has certain characteristics that can affect maize growth and productivity. Clay soil tends to retain water and drain poorly, which can lead to waterlogged conditions and root suffocation if not properly managed. Additionally, clay soil can be compacted, making it harder for roots to penetrate and access nutrients."
how can you minimize the effects of anti-nutrients in beans.,"it is recommended to soak, sprout, or ferment the beans before milling them. These processes can help to break down the anti-nutrients and make the nutrients more bioavailable."
how can farmers improve productivity of local maize variety.,"Farmers can improve the productivity of local maize breeds by using improved farming practices such as proper land preparation, timely planting, weed control, and appropriate use of fertilizers and pesticides."
what is common cause of fatal agricultural injuries in developed countries., tractor rollovers
what are Glueboards  used for?,for monitoring cockroaches and to catch rodents.
Which crops responds better in acidic soils? ,Blueberries
