question,answers
give examples of vegetables that be intercropped wit maize.,"pumpkin, squash, or sweet potato"
name examples of fungicide that can be used to spray beans affected by hailstorm?,"Mancozeb, Copper oxychloride, and Propiconazole."
what are liquid fertilizers used for?,"iquid fertilizers are often used for foliar feeding, where the fertilizer is sprayed onto the leaves of plants."
which nutrient is leguminous crops high in?,nitrogen 
how is biological pest control done?,involves the introduction of natural enemies of the pest that are bred in the laboratory and released into the environment.
which stage of crop cultivation involves placing seeds or seedlings into the soil at the right depth and spacing.,Planting 
give two cultural crop protection practices.,crop rotation and intercropping.
what is the percentage of land degradation worldwide.,24%
which two countries are the largest trading partners of the U.S,China and Canada
what are some of the consideration to be done during ban placement of fertilizers.," specific crop, soil conditions, and nutrient requirements"
when secondary outbreaks occur?, occur when the moths from the primary outbreak are carried downwind and the adults mate and lay eggs in same location due to wind patterns
When is the ideal time to harvest maize?,"Harvesting is typically done when the kernels are fully developed and hard, and the husks have dried up and turned brown"
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
what are used to mark rows when planting cassava., stakes and a string 
"Is buying local and organic the same thing?
",No. Local is a definition based on location
can crop rotation control CAD in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
list common signs of sucking pest.,"ellowing leaves, stunted growth, distorted leaves, and a general decline in plant health. Severe infestations can also cause wilting, defoliation, and even death of the plant."
Can farmers save and replant GMO seeds?,"GMO seeds, like any others, can be saved and replanted"
Can I eat healthy without spending a lot of money?,es. Food in the United States is very affordable
What is soil science and management.,"Soil science and management is the scientific study of the physical, chemical, and biological properties of soil and the ways in which it can be managed for optimal crop production."
what are other benefits of cover crops to habitat.,improve farm habitat for wildlife
A mature horse shorter than 14 hands is considered?,pony 
why should you use mound planting.,"method ensures good soil drainage, which is essential for cassava growth. It also helps to reduce soil erosion and increases yields"
name one pest that can cause beans to wither immediately after germination.,Bean Seed Maggot
why does the use of herbicides requires proper training and application.,to avoid damage to the cassava plants and the environment
Name the virus that causes Cassava Brown Steak Disease.,Cassava Brown Streak Virus (CBSV) and Ugandan Cassava Brown Streak Virus (UCBSV)
which variety was recommended for Northern region with shorter rains.,White Star
what are used to mark rows when planting cassava., stakes and a string 
What causes shriveling and rotting of beans seed.?.,"Fungal and Bacterial Diseases: Several fungal and bacterial pathogens can infect bean seeds and cause rotting. Common diseases include seed rot, damping-off, and seedling blight. These diseases often thrive in moist conditions and can lead to seed decay and deterioration."
"Adjumani district, why does farmers preferred cassava stem cuttings than it's seeds","Higher yield potential: Cassava propagated through stem cuttings can produce higher yields compared to seed propagation. The stem cuttings produce a clone of the parent plant, which ensures that the resulting plants will have similar characteristics and yield potential."
can waterlogging cause yellowing in beans plants?,"Beans do not tolerate waterlogging, and excess moisture can cause their roots to suffocate, leading to yellowing of the leaves."
name any livestock diseases.," foot-and-mouth disease, brucellosis, and tuberculosis"
how can you minimize the effects of anti-nutrients in beans.,"it is recommended to soak, sprout, or ferment the beans before milling them. These processes can help to break down the anti-nutrients and make the nutrients more bioavailable."
which nutrient is leguminous crops high in?,nitrogen 
"Why do beans leave turns yellowish before maturity dispute rain is available
","Nutrient deficiency: If the beans are not getting enough nutrients, especially nitrogen, their leaves can turn yellow. A soil test can help identify if there is a nutrient deficiency."
what is the importane of organic farming?,This approach seeks to minimize the use of synthetic chemicals and promote the health of the soil and the environment
