question,answers
why should farmers replace old seed during planting.,"using old seeds can result in poor germination rates, uneven plant growth, and reduced resistance to environmental stressors such as drought, pests, and diseases."
name the variety grown in kenya.,KU50
what can happen to maize that is harvested before it is fully dried.,"may not store well, as the moisture content is higher and the grain is more prone to spoilage and insect damage."
which symptoms are evident of Micronutrient deficiencies,"leaf discoloration, reduced growth, and poor reproductive performance"
Organic farms that raise livestock such as dairy cows or chickens feed the animals with?,natural food
what factors can lead to low maize harvest.,"Weather conditions: Unfavorable weather such as drought, excessive rainfall, hailstorms, or extreme temperatures can negatively impact maize growth and reduce yields.

Pest and disease outbreaks: Outbreaks of pests and diseases, such as fall armyworm, maize stalk borers, or maize rust, can significantly damage maize crops and reduce yields.

Poor soil fertility: Inadequate soil nutrients or imbalanced nutrient levels can affect maize growth and productivity. Lack of proper soil management practices, such as inadequate fertilization or soil erosion, can contribute to low yields.

Lack of access to inputs: Limited availability or affordability of quality seeds, fertilizers, pesticides, and other agricultural inputs can hinder maize production and result in lower yields.

Farm management practices: Inefficient farming practices, improper crop rotation, inadequate weed control, or suboptimal planting and harvesting techniques can impact maize yields.

Market conditions: Maize prices, market demand, and access to markets can also influence farmers' decisions and investment in maize production. Unfavorable market conditions may discourage farmers from growing maize or affect their profitability."
What causes cassava seedling blight?,Xanthomonas axonopodis pv. manihotis is the pathogen that causes bacterial blight of cassava
how can you tell a cassava plant is mature.,"The leaves of mature cassava plants begin to yellow and fall off, and the lower stems of the plant become woody."
name examples of cover crops.,"Secale cereale (rye), Vicia villosa (hairy vetch), Trifolium pratense (red clover), Sorghum bicolor (sorghum-sudangrass), and species in the family Brassicaceae, particularly mustards"
which soil organism play a critical role in nutrient cycling.,"bacteria and fungi,"
Apart from naro where else can we get access to quality seeds/cuttings?,Agricultural research organizations
what are combine harvesters?,"machines, which are loaded with technology, are very efficient and combine all three jobs of cutting, collecting, and threshing a crop"
how do cover crops suppress weeds after death,they smother the next flush of weeds by forming a mulch layer on the soil surface
name some control measures for cutworms.," use of insecticides, such as pyrethroids or neem oil, applied directly to the cassava plant or to the soil."
what are the advantages of leaving maize stallk in the garden after harvesting,"Organic matter: Maize stalks can contribute to the organic matter content of the soil, which improves soil structure, water-holding capacity, and nutrient availability.
Nutrient recycling: The decomposition of maize stalks can release nutrients back into the soil, making them available for future crops.
Erosion control: The presence of stalks can help prevent soil erosion by reducing surface runoff and protecting the soil from wind and water erosion.
Weed suppression: Stalks left on the ground can act as a mulch, suppressing weed growth and reducing weed competition with subsequent crops."
What are some common pests that attack apple trees and how can I control them?,"codling moths, apple maggots, and aphids. To control these pests, it's important to monitor the trees regularly and take action as soon as signs of infestation are observed"
what is Conservation tillage.,Conservation tillage involves reducing or eliminating plowing and other tillage operations that can disturb the soil structure and reduce soil organic matter
A mature horse shorter than 14 hands is considered?,pony 
what are ponnies?,"Ponies are small breeds of horses that, because of their size, appear much smaller when fully grown than larger breeds of horses"
what are Water-absorbing polymers,"These are synthetic materials that can absorb and retain large amounts of water, releasing it slowly to plant roots. They can be added to soil or mixed with fertilizer, and can help reduce watering frequency and improve plant survival during drought conditions."
What is the right spacing of cassava,"The recommended spacing for cassava depends on various factors such as the variety of cassava, soil fertility, and the intended use of cassava (for roots or leaves). However, a commonly used spacing for cassava is around 1 meter (3 feet) between plants within rows and 1.5 to 2 meters (5 to 6.5 feet) between rows. This spacing allows sufficient room for the cassava plants to grow and develop a healthy root system. It is advisable to consult local agricultural extension services or cassava experts for specific spacing recommendations tailored to your local conditions."
name plants that uses C3 carbon fixation.,alfalfa and soybeans
