question,answers
Does maize streak diseased affects the seeds	,"Maize streak disease (MSD) primarily affects the leaves of maize plants, causing streaking and yellowing symptoms. However, if the infection is severe and occurs early in the growing season, it can also affect the developing maize cobs and subsequently impact the quality of the seeds.
"
how does deforestation causes drought.,"reduce the amount of water vapor that is released into the atmosphere, leading to reduced rainfall in the surrounding areas."
what is a contaminant.,"A plant that is considered undesirable in a seed production field, including off types,
other varieties, other crops, weeds and plants with disease symptoms"
How can couch grass be effectively controlled from the cassava garden.,Mulching
How can i improve clay soil for maize production,"Add organic matter: Incorporating organic matter, such as compost or well-rotted manure, into clay soil can improve soil structure, increase soil fertility, and enhance water-holding capacity. It is best to apply organic matter in the fall or early spring and mix it into the soil to a depth of 6-8 inches."
How does environmental condition contributes to the spread of maize streak disease.,Maize streak disease tends to be more prevalent and severe in regions with warmer temperatures and high humidity. These conditions favor the growth and activity of both the virus and its leafhopper vectors.
"Besides cow dung and urine, what does farmyard manure contain.",Animal bedding
state the difference between fresh and dry maize in terms of glycemic index.,"Fresh maize has a higher glycemic index than dry maize, which means it can cause a more rapid increase in blood sugar levels. Dry maize, on the other hand, has a lower glycemic index and is a better choice for people with diabetes or those watching their blood sugar levels."
Which fertilizer is good for planting beans?,farmyard manure (FYM) and compost manure
What is the best fertilizers for beans? farmers are in need  of rhizobium  is it possible for me to get them and sell to my farmers?,"it is possible for farmers to obtain rhizobia inoculants for their beans. Inoculants are available in various forms, including powders and liquids, and they can be applied to the seed before planting or directly to the soil. Inoculation of beans with rhizobia has been shown to increase yields and improve plant health."
which plant nutrient helps in formation of chlorophyll . , magnesium (Mg)
name the components of nitrogen fertilizers.,"ammonium nitrate, urea, and ammonium sulphate"
why cassava widely grown?,its ability to thrive in poor soils and withstand drought
why do farmers apply manure.,to improve soil fertility and moisture retention.
what is the required soil PH for potatoes.,between 4.8 and 5.5
what are different cassava diseases?,Cassava 
which crop disease cause yellowing in beans plants., bacterial blight and aphids
Which condition is suitable for maize plantation,"Maize thrives in warm temperatures and requires an average temperature of 21-27�C during the growing season. It also requires a good amount of sunshine, ideally 8-10 hours of sunlight per day. Maize grows well in well-drained soils with good water retention capacity. The soil should have a pH of 5.5 to 7.5. Maize also requires sufficient rainfall or irrigation during the growing season. The recommended altitude for planting maize is between 0 and 2500 meters above sea lev"
which districts in Uganda produce maize.," Kapchorwa, Iganga, Masindi, Mbale, Mubende, Kasese, Kamuli, Jinja And Kabarole districts."
wat is the vitalness of calcium?,"Calcium plays a crucial role in plant development and helps in cell wall formation, nutrient uptake, and overall plant health"
Is agriculture a necessary industry?,Agriculture is a necessity!
what is the proper storage facility for cassava plant.,"Cassava should be stored in a cool, dry, and well-ventilated place to prevent mold growth and rotting"
Which chemical is best for preserving beans seeds for long periods against weevils,"The chemical most commonly used for preserving beans seeds against weevils is called diatomaceous earth. It is a natural, non-toxic substance made from the fossilized remains of diatoms, which are a type of algae. When diatomaceous earth is applied to bean seeds, it dehydrates and kills the weevils by drying out their outer layer."
how can planting Green manure cover crops helps increase soil fertility.,"Planting leguminous crops such as clover, alfalfa or beans, can help fix nitrogen into the soil and add organic matter, thus improving soil fertility."
what is strip cropping.,Planting different crops in alternating strips across the slope helps to reduce erosion by breaking up the flow of water. The alternating strips of different crops create barriers that trap sediment and prevent it from being washed away.
what type of fertilizers are made from chemical?,synthetic fertilizers
name any materials that can be use mulch on the farm.,"straw, leaves, or wood chips"
why is seed priming done.,to enhance germination and early seedling growth.
Suggest the disadvantages of sandy  soil,"Poor water-holding capacity: Sandy soils have a low water-holding capacity, which means that they require more frequent irrigation and may not be suitable for crops that require consistent soil moisture.
Low nutrient retention: Sandy soils have low nutrient retention capacity, which can lead to leaching of nutrients and require more frequent application of fertilizers and organic matter.
Low organic matter content: Sandy soils are often low in organic matter, which can lead to soil erosion and reduced soil fertility.
Susceptible to erosion: Sandy soils are prone to erosion by wind and water, which can lead to soil degradation and loss of topsoil."
what other role does water play in the soil.," Water is also needed for photosynthesis, the process by which plants use sunlight to convert carbon dioxide and water into energy in the form of glucose. Without water, plants cannot produce the energy they need for growth and reproduction."
Name areas where substance farming is practicied.,Monsoon Asia and South-East Asia
Can beans be milled like soyabean for human consumption,"Yes, beans can be milled like soybeans for human consumption. The process of milling involves grinding the beans into a fine powder, which can then be used as a flour in various recipes."
What is necessary to facilitate seedling growth during the germination process?,to ensure adequate moisture levels during the germination process
what is physical dormancy?,"occurs when the seed coat is impermeable to water and gases, preventing the embryo from absorbing water and initiating germination."
why are farmers advised not to apply fertilizers during drought or when rainfall are unexpected.,"can cause fertilizer burn or leaching, and reduce its effectiveness"
what farming techniques helps to reduce the build up of a certain pest species.,crop rotation
"what is RFID in full
",Radio frequency identification
What are the effects of reliable rain fall,"improved crop yields, better soil health, enhanced biodiversity, reduced risk of drought, and improved water quality."
where do armyworms lay their eggs., clusters on the lower side of leaves
What is a silo?,"silos are used to store silage, which is animal feed"
Are we losing family farms because corporate farms are taking over American Agriculture?,America�s farms are still family farms
name any Environmental issues.,"depletion of aquifers, deforestation, antibiotic resistance"
which  sector is considered as one of the most hazardous of all economic sectors by International Labour Organization.,agriculture 
"apart from maintaining soil structure, what are some of use of soil air."," soil air plays a key role in the cycling of nutrients, such as nitrogen, carbon, and sulfur, which are essential for plant growth. Soil air also supports the activities of soil microorganisms, which are important for breaking down organic matter and releasing nutrients into the soil"
why not fully dried maize susceptibility to mold and insect damage.,the moisture content is higher
what is the recommended season for planting cassava., It is recommended to plant cassava at the beginning of the rainy season when there is enough moisture in the soil.
give examples of cover crops.,"beans, peas, clover)"
what is plant nutrition?,refers to the process by which plants obtain and utilize essential nutrients for growth and development. 
"name the processes in cassava growing,","land preparation, planting, weeding, harvesting, and processing"
can human activity spread bacterial blight in the cassava field?, People working in cassava fields can inadvertently spread the disease through contact with infected plants or contaminated soil.
what is Payment for ecosystem services., is a method of providing additional incentives to encourage farmers to conserve some aspects of the environment
why is Integrated Pest Management used?,"to minimize the use of pesticides and other chemicals, while still effectively controlling pests and diseases."
how does seed drying prevent spoilage.," Drying seeds effectively reduces the risk of spoilage during storage. Moisture provides a favorable environment for the growth of microorganisms, such as fungi and bacteria, which can attack and damage seeds. By reducing moisture content through drying, farmers can inhibit the growth of these organisms and minimize the risk of seed spoilage and loss."
Does organic farming contribute to less pollution?,Yes
what are the signs and symptoms of CBB disease?,"The disease causes wilting, yellowing of the leaves, and rotting of the stems and roots"
what are the causes of soil degradation?,"erosion, compaction, and nutrient depletion"
how does water regulates temperature of the soil.,"Water helps to regulate soil temperature, which can affect plant growth and development. Water has a high heat capacity, meaning it can absorb and release large amounts of heat without significant temperature changes. This can help to moderate soil temperature and prevent heat stress in plants."
how are mosquitoes controlled biologically.,"by putting Bt Bacillus thuringiensis ssp. israelensis, a bacterium that infects and kills mosquito larvae, in local water sources."
which kind of cultivation is sometimes referred to as slash and burn.,Shifting cultivation
what the advantages of natural food?,make cows produce more milk and chickens produce more eggs
What are some of biological properties of soil that soil scientists study?, microbial communities that live in the soil and the interactions between these organisms and the plants that grow in the soil.
Where can we farmers get the beans seeds with iron content?,Look for seed suppliers that specialize in breeding and supplying seeds with higher iron content. You can search online for seed suppliers in your area or contact your local agricultural extension office for recommendations.
"If it says locally grown, does that mean it is from my community?","Not necessarily. This may come as a surprise, but if you�re buying or eating locally grown food, it may not be food grown in your community."
name two fertilizers used to grow cassava.,compound fertilizers that provide several nutrients together and single-nutrient fertilizers.
How is CBB spread?,"CBB is spread through infected planting material, contaminated soil, and water"
what is GMO in full?,Genetically Modified Crops
which variety is known for its high starch content and good processing qualities.,M Col 22
which population is vulnerable  in agriculture.,Ages 0�6
name one Glyphosate-based herbicides that can be used to control Couch grass in cassava garden.,Roundup
what is the proper storage facility for cassava plant.,"Cassava should be stored in a cool, dry, and well-ventilated place to prevent mold growth and rotting"
name one way a farmer can guard against drought?,"Crop Selection: Farmers should select crops that are adapted to their local climate and can tolerate drought conditions. Crops such as maize, sorghum, and millet are more drought-tolerant than others and can still produce a reasonable yield under limited water conditions."
What transmits cassava mosaic?,"The disease is primarily spread by whiteflies (Bemisia tabaci) that act as vectors, transmitting the virus from infected plants to healthy plants."
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
how can conduct a simple test to check the authenticity of the agrochemical.,"For example, you can mix a small amount of the product with water and observe how it dissolves. Fake products often leave residues or do not dissolve properly.
"
name Spodoptera exempta species that have chisel-like mandibels.," S. triturata, S. m. mauritia, S. m. acronyctoides, S. umbraculata, S. cilium, Spodoptera depravata [sv], and S. pecten"
what is available water capacity.,This refers to the amount of water in the soil that is available to plants between field capacity and the wilting point. This is the amount of water that plants can use without becoming water-stressed.
why is seed priming done.,to enhance germination and early seedling growth.
what is Food Safety and Inspection Service (FSIS) responsible.,"FSIS is �responsible for ensuring that the nation�s commercial supply of meat, poultry and egg products is safe, wholesome and correctly labeled and packaged"
how can farmers ensure proper drainage.,Ensuring that fields are properly drained can help to reduce the risk of infection.
