question,answers
What is maize and why is it important?,"Maize, also known as corn, is one of the most widely cultivated crops in the world, and is a staple food in many regions"
what percentage does the production of animal food produce to Green House Emission.,57%
What is the process of field drying and threshing maize?,Post-harvest management
which body oversees organic certification>,USDA National Organic Program (NOP)
why do farmers need to add desiccants to the storage containers for beans.,"to absorb any moisture that might still be present.
"
which body oversees organic certification>,USDA National Organic Program (NOP)
when do primary outbreaks occurs?,"occur with relatively inconspicuous, low-density populations that can survive without frequent rainfal"
What type of maize seed is resistant to pests and diseases?,Bt maize
which nutrients do beans require for their growth.,"Beans require adequate levels of nitrogen, phosphorus, and potassium"
what other factors make whitefly to multiply faster.,"Whiteflies have a relatively short life cycle, with adults living for only a few weeks. This means that multiple generations can occur within a growing season, allowing populations to increase rapidly.
"
Do agricultural exports help the economy? ,"According to the USDA Economic Research Service, $140.5 billion worth of American agricultural products were exported around the globe in 2017"
How is technology in agriculture changing?,Tractor technology is changing! Auto?steer and GPS (global positioning systems) help make farming more efficient. Tractor technology is also helping the environment. 
give examples of vegetables that be intercropped wit maize.,"pumpkin, squash, or sweet potato"
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
What are the common pests and diseases that affect maize?,"armyworms, cutworms, and aphids, while diseases such as corn smut and gray leaf spot can also affect the crop"
why is cassava referred to as a short-day plant?,it requires a certain amount of darkness to initiate flowering
What fungicides can be used to control CBB.,"Copper-based fungicides can be used to control CBB, but they must be applied before the disease becomes severe."
what is crop rotation.,This involves rotating cassava with other crops such as maize or soybean to help control weeds
what is the soil PH for blueberries., between 4.0 and 5.0
 why is it is recommended to allow the cuttings to dry for a few hours in a shaded area before planting.,to reduce the risk of fungal infection and other diseases.
what are principal factors of soil quality.,"soil salination, pH, microorganism balance and the prevention of soil contamination"
when do adults emerge?,in 7 to 10 days
why is post-harvest management important for preserving the quality of beans?,to prevent mold growth and insect infestation
how many eggs does a female African armyworm lays.,"about 1,000 eggs in her lifetime"
list symptoms of maize streak disease.,"Stunted growth: Infected maize plants often exhibit stunted growth compared to healthy plants. The plants may fail to reach their normal height and size.

Chlorotic streaks or stripes: One of the characteristic symptoms of maize streak virus is the appearance of chlorotic streaks or stripes on the leaves. These streaks are usually pale yellow to white in color and run parallel to the leaf veins.

Necrosis or browning: As the infection progresses, the chlorotic streaks may turn necrotic or brown. This necrosis can extend to the entire leaf blade, resulting in a scorched or burnt appearance.

Leaf curling and twisting: Infected maize leaves may exhibit curling and twisting, with a downward or upward curling of the leaf margins. This distortion is more prominent in severe infections.

Reduced grain production: Maize plants infected with maize streak virus often experience a reduction in grain production. Infected plants may have fewer or smaller ears, and the kernels may be poorly developed or discolored.
"
name other ways a farmer can use to control CBSD.,Planting resistant varieties
What are the limitations of using seeds for propagations.,"Seeds produced by sexually reproducing plants can exhibit genetic variability, resulting in inconsistent traits among plants grown from seed."
name the application of the cassava glue.,"paper mache, bookbinding, and woodworking"
what is ratoon crop.,"A sprout or shoot from the root, stem or vine of a plant after it has been cut back"
how does farm yard manure (FYM) helps preserve moisture in the soil.,"FYM, being an organic matter, has the ability to improve soil structure and increase its water-holding capacity. It enhances the soil's ability to retain moisture and reduces water runoff or drainage, allowing the water to stay within the root zone of the plants for a longer time.
"
what is strip cropping.,Planting different crops in alternating strips across the slope helps to reduce erosion by breaking up the flow of water. The alternating strips of different crops create barriers that trap sediment and prevent it from being washed away.
What transmit cassava mosaic,"is primarily transmitted by whiteflies, specifically the species Bemisia tabaci"
name examples of phosphorous fertilizers,triple superphosphate and diammonium phosphate.
what is the advantages of single stem planting method.,This method is easy and requires less labor and is suitable for small-scale farmers with limited resources
how does clover cover crop enhanced songbird habitat.,"by providing cover and nesting sites, and an increased food source from higher arthropod populations"
what is  irrigation.,the application of water to crops to supplement natural rainfall and ensure healthy plant growth
how do we call the cover crops that increases soil fertility.,green manure
"I always see some maize combs having a variety of colors ranging from purple , blue , red , orange , yellow , white etc. what causes such maize to have all those colors in one comb,?",recombination during pollination.
what is physical dormancy?,"occurs when the seed coat is impermeable to water and gases, preventing the embryo from absorbing water and initiating germination."
What is maize and why is it important?,"Maize, also known as corn, is one of the most widely cultivated crops in the world, and is a staple food in many regions"
Which condition is suitable for cassava plantation,The cassava crop grows well in areas that are humid and moist
What other crops can be intercropped with beans?,"Maize is a common intercrop with beans, and the two crops complement each other well. Maize provides a support structure for climbing beans, while beans fix nitrogen in the soil, which benefits maize growth."
which nutrient is essential for the production of chlorophyll.,Nitrogen 
how does  Fertilisers  reduce terrestrial biodiversity .,"by increasing competition for light, favouring those species that are able to benefit from the added nutrients. "
what considerations are needed when deciding the timing for sowing crops after a prolonged dry spell.,"Wait for the onset of the rainy season: Begin sowing when there is a reasonable expectation of consistent rainfall. The start of the rainy season can vary from year to year, so it's helpful to consult local meteorological services or agricultural extension offices for information on the typical timing of the rainy season in your region.

Soil moisture: Ensure that the soil has enough moisture to support seed germination and early plant growth. This can be assessed by checking the soil's moisture content and ensuring that it is suitable for seed establishment."
What are the measures farmers can take minimize crop losses during storage," Harvesting crops at the right time and in the right way is important to ensure that they are not damaged during the process. The crops should be harvested when they are mature but not overripe, and the tools used should be in good condition to prevent damage to the crops."
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
how many chambers does a cow has,four chambers
name examples of Potassium-based fertilizers.," potassium sulfate or potassium chloride,"
Is agriculture a necessary industry?,Agriculture is a necessity!
How often can i sprinkle liquid manure?,"Generally, liquid manure can be applied every 2-4 weeks during the growing season for most crops. However, it is important to avoid over-application, which can lead to nutrient imbalances, water pollution, and plant damage."
what is inter-cropping.,This involves planting other crops between the cassava rows to help suppress weed growth
what the advantages of natural food?,make cows produce more milk and chickens produce more eggs
How do you call the young ones of a horse,foal
what is the proper storage facility for cassava plant.,"Cassava should be stored in a cool, dry, and well-ventilated place to prevent mold growth and rotting"
where can we find cassava whitefly., warm and humid regions
how can you improve red soil for maize growing.,"Incorporate organic matter into the soil, such as farm yard manure, compost, or cover crops. Organic matter improves soil structure, enhances water retention, and provides essential nutrients for plant growth."
what are other reasons  why crops are sprayed,"to prevent rats, mice, and insects from contaminating foods while they are being stored"
when is maize for silage harvested.,is harvested while the plant is green and the fruit immature
name any  veterinary care that should be given to livestock,routine check-ups and vaccinations
how is glue made from cassava?,"To make cassava glue, the cassava root is first peeled, washed, and grated into a pulp. The pulp is then soaked in water to release the starch, which is then separated from the fibrous material. The starch is then heated and mixed with water to create a thick, sticky paste."
which type of cancer are high among agricultural workers.,"Leukemia, Non?Hodgkin lymphoma and skin cancer "
how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity"
name examples of phosphorous fertilizers,triple superphosphate and diammonium phosphate.
"which crop is normally referred to as nitrogen fixers,",legume crops
which tools are used by farmers to gather information to help automate input application.,drones
why must farmers  balance the benefits of tillage against its potential negative impacts,excessive tillage can lead to soil erosion and nutrient loss
Which condition is suitable for cassava plantation,The cassava crop grows well in areas that are humid and moist
what is the best time to plant maize,You need to plant your maize at the onset of the rains either in March or in August to Septembe
How can i control the buying of fake agrochemicals,"Buy from reputable suppliers: It's important to purchase agrochemicals from reputable suppliers that have a good track record and are known for selling high-quality products. You can ask for recommendations from other farmers, agricultural extension officers, or trusted agrochemical dealers."
how long does the adult live.,up to 14 days.
"For diseases such as bean rust or bacterial blight, when can a farmer spray?","the best time to spray is before the onset of the rainy season, when the conditions are favorable for the disease to spread. It is also important to apply fungicides preventively, rather than waiting for the disease to become established."
"What type of soil is beans doing well
",well-draining loamy soil
Why are pigs so dirty?,"Because pigs will eat almost anything, they have traditionally been fed farm leftovers and waste."
