question,answers
where do armyworms lay their eggs., clusters on the lower side of leaves
what are the three phases of  Food Supply Continuum,"pre?harvest, harvest and postharvest"
what other way can a farmers control Cassava mosaic disease,Planting resistant varieties: Some cassava varieties have been developed that are resistant to CMD. These varieties should be used whenever possible to reduce the risk of disease.
How can Tillage improve productivity.,"warming the soil, incorporating fertilizer and controlling weeds, but also renders soil more prone to erosion, triggers the decomposition of organic matter releasing CO2, and reduces the abundance and diversity of soil organisms."
which district in Uganda was apple first introduced?,Kabale District
what is the required depth of planting cassava.,about 5 to 7 centimeters
what is the effect of CMD.,"The disease affects the leaves of cassava plants, causing yellowing and mottling, as well as stunted growth and reduced yield."
How can I increase the yield of my potato crop?,"Potato yield can be increased by taking steps to improve soil fertility, such as using organic matter and maintaining proper soil pH"
how can you tell a cassava plant is mature.,"The leaves of mature cassava plants begin to yellow and fall off, and the lower stems of the plant become woody."
name two types of African armyworm outbreak.,primary and secondary
what is Composting?,"Composting involves decomposing organic materials such as animal manure, food waste, and yard trimmings to create a nutrient-rich soil amendment that can be added back to the soil."
give other examples of ruminats,"Goats, sheep, camels, and antelope "
Where can we get fertilizer on low price for maize?,"Agricultural input suppliers: Visit local agricultural input suppliers or agro-dealers in your area. They often offer a range of fertilizers, including both synthetic and organic options, at competitive prices. Inquire about any discounts or promotions they may have.

Farmer cooperatives: Joining a farmer cooperative or collective can provide access to bulk purchasing and discounted prices on agricultural inputs, including fertilizers. Cooperative members often benefit from collective bargaining power and can negotiate better prices with suppliers.

Government subsidies or programs: In some countries, governments may offer subsidies or support programs for agricultural inputs, including fertilizers. Check with local agricultural extension services or government agricultural agencies to see if there are any such programs available in your area.

Local composting or organic waste initiatives: If you are interested in organic fertilizers, consider exploring local composting initiatives or organic waste management programs. These initiatives may offer compost or organic fertilizers at lower prices or even for free, as they aim to promote sustainable waste management practices."
Is it late to plant maize in this mid September.,"The optimal planting time for maize varies depending on the specific region and climate conditions. In general, maize is typically planted during the spring season when temperatures are warm and frost is no longer a concern.

Planting maize in mid-September may be considered late in many regions, especially if you are in a location where winters or cool temperatures arrive early. Late planting can result in several challenges, including reduced yields and increased risk of crop damage from frost or cold weather.
"
how do cover crops suppress weeds after death,they smother the next flush of weeds by forming a mulch layer on the soil surface
