question,answers
What management strategies can be used to control Bacterial Wilt in tomato plants?,"To control Bacterial Wilt, avoid damaging seedlings during transplanting. Apply bleaching powder at a rate of 10kg/ha. Crop rotations, such as cowpea-maize-cabbage, okra-cowpea-maize, maize-cowpea-maize, and finger millet-eggplant, have been reported to be effective in reducing bacterial wilt in tomato plants."
What are the symptoms of Bacterial Leaf Spot in tomato plants?,"Symptoms include small, brown, water-soaked circular spots on infected leaves surrounded by a yellowish halo. On older plants, leaflet infection is mostly on older leaves and may cause serious defoliation. On green fruit, small water-soaked spots first appear, which later become raised and enlarge until they are one-eighth to one-fourth inch in diameter. Ripe fruits are not susceptible to the disease."
What is the pathogen responsible for Bacterial Leaf Spot in tomato plants?,"The pathogen is Xanthomonas campestris pv. vesicatoria, a gram-negative, short rod-shaped bacterium with a single polar flagellum. Capsules are formed."
How does Bacterial Leaf Spot spread and survive in tomato plants?,"The pathogen survives in diseased plant debris, volunteer plants, and is seed-borne. It enters through stomata or injuries and lenticels. Secondary spread occurs through rain splashes, and the disease spreads to new areas through infected seeds and diseased transplants."
What management strategies can be used to control Bacterial Leaf Spot in tomato plants?,Use disease-free seed and seedlings and rotate the crop with non-host crops to avoid last year's crop residue. Seed treatment with mercuric chloride (1:1000) is recommended for disease control. Spraying with a combination of copper and organic fungicides in a regular preventative spray program at 5 to 10-day intervals or spraying with Agrimycin-100 (100 ppm) thrice at 10-day intervals effectively controls the disease.
What are the symptoms of Tomato Mosaic Virus (TMV) in tomato plants?,"Symptoms include light and dark green mottling on the leaves, wilting of young leaves in sunny days, distorted and puckered leaflets, smaller than normal leaflets, ""fern leaf"" symptoms, stunted growth, pale green appearance, and spindly plants."
What is the pathogen responsible for Tomato Mosaic Virus (TMV) in tomato plants?,"The pathogen is Tomato mosaic virus (TMV), which is a rod-shaped, non-enveloped virus particle. Its thermal inactivation point is 85 - 90˚C."
How does Tomato Mosaic Virus (TMV) spread and survive in tomato plants?,"The virus is seed-borne, with up to 94% of seeds potentially containing the virus. Infection occurs during transplanting, and it is readily transmissible. It can spread through contact with clothes, hands of workers, touching infected plants with healthy ones, plant debris, and implements. Other solanaceous plants are also susceptible to TMV, and it can spread easily through cultural operations, animals, and leaf contact."
What management strategies can be used to control Tomato Mosaic Virus (TMV) in tomato plants?,"Seeds from disease-free healthy plants should be selected for sowing. Soaking seeds in a solution of Trisodium Phosphate (90 g/litre of water) a day before sowing helps reduce disease incidence. Thoroughly rinse and dry seeds in shade. In the nursery, remove and destroy all infected plants carefully. Avoid using seedlings infected with the viral disease for transplanting. Undertake crop rotation with crops other than tobacco, potato, chili, capsicum, brinjal, etc."
What are the symptoms of Leaf Curl Disease caused by Tomato Leaf Curl Virus (ToLCV) in tomato plants?,"Symptoms include severe stunting of plants, downward rolling and crinkling of leaves, slight yellowing of newly emerging leaves followed by curling, leathery and brittle older leaves, reduction in size of nodes and internodes, pale appearance of plants, increased lateral branching giving a bushy appearance, and overall stunted growth of infected plants."
What is the pathogen responsible for Leaf Curl Disease in tomato plants?,"The pathogen is Tomato Leaf Curl Virus (ToLCV), which consists of virus particles that are approximately 80nm in diameter."
How does Tomato Leaf Curl Virus (ToLCV) spread and survive in tomato plants?,"The virus is not seed or sap transmissible, but seeds from fresh fruits with infection may carry the virus on the seed coat. It is mainly transmitted by the whitefly, Bemisia tabaci, and through grafting. Even a single viruliferous insect is capable of transmitting the virus."
What management strategies can be used to control Leaf Curl Disease caused by Tomato Leaf Curl Virus (ToLCV) in tomato plants?,"Management strategies include monitoring whitefly populations with yellow sticky traps at a rate of 12 traps per hectare, planting barrier crops (such as cereals) around the field, removing weed hosts, using protected nurseries in net houses or greenhouses, and spraying insecticides such as Imidachloprid 0.05% or Dimethoate 0.05% at 15, 25, and 45 days after transplanting to control the vector."
What are the symptoms of Tomato Spotted Wilt Disease (TSWV)?,"Symptoms include streaking of leaves, stems, and fruits, numerous small dark circular spots on younger leaves, bronzed appearance of leaves that later turn dark brown and wither, and fruits displaying numerous spots about one-half inch in diameter with concentric circular markings. Ripe fruits may exhibit alternate bands of red and yellow."
What is the pathogen responsible for Tomato Spotted Wilt Disease (TSWV)?,"The pathogen is Tomato Spotted Wilt Virus (TSWV), which consists of isometric particles approximately 70 to 90nm in diameter. The thermal inactivation point of the virus is 40˚C."
How does Tomato Spotted Wilt Virus (TSWV) spread and survive?,"The virus is transmitted through thrips, particularly Thrips tabaci, Frankliniella schultzi, and Frankliniella occidentalis."
What management strategies can be used to control Tomato Spotted Wilt Disease (TSWV)?,"Management strategies include removing and destroying affected plants, removing alternate or collateral hosts harboring the virus, and planting barrier crops such as sorghum, maize, or bajra 5-6 rows around the field before planting tomatoes. Additionally, spraying Imidachloprid 0.05% or any systemic insecticide helps control the vector."
What are the symptoms of Gray Mould caused by Botrytis cinerea?,"Symptoms include lesions, which initially appear as watery areas with a light brown or tan-colored central region. These lesions convert into a soft, watery mass within a few days, with the skin being broken. Grayish mycelium and spore clusters develop rapidly, often within a few hours. ""Ghost spots"" may appear as single rings or solid white spots, with dark-brown specks in the center. Halo formations, small whitish rings, develop on young green fruit."
What is the pathogen responsible for Gray Mould?,"The pathogen is Botrytis cinerea. The mycelium is septate and branched, initially hyaline but becoming dark in color with age. Conidiophores are branched and bear conidia at the apex. Conidia are oblong and dark, either continuous or with one septum."
